,Released,ReleasedWorldwide,Title,TheatricalDistributor,Genre,Source,ProductionMethod,CreativeType,ProductionBudget,Opening WeekendTheaters,MaximumTheaters,TheatricalEngagements,Opening WeekendRevenue,DomesticBox Office,Infl. Adj. Dom.Box Office,InternationalBox Office,WorldwideBox Office,tconst
1640,"Mar 21, 2014","Mar 21, 2014",God's Not Dead,Pure Flix Entertainment,Drama,Original Screenplay,Live Action,Contemporary Fiction,1150000.0,780.0,1860.0,13176.0,9244641.0,60755732.0,68117809.0,3021360.0,63777092.0,tt2528814
1641,"Jul 18, 2014","Jul 17, 2014",Planes: Fire & Rescue,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,50000000.0,3826.0,3839.0,16636.0,17509407.0,59157732.0,66326168.0,97241912.0,156399644.0,tt2980706
1642,"Aug 8, 2014","Aug 8, 2014",The Hundred-Foot Journey,Walt Disney,Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,22000000.0,2023.0,2167.0,15189.0,10979290.0,54235441.0,60807414.0,40035047.0,94270488.0,tt2980648
1643,"Mar 21, 2014","Mar 21, 2014",Muppets Most Wanted,Walt Disney,Adventure,Based on TV,Live Action,Kids Fiction,55000000.0,3194.0,3194.0,14622.0,17005126.0,51178893.0,57380493.0,28133408.0,79312301.0,tt2281587
1644,"Sep 26, 2014","Sep 19, 2014",The Boxtrolls,Focus Features,Adventure,Based on Fiction Book/Short Story,Stop-Motion Animation,Kids Fiction,60000000.0,3464.0,3464.0,16586.0,17275239.0,50837305.0,56989948.0,61061436.0,111898741.0,tt0787474
1645,"Oct 17, 2014","Oct 17, 2014",The Book of Life,20th Century Fox,Adventure,Original Screenplay,Digital Animation,Fantasy,50000000.0,3071.0,3113.0,14265.0,17005218.0,50151543.0,56199980.0,47500000.0,97651543.0,tt2262227
1646,"Sep 12, 2014","Sep 12, 2014",Dolphin Tale 2,Warner Bros.,Drama,Original Screenplay,Live Action,Kids Fiction,36000000.0,3656.0,3656.0,16995.0,15873397.0,42024533.0,47116851.0,15800000.0,57824533.0,tt2978462
1647,"Jul 2, 2014","Jul 2, 2014",Earth to Echo,Relativity,Adventure,Original Screenplay,Animation/Live Action,Kids Fiction,13000000.0,3230.0,3230.0,12853.0,8364199.0,38934842.0,43652768.0,3239703.0,42174545.0,tt2183034
1648,"May 16, 2014","May 16, 2014",Million Dollar Arm,Walt Disney,Drama,Original Screenplay,Live Action,Contemporary Fiction,25000000.0,3019.0,3019.0,12208.0,10515659.0,36447959.0,40864537.0,2769953.0,39217912.0,tt1647668
1649,"Aug 22, 2014","Aug 22, 2014",When the Game Stands Tall,Sony Pictures,Drama,Based on Factual Book/Article,Live Action,Contemporary Fiction,15000000.0,2673.0,2766.0,13925.0,8381509.0,30127963.0,33778718.0,10949.0,30138912.0,tt2247476
1650,"May 9, 2014","May 9, 2014",Moms' Night Out,Sony Pictures,Adventure,Original Screenplay,Live Action,Contemporary Fiction,5000000.0,1044.0,1046.0,4024.0,4311083.0,10429707.0,11693519.0,107634.0,10537341.0,tt3014666
1651,"May 9, 2014","May 9, 2014",Legends of Oz: Dorothy's Return,Clarius Entertainment,Adventure,Based on Fiction Book/Short Story,Digital Animation,Kids Fiction,70000000.0,2658.0,2658.0,6337.0,3747780.0,8462347.0,9487763.0,11645586.0,20107933.0,tt0884726
1652,"Oct 10, 2014","Oct 10, 2014",Meet the Mormons,Purdie Distribution,Documentary,Based on Real Life Events,Live Action,Factual,2000000.0,317.0,333.0,1229.0,2509808.0,6047363.0,6779490.0,1808.0,6049171.0,tt4003774
1653,"Feb 28, 2014","Feb 28, 2014",The Lunchbox,Sony Pictures Classics,Drama,Original Screenplay,Live Action,Contemporary Fiction,1700000.0,3.0,165.0,1427.0,44542.0,4231500.0,4744248.0,11286386.0,15517886.0,tt2350496
1654,"Nov 28, 2014","Nov 28, 2014",Antarctica: A Year on Ice,Music Box Films,Documentary,Based on Real Life Events,Live Action,Factual,1000000.0,8.0,30.0,114.0,32238.0,288757.0,321846.0,0.0,288757.0,tt2361700
1655,"Sep 19, 2014","Sep 19, 2014",Pump,Submarine Deluxe,Documentary,Based on Real Life Events,Live Action,Factual,2000000.0,3.0,6.0,9.0,42177.0,72277.0,81029.0,0.0,72277.0,tt2630916
1656,"Oct 10, 2014","Oct 10, 2014","Christian Mingle, The Movie",Rocky Mountain Pictures,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,650000.0,15.0,15.0,15.0,19836.0,19836.0,22231.0,8340.0,28176.0,N/A
1657,"Jun 24, 2014","Jun 24, 2014",A Fine Step,,Drama,Original Screenplay,Live Action,Contemporary Fiction,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A
1658,"Aug 18, 2014","Aug 18, 2014",Henry & Me,Distrib Films,Adventure,Original Screenplay,Hand Animation,Kids Fiction,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A
1659,"Jan 28, 2014","Dec 27, 2012",Snezhnaya koroleva,,Adventure,Original Screenplay,Digital Animation,Kids Fiction,7000000.0,0.0,0.0,0.0,0.0,0.0,0.0,15193977.0,15193977.0,N/A
1660,"Jul 11, 2014","Jul 11, 2014",The Perfect Wave,,Drama,Original Screenplay,Live Action,Contemporary Fiction,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A
1661,"Mar 11, 2014","Mar 11, 2014",Against the Wild,,Adventure,Original Screenplay,Live Action,Kids Fiction,1800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A
1662,"Dec 31, 2014","Dec 31, 2014","Dude, Where's My Dog",,Adventure,Original Screenplay,Live Action,Kids Fiction,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A
1663,"Aug 29, 2014","Aug 29, 2014",Dwegons and Leprechauns,,Adventure,Original Screenplay,Digital Animation,Kids Fiction,20000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A
1664,"Dec 31, 2014","Dec 31, 2014",Horse Camp,,Adventure,Original Screenplay,Live Action,Contemporary Fiction,250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A
1665,"Jan 10, 2014","Jan 10, 2014",The Adventurer: The Curse of the Midas Box,RLJ Entertainment/Image Entertainment,Adventure,Original Screenplay,Live Action,Historical Fiction,25000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A
1666,"May 7, 2010","May 7, 2010",Iron Man 2,Paramount Pictures,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,170000000.0,4380.0,4390.0,27079.0,128122480.0,312433331.0,362723616.0,308723058.0,621156389.0,tt1228705
1667,"Jun 30, 2010","Jun 30, 2010",The Twilight Saga: Eclipse,Summit Entertainment,Drama,Based on Fiction Book/Short Story,Live Action,Fantasy,68000000.0,4468.0,4468.0,24760.0,64832191.0,300531751.0,348906314.0,405571077.0,706102828.0,tt1325004
1668,"Nov 19, 2010","Nov 17, 2010",Harry Potter and the Deathly Hallows: Part 1,Warner Bros.,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Fantasy,125000000.0,4125.0,4125.0,27887.0,125017372.0,296131568.0,343552835.0,659240323.0,955371891.0,tt0926084
1669,"Jul 16, 2010","Jul 16, 2010",Inception,Warner Bros.,Thriller/Suspense,Original Screenplay,Animation/Live Action,Science Fiction,160000000.0,3792.0,3792.0,31053.0,62785337.0,292576195.0,339670167.0,436006270.0,728582465.0,tt1375666
1670,"Dec 22, 2010","Dec 22, 2010",True Grit,Paramount Pictures,Western,Based on Fiction Book/Short Story,Live Action,Historical Fiction,35000000.0,3047.0,3464.0,29401.0,24830443.0,171243005.0,198311573.0,81033923.0,252276928.0,tt1403865
1671,"Apr 1, 2010","Apr 1, 2010",Clash of the Titans,Warner Bros.,Action,Remake,Live Action,Fantasy,125000000.0,3777.0,3802.0,22766.0,61235105.0,163214888.0,189486490.0,330000000.0,493214888.0,tt0800320
1672,"Jun 25, 2010","Jun 25, 2010",Grown Ups,Sony Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,75000000.0,3534.0,3534.0,24038.0,40506564.0,162001186.0,188077425.0,110221814.0,272223000.0,tt1375670
1673,"Dec 22, 2010","Dec 22, 2010",Little Fockers,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,100000000.0,3536.0,3675.0,21912.0,30833665.0,148438600.0,172063190.0,162211974.0,310650574.0,tt0970866
1674,"Nov 26, 2010","Nov 26, 2010",The King's Speech,Weinstein Co.,Drama,Original Screenplay,Live Action,Dramatization,15000000.0,4.0,2584.0,26313.0,355450.0,138797449.0,160460218.0,292023719.0,430821168.0,tt1504320
1675,"Aug 6, 2010","Aug 6, 2010",The Other Guys,Sony Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,100000000.0,3651.0,3651.0,23733.0,35543162.0,119219978.0,138410009.0,51716492.0,170936470.0,tt1386588
1676,"Jul 23, 2010","Jul 23, 2010",Salt,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,130000000.0,3612.0,3612.0,18926.0,36011243.0,118311368.0,137355153.0,172339126.0,290650494.0,tt0944835
1677,"Feb 12, 2010","Feb 12, 2010",Valentine's Day,Warner Bros.,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,52000000.0,3665.0,3665.0,16981.0,56260707.0,110485654.0,128269779.0,107083674.0,217569328.0,tt0817230
1678,"May 14, 2010","May 14, 2010",Robin Hood,Universal,Action,Based on Folk Tale/Legend/Fairytale,Live Action,Historical Fiction,210000000.0,3503.0,3505.0,17780.0,36063385.0,105487148.0,122466699.0,216971858.0,322459006.0,tt0955308
1679,"Apr 9, 2010","Apr 9, 2010",Date Night,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,55000000.0,3374.0,3380.0,23993.0,25207599.0,98711404.0,114600311.0,53557629.0,152269033.0,tt1279935
1680,"Oct 1, 2010","Oct 1, 2010",The Social Network,Sony Pictures,Drama,Based on Real Life Events,Live Action,Dramatization,40000000.0,2771.0,2921.0,21652.0,22445653.0,96962694.0,112548206.0,127959441.0,224922135.0,tt1285016
1681,"May 28, 2010","May 28, 2010",Prince of Persia: The Sands of Time,Walt Disney,Action,Based on Game,Live Action,Fantasy,200000000.0,3646.0,3646.0,17024.0,30095259.0,90759676.0,105368643.0,245600000.0,336359676.0,tt0473075
1682,"Oct 15, 2010","Oct 15, 2010",Red,Summit Entertainment,Action,Based on Comic/Graphic Novel,Live Action,Contemporary Fiction,60000000.0,3255.0,3349.0,22086.0,21761408.0,90380162.0,104922918.0,106059531.0,196439693.0,tt11191344
1683,"Nov 12, 2010","Nov 12, 2010",Unstoppable,20th Century Fox,Action,Based on Real Life Events,Live Action,Dramatization,95000000.0,3207.0,3261.0,20351.0,22688457.0,81562942.0,94679308.0,84157979.0,165720921.0,tt0477080
1684,"Aug 13, 2010","Aug 13, 2010",Eat Pray Love,Sony Pictures,Drama,Based on Factual Book/Article,Live Action,Contemporary Fiction,60000000.0,3082.0,3108.0,17998.0,23104523.0,80574010.0,93543468.0,126024779.0,206598789.0,tt0879870
1685,"Feb 5, 2010","Feb 5, 2010",Dear John,Sony Pictures,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,25000000.0,2969.0,3062.0,17020.0,30468614.0,80014842.0,92894290.0,62018667.0,142033509.0,tt0989757
1686,"Jun 11, 2010","Jun 11, 2010",The A-Team,20th Century Fox,Action,Based on TV,Live Action,Contemporary Fiction,110000000.0,3535.0,3544.0,15489.0,25669455.0,77222099.0,89652016.0,100019072.0,177241171.0,tt0429493
1687,"Jun 23, 2010","Jun 23, 2010",Knight and Day,20th Century Fox,Action,Original Screenplay,Live Action,Contemporary Fiction,117000000.0,3098.0,3104.0,14364.0,20139985.0,76423035.0,88724337.0,182328335.0,258751370.0,tt1013743
1688,"Jul 30, 2010","Jul 30, 2010",Dinner for Schmucks,Paramount Pictures,Comedy,Remake,Live Action,Contemporary Fiction,69000000.0,2911.0,3046.0,15007.0,23527839.0,73026337.0,84780893.0,13770165.0,86796502.0,tt0427152
1689,"Dec 10, 2010","Dec 10, 2010",The Tourist,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,100000000.0,2756.0,2756.0,17080.0,16472458.0,67631157.0,78441165.0,211100212.0,278731369.0,tt1243957
1690,"Mar 19, 2010","Mar 19, 2010",The Bounty Hunter,Sony Pictures,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,45000000.0,3074.0,3118.0,19156.0,20686423.0,67061228.0,77855622.0,68747609.0,135808837.0,tt1038919
1691,"Apr 2, 2010","Apr 2, 2010",Why Did I Get Married Too?,Lionsgate,Drama,Based on Play,Live Action,Contemporary Fiction,20000000.0,2155.0,2155.0,9247.0,29289537.0,60095852.0,69769073.0,735215.0,60831067.0,tt1391137
1692,"Sep 17, 2010","Sep 17, 2010",Easy A,Sony Pictures,Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,8000000.0,2856.0,2974.0,18355.0,17734040.0,58401464.0,67801954.0,17799257.0,76200721.0,tt1282140
1693,"Aug 27, 2010","Aug 27, 2010",Takers,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,32000000.0,2206.0,2206.0,12228.0,20512304.0,57744720.0,67039494.0,12842548.0,70587268.0,tt1135084
1694,"Oct 8, 2010","Oct 8, 2010",Life as We Know It,Warner Bros.,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,38000000.0,3150.0,3150.0,17480.0,14506464.0,53374681.0,61963177.0,52513156.0,105887837.0,tt1055292
1695,"Sep 24, 2010","Sep 24, 2010",Wall Street: Money Never Sleeps,20th Century Fox,Drama,Original Screenplay,Live Action,Contemporary Fiction,70000000.0,3565.0,3597.0,15212.0,19011188.0,52474616.0,60921099.0,84957003.0,137431619.0,tt1027718
1696,"Jun 4, 2010","Jun 4, 2010",Killers,Lionsgate,Action,Original Screenplay,Live Action,Contemporary Fiction,75000000.0,2859.0,2859.0,12563.0,15837266.0,47059963.0,54634884.0,48512786.0,95572749.0,tt1103153
1697,"Aug 6, 2010","Aug 6, 2010",Step Up 3D,Walt Disney,Drama,Original Screenplay,Live Action,Contemporary Fiction,30000000.0,2435.0,2439.0,8505.0,15812311.0,42400223.0,49225098.0,123488894.0,165889117.0,tt1193631
1698,"Aug 27, 2010","Aug 27, 2010",The Last Exorcism,Lionsgate,Horror,Original Screenplay,Live Action,Contemporary Fiction,1800000.0,2874.0,2874.0,11506.0,20366613.0,41034350.0,47639365.0,29131550.0,70165900.0,tt1320244
1699,"Nov 24, 2010","Nov 24, 2010",Burlesque,Sony Pictures,Musical,Original Screenplay,Live Action,Contemporary Fiction,55000000.0,3037.0,3037.0,12355.0,11947744.0,39440655.0,45779152.0,51112020.0,90552675.0,tt1126591
1700,"Apr 23, 2010","Apr 23, 2010",The Back-up Plan,CBS Films,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,35000000.0,3280.0,3280.0,14291.0,12201710.0,37490007.0,43524519.0,37791172.0,75281179.0,tt1212436
1701,"Aug 18, 2010","Aug 18, 2010",Vampires Suck,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,20000000.0,3233.0,3233.0,12608.0,12202831.0,36661504.0,42562654.0,44763484.0,81424988.0,tt1666186
1702,"Sep 17, 2010","Sep 17, 2010",Devil,Universal,Horror,Original Screenplay,Live Action,Fantasy,10000000.0,2809.0,2811.0,12026.0,12289375.0,33679655.0,39100843.0,29674459.0,63354114.0,tt1314655
1703,"Aug 13, 2010","Aug 13, 2010",Scott Pilgrim vs. The World,Universal,Comedy,Based on Comic/Graphic Novel,Live Action,Contemporary Fiction,85000000.0,2818.0,2820.0,9999.0,10609795.0,32841100.0,37929352.0,16445448.0,49286548.0,tt0446029
1704,"Oct 15, 2010","Oct 15, 2010",Hereafter,Warner Bros.,Drama,Original Screenplay,Live Action,Contemporary Fiction,50000000.0,6.0,2424.0,9994.0,220322.0,32746941.0,38017792.0,75913329.0,108660270.0,tt1212419
1705,"Jul 30, 2010","Jul 30, 2010",Charlie St. Cloud,Universal,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,44000000.0,2718.0,2725.0,8916.0,12381585.0,31206263.0,36229321.0,17271821.0,48478084.0,tt1438254
1706,"Nov 10, 2010","Nov 10, 2010",Morning Glory,Paramount Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,40000000.0,2518.0,2544.0,11590.0,9203266.0,31011732.0,36002006.0,28783338.0,59795070.0,tt1126618
1707,"Dec 17, 2010","Dec 17, 2010",How Do You Know?,Sony Pictures,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,120000000.0,2483.0,2483.0,10227.0,7484696.0,30212620.0,35045455.0,19415557.0,49628177.0,N/A
1708,"Aug 20, 2010","Aug 20, 2010",The Switch,Miramax,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,19000000.0,2012.0,2017.0,9862.0,8436713.0,27758465.0,32226556.0,22100000.0,49858465.0,tt0889573
1709,"Aug 20, 2010","Aug 20, 2010",Lottery Ticket,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,17000000.0,1973.0,1973.0,8004.0,10652297.0,24719879.0,28698875.0,0.0,24719879.0,tt0979434
1710,"Apr 23, 2010","Apr 23, 2010",The Losers,Warner Bros.,Action,Based on Comic/Graphic Novel,Live Action,Contemporary Fiction,25000000.0,2936.0,2936.0,9655.0,9406348.0,23591432.0,27388785.0,6272408.0,29863840.0,tt0480255
1711,"Nov 12, 2010","Nov 12, 2010",Skyline,Universal,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,10000000.0,2880.0,2883.0,7930.0,11692415.0,21416355.0,24863602.0,46848618.0,68264973.0,tt1564585
1712,"Nov 19, 2010","Nov 19, 2010",The Next Three Days,Lionsgate,Thriller/Suspense,Remake,Live Action,Contemporary Fiction,30000000.0,2564.0,2564.0,9343.0,6542779.0,21148651.0,24552684.0,46107265.0,67255916.0,tt1458175
1713,"Mar 12, 2010","Mar 12, 2010",Our Family Wedding,Fox Searchlight,Comedy,Original Screenplay,Live Action,Contemporary Fiction,14000000.0,1605.0,1609.0,6216.0,7629862.0,20255281.0,23515634.0,1155265.0,21410546.0,tt1305583
1714,"Dec 22, 2010","Dec 22, 2010",Country Strong,Sony Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,15000000.0,2.0,1441.0,6856.0,30452.0,20218921.0,23355710.0,383066.0,20601987.0,tt1555064
1715,"Mar 12, 2010","Mar 12, 2010",Remember Me,Summit Entertainment,Drama,Original Screenplay,Live Action,Contemporary Fiction,16000000.0,2212.0,2215.0,8161.0,8089139.0,19068240.0,22137522.0,37437880.0,56506120.0,tt11404674
1716,"Feb 19, 2010","Feb 19, 2010",The Ghost Writer,Summit Entertainment,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,45000000.0,4.0,819.0,5273.0,183009.0,15541549.0,18043166.0,49990942.0,65532491.0,tt1139328
1717,"Jun 18, 2010","Jun 18, 2010",Jonah Hex,Warner Bros.,Action,Based on Comic/Graphic Novel,Live Action,Historical Fiction,47000000.0,2825.0,2825.0,6395.0,5379365.0,10547117.0,12244813.0,475579.0,11022696.0,tt1075747
1718,"Jul 30, 2010","Jul 30, 2010",Get Low,Sony Pictures Classics,,,,,7000000.0,4.0,570.0,3598.0,88182.0,9176933.0,10653685.0,1651372.0,10828305.0,N/A
1719,"Mar 19, 2010","Mar 19, 2010",City Island,Anchor Bay Entertainment,Comedy,Original Screenplay,Live Action,Contemporary Fiction,6000000.0,2.0,269.0,2263.0,32001.0,6671283.0,7745110.0,1502203.0,8173486.0,N/A
1720,"Oct 8, 2010","Oct 8, 2010",It's Kind of a Funny Story,Focus Features,Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,8000000.0,742.0,757.0,2850.0,2013406.0,6363628.0,7387934.0,269322.0,6632950.0,tt0804497
1721,"Oct 8, 2010","Oct 8, 2010",Inside Job,Sony Pictures Classics,Documentary,Based on Real Life Events,Live Action,Factual,2000000.0,2.0,250.0,1830.0,39649.0,4311834.0,5000829.0,3487423.0,7799257.0,tt1645089
1722,"Feb 12, 2010","Feb 12, 2010",My Name is Khan,Fox Searchlight,Drama,Original Screenplay,Live Action,Contemporary Fiction,8470000.0,120.0,125.0,594.0,1944027.0,4046336.0,4697651.0,38309190.0,42355526.0,tt1188996
1723,"Jan 22, 2010","Jan 22, 2010",To Save a Life,Samuel Goldwyn Films,Drama,Original Screenplay,Live Action,Contemporary Fiction,500000.0,441.0,441.0,1686.0,1513955.0,3777210.0,4385194.0,47658.0,3824868.0,N/A
1724,"Dec 29, 2010","Dec 29, 2010",Another Year,Sony Pictures Classics,Drama,Original Screenplay,Live Action,Contemporary Fiction,8000000.0,6.0,236.0,1072.0,111869.0,3205706.0,3703892.0,16799907.0,20005613.0,tt1431181
1725,"Dec 17, 2010","Dec 17, 2010",Rabbit Hole,Lionsgate,Drama,Based on Play,Live Action,Contemporary Fiction,5000000.0,5.0,131.0,1048.0,53778.0,2229058.0,2577340.0,3975976.0,6205034.0,tt0935075
1726,"Jun 4, 2010","Jun 4, 2010",Ondine,Magnolia Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,12000000.0,5.0,39.0,245.0,27497.0,550472.0,639075.0,7073.0,557545.0,N/A
1727,"Apr 16, 2010","Apr 16, 2010",The City of Your Final Destination,Hyde Park Films,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,8300000.0,1.0,25.0,223.0,24401.0,493296.0,572692.0,860000.0,1353296.0,N/A
1728,"Feb 26, 2010","Feb 26, 2010",The Yellow Handkerchief,Samuel Goldwyn Films,Drama,Remake,Live Action,,15500000.0,7.0,29.0,125.0,37296.0,318623.0,369908.0,0.0,318623.0,N/A
1729,"Dec 10, 2010","Dec 10, 2010",The Tempest,Miramax,Drama,Based on Play,Live Action,Historical Fiction,20000000.0,5.0,21.0,82.0,42436.0,277943.0,322395.0,0.0,277943.0,tt1274300
1730,"Sep 10, 2010","Sep 10, 2010",Bran Nue Dae,Freestyle Releasing,Musical,Based on Musical or Opera,Live Action,Contemporary Fiction,6750000.0,16.0,55.0,101.0,23527.0,113568.0,131840.0,6698962.0,6812530.0,N/A
1731,"Feb 19, 2010","Feb 19, 2010",Blood Done Sign My Name,Paladin,Drama,Based on Real Life Events,Live Action,Dramatization,10000000.0,95.0,95.0,95.0,82739.0,109383.0,126985.0,0.0,109383.0,tt1210039
1732,"Oct 29, 2010","Oct 29, 2010",Wild Target,Freestyle Releasing,Comedy,Remake,Live Action,Contemporary Fiction,8000000.0,4.0,13.0,49.0,23174.0,109338.0,126930.0,5204856.0,5314194.0,tt1235189
1733,"Oct 1, 2010","Oct 1, 2010",Freakonomics,Magnolia Pictures,Documentary,Based on Factual Book/Article,Live Action,Factual,2900000.0,20.0,20.0,83.0,31893.0,101270.0,117569.0,71597.0,172867.0,tt1152822
1734,"May 14, 2010","May 14, 2010",The Living Wake,Mangusta Productions,,,,,500000.0,1.0,1.0,4.0,3821.0,12232.0,14198.0,0.0,12232.0,N/A
