,Released,ReleasedWorldwide,Title,TheatricalDistributor,Genre,Source,ProductionMethod,CreativeType,ProductionBudget,Opening WeekendTheaters,MaximumTheaters,TheatricalEngagements,Opening WeekendRevenue,DomesticBox Office,Infl. Adj. Dom.Box Office,InternationalBox Office,WorldwideBox Office,tconst
2452,"Apr 2, 2021","Apr 2, 2021",The Unholy,Sony Pictures,Horror,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,10000000.0,1850.0,2057.0,12519.0,3153456.0,15530440.0,15530440.0,15299045.0,30829485.0,tt9419056
2453,"Mar 5, 2021","Feb 3, 2021",Chaos Walking,Lionsgate,Action,Based on Fiction Book/Short Story,Live Action,Science Fiction,100000000.0,1980.0,2132.0,14276.0,3775350.0,13287908.0,13287908.0,12384355.0,25672263.0,tt2076822
2454,"Apr 9, 2021","Apr 8, 2021",Voyagers,Lionsgate,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,29000000.0,1972.0,1996.0,6946.0,1379988.0,3149935.0,3149935.0,976119.0,4126054.0,tt9664108
2455,"Nov 19, 2021","Nov 18, 2021",Top Gun: Maverick,Paramount Pictures,Action,Original Screenplay,Live Action,Contemporary Fiction,140000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A
2456,"Oct 8, 2021","Sep 30, 2021",No Time to Die,United Artists,Action,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,250000000.0,0.0,0.0,0.0,0.0,0.0,0.0,457.0,457.0,N/A
2457,"Aug 20, 2021","Aug 18, 2021",Reminiscence,Warner Bros.,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,67972729.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A
2458,"Oct 22, 2021","Sep 9, 2021",Dune,Warner Bros.,Action,Based on Fiction Book/Short Story,Live Action,Science Fiction,165000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A
2459,"Nov 26, 2010","Nov 26, 2010",The King's Speech,Weinstein Co.,Drama,Original Screenplay,Live Action,Dramatization,15000000.0,4.0,2584.0,26313.0,355450.0,138797449.0,160460218.0,292023719.0,430821168.0,tt1504320
2460,"Oct 15, 2010","Oct 15, 2010",Jackass 3D,Paramount Pictures,Documentary,Based on TV,Live Action,Factual,20000000.0,3081.0,3139.0,14677.0,50353641.0,117229692.0,136098657.0,54456101.0,171685793.0,tt1116184
2461,"Dec 3, 2010","Dec 3, 2010",Black Swan,Fox Searchlight,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,13000000.0,18.0,2407.0,18797.0,1443809.0,106954678.0,123824083.0,224312032.0,331266710.0,tt0947798
2462,"Dec 10, 2010","Dec 10, 2010",The Fighter,Paramount Pictures,Drama,Based on Real Life Events,Live Action,Dramatization,11000000.0,4.0,2534.0,22354.0,300010.0,93617009.0,108409333.0,35645379.0,129262388.0,tt0964517
2463,"Oct 20, 2010","Oct 20, 2010",Paranormal Activity 2,Paramount Pictures,Horror,Original Screenplay,Live Action,Contemporary Fiction,3000000.0,3216.0,3239.0,14325.0,40678424.0,84752907.0,98394467.0,92759125.0,177512032.0,tt1536044
2464,"Apr 16, 2010","Apr 16, 2010",Kick-Ass,Lionsgate,Black Comedy,Based on Comic/Graphic Novel,Live Action,Contemporary Fiction,28000000.0,3065.0,3065.0,12066.0,19828687.0,48071303.0,55809013.0,49459831.0,97531134.0,tt1250777
2465,"Oct 29, 2010","Oct 29, 2010",Saw: The Final Chapter,Lionsgate,Horror,Original Screenplay,Live Action,Contemporary Fiction,17000000.0,2808.0,2808.0,8543.0,24230123.0,45710178.0,53067828.0,88025106.0,133735284.0,tt1477076
2466,"Apr 16, 2010","Apr 16, 2010",Death at a Funeral,Sony Pictures,Black Comedy,Remake,Live Action,Contemporary Fiction,21000000.0,2459.0,2459.0,11386.0,16217540.0,42739347.0,49618813.0,6237886.0,48977233.0,tt1321509
2467,"Jan 22, 2010","Jan 22, 2010",Legion,Sony Pictures,Horror,Original Screenplay,Live Action,Fantasy,26000000.0,2476.0,2476.0,10324.0,17501625.0,40168080.0,46633661.0,27479494.0,67647574.0,tt1038686
2468,"Feb 26, 2010","Feb 26, 2010",The Crazies,Overture Films,Horror,Remake,Live Action,Contemporary Fiction,19000000.0,2477.0,2479.0,11004.0,16067552.0,39123589.0,45421051.0,17321945.0,56445534.0,tt0455407
2469,"Nov 5, 2010","Nov 5, 2010",For Colored Girls,Lionsgate,Drama,Based on Play,Live Action,Contemporary Fiction,21000000.0,2127.0,2127.0,7081.0,19497324.0,37729698.0,43802470.0,288175.0,38017873.0,tt1405500
2470,"Sep 1, 2010","Sep 1, 2010",The American,Focus Features,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,20000000.0,2823.0,2833.0,10238.0,13177790.0,35606376.0,41337688.0,32344347.0,67950723.0,tt1440728
2471,"Nov 24, 2010","Nov 24, 2010",Love & Other Drugs,20th Century Fox,Drama,Based on Factual Book/Article,Live Action,Contemporary Fiction,30000000.0,2455.0,2458.0,9374.0,9739161.0,32367005.0,37570464.0,70349316.0,102716321.0,tt0758752
2472,"Mar 12, 2010","Mar 12, 2010",She's Out of My League,Paramount Pictures,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,20000000.0,2956.0,2958.0,11797.0,9775278.0,32010860.0,37163430.0,16670117.0,48680977.0,tt0815236
2473,"Jan 8, 2010","Jan 8, 2010",Daybreakers,Lionsgate,Horror,Original Screenplay,Live Action,Science Fiction,20000000.0,2523.0,2523.0,7632.0,15146692.0,30101577.0,34946820.0,21343926.0,51445503.0,N/A
2474,"Mar 5, 2010","Mar 5, 2010",Brooklyn's Finest,Overture Films,Thriller/Suspense,Remake,Live Action,Contemporary Fiction,17000000.0,1936.0,1939.0,6789.0,13350299.0,27163593.0,31535929.0,12069640.0,39233233.0,N/A
2475,"Sep 3, 2010","Sep 3, 2010",Machete,20th Century Fox,Action,Original Screenplay,Live Action,Contemporary Fiction,12500000.0,2670.0,2678.0,8468.0,11416164.0,26593646.0,30874247.0,19777324.0,46370970.0,tt0985694
2476,"Aug 20, 2010","Aug 20, 2010",Piranha 3D,Weinstein/Dimension,Horror,Remake,Live Action,Science Fiction,24000000.0,2470.0,2491.0,8117.0,10106872.0,25003155.0,29027738.0,58657005.0,83660160.0,tt0464154
2477,"Nov 24, 2010","Nov 24, 2010",Faster,CBS Films,Action,Original Screenplay,Live Action,Contemporary Fiction,24000000.0,2454.0,2470.0,8395.0,8523153.0,23240020.0,26978554.0,12552925.0,35792945.0,tt1433108
2478,"Jul 9, 2010","Jul 9, 2010",The Kids Are All Right,Focus Features,Comedy,Original Screenplay,Live Action,Contemporary Fiction,4000000.0,7.0,994.0,4519.0,491971.0,20811365.0,24161222.0,15464104.0,36275469.0,tt0842926
2479,"Nov 5, 2010","Nov 5, 2010",127 Hours,Fox Searchlight,Drama,Based on Real Life Events,Live Action,Dramatization,18000000.0,4.0,916.0,4992.0,264851.0,18335230.0,21240263.0,41881941.0,60217171.0,tt1542344
2480,"Jun 4, 2010","Jun 4, 2010",Splice,Warner Bros.,Horror,Original Screenplay,Animation/Live Action,Science Fiction,30000000.0,2450.0,2450.0,6698.0,7385277.0,17010170.0,19748181.0,11532324.0,28542494.0,N/A
2481,"Jan 8, 2010","Jan 8, 2010",Youth in Revolt,Weinstein/Dimension,Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,18000000.0,1873.0,1873.0,5055.0,6888334.0,15285588.0,17745998.0,4400000.0,19685588.0,N/A
2482,"Oct 8, 2010","Oct 8, 2010",My Soul to Take,Universal,Horror,Original Screenplay,Live Action,Contemporary Fiction,25000000.0,2572.0,2572.0,7503.0,6842220.0,14744435.0,17117750.0,1983035.0,16727470.0,tt0872230
2483,"Oct 1, 2010","Oct 1, 2010",Case 39,Paramount Vantage,Horror,Original Screenplay,Live Action,Fantasy,27000000.0,2211.0,2212.0,7219.0,5350570.0,13261851.0,15396522.0,15511976.0,28773827.0,N/A
2484,"Oct 1, 2010","Oct 1, 2010",Let Me In,Overture Films,Thriller/Suspense,Remake,Live Action,Fantasy,20000000.0,2021.0,2042.0,6530.0,5147479.0,12134935.0,14088217.0,16135464.0,28270399.0,tt1228987
2485,"Dec 29, 2010","Dec 29, 2010",Blue Valentine,Weinstein Co.,Drama,Original Screenplay,Live Action,Contemporary Fiction,1000000.0,4.0,450.0,2492.0,193728.0,9737892.0,11250010.0,6828348.0,16566240.0,tt1120985
2486,"May 21, 2010","May 21, 2010",MacGruber,Universal,Comedy,Based on TV,Live Action,,10000000.0,2551.0,2551.0,5274.0,4043495.0,8525600.0,9897911.0,104295.0,8629895.0,N/A
2487,"Jun 18, 2010","Jun 18, 2010",Cyrus,Fox Searchlight,Comedy,Original Screenplay,Live Action,Contemporary Fiction,7000000.0,4.0,454.0,1820.0,181716.0,7468936.0,8671158.0,2593960.0,10062896.0,tt1327709
2488,"Sep 17, 2010","Sep 17, 2010",Incendies,,Drama,Based on Play,Live Action,Contemporary Fiction,6800000.0,0.0,90.0,737.0,0.0,6857096.0,7920679.0,9181247.0,16038343.0,N/A
2489,"Oct 15, 2010","Oct 15, 2010",Conviction,Fox Searchlight,Drama,Based on Real Life Events,Live Action,Dramatization,12500000.0,11.0,672.0,2302.0,102351.0,6797696.0,7891871.0,5029284.0,11826980.0,tt11109600
2490,"Jan 15, 2010","Jan 15, 2010",The Last Station,Sony Pictures Classics,Drama,Based on Fiction Book/Short Story,Live Action,Dramatization,18000000.0,3.0,354.0,2095.0,73723.0,6617867.0,7683097.0,9078279.0,15696146.0,tt2627798
2491,"Jun 11, 2010","Jun 11, 2010",Winter's Bone,Roadside Attractions,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,2000000.0,4.0,141.0,2125.0,84797.0,6531503.0,7581146.0,9600048.0,16131551.0,tt1399683
2492,"Apr 16, 2010","Apr 16, 2010",El secreto de sus ojos,Sony Pictures Classics,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Historical Fiction,3500000.0,10.0,166.0,1741.0,167866.0,6391436.0,7420214.0,34136283.0,40527719.0,N/A
2493,"Jun 18, 2010","Jun 18, 2010",Io sono l'amore,Magnolia Pictures,Drama,Original Screenplay,Live Action,Historical Fiction,10000000.0,8.0,166.0,1228.0,121504.0,5005465.0,5811159.0,10116063.0,15121528.0,N/A
2494,"May 21, 2010","May 21, 2010",Solitary Man,Anchor Bay Entertainment,Drama,Original Screenplay,Live Action,Contemporary Fiction,12500000.0,4.0,177.0,1193.0,94936.0,4360548.0,5062430.0,0.0,4360548.0,N/A
2495,"Apr 30, 2010","Apr 30, 2010",Please Give,Sony Pictures Classics,Black Comedy,Original Screenplay,Live Action,Contemporary Fiction,3000000.0,5.0,272.0,1399.0,118123.0,4033574.0,4682830.0,533088.0,4566662.0,tt0878835
2496,"Mar 19, 2010","Mar 19, 2010",The Runaways,Apparition,Drama,Based on Real Life Events,Live Action,Dramatization,9500000.0,244.0,244.0,1459.0,805115.0,3573673.0,4148903.0,1704959.0,5278632.0,tt1017451
2497,"Sep 22, 2010","Sep 22, 2010",You Will Meet a Tall Dark Stranger,Sony Pictures Classics,Drama,Original Screenplay,Live Action,Contemporary Fiction,15000000.0,6.0,402.0,1378.0,160103.0,3247816.0,3770476.0,35287932.0,38535748.0,tt1182350
2498,"Mar 26, 2010","Mar 26, 2010",Chloe,Sony Pictures Classics,Thriller/Suspense,Remake,Live Action,Contemporary Fiction,13000000.0,350.0,350.0,1407.0,900688.0,3075255.0,3570257.0,10101357.0,13176612.0,tt1833881
2499,"Oct 15, 2010","Oct 15, 2010",N-Secure,Freestyle Releasing,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,1600000.0,486.0,486.0,1423.0,1166406.0,2595644.0,3013438.0,0.0,2595644.0,tt1289419
2500,"Sep 15, 2010","Sep 15, 2010",Never Let Me Go,Fox Searchlight,Drama,Based on Fiction Book/Short Story,Live Action,Science Fiction,15000000.0,4.0,232.0,925.0,111734.0,2434652.0,2826538.0,8739066.0,11173718.0,tt1334260
2501,"Feb 26, 2010","Feb 26, 2010",Un Prophete,Sony Pictures Classics,Drama,Original Screenplay,Live Action,Contemporary Fiction,13000000.0,9.0,83.0,729.0,163773.0,2087720.0,2423763.0,17822904.0,19910624.0,N/A
2502,"Dec 17, 2010","Dec 17, 2010",Casino Jack,Samuel Goldwyn Films,Thriller/Suspense,Based on Real Life Events,Live Action,Historical Fiction,12500000.0,7.0,60.0,414.0,34528.0,2039869.0,2363463.0,232317.0,2272186.0,tt1194417
2503,"Dec 3, 2010","Dec 3, 2010","I Love You, Phillip Morris",Roadside Attractions,Comedy,Based on Real Life Events,Live Action,Contemporary Fiction,13000000.0,7.0,100.0,697.0,112712.0,2037459.0,2360074.0,20976568.0,23014027.0,N/A
2504,"Apr 30, 2010","Apr 30, 2010",Harry Brown,Samuel Goldwyn Films,Thriller/Suspense,,Live Action,,7300000.0,19.0,67.0,600.0,173353.0,1818681.0,2111417.0,10204925.0,12023606.0,N/A
2505,"Oct 8, 2010","Oct 8, 2010",Stone,Overture Films,Drama,Original Screenplay,Live Action,Contemporary Fiction,22000000.0,6.0,125.0,690.0,75766.0,1810078.0,2101432.0,2254942.0,4065020.0,tt1423995
2506,"Dec 22, 2010","Dec 22, 2010",Somewhere,Focus Features,Drama,Original Screenplay,Live Action,Contemporary Fiction,7000000.0,7.0,83.0,362.0,119086.0,1785645.0,2065131.0,15237476.0,17023121.0,tt1421051
2507,"Apr 16, 2010","Apr 16, 2010",The Joneses,Roadside Attractions,,,,,10000000.0,193.0,217.0,720.0,507082.0,1475746.0,1713286.0,2065819.0,3541565.0,N/A
2508,"Oct 8, 2010","Oct 8, 2010",Nowhere Boy,Weinstein Co.,Drama,Based on Real Life Events,Live Action,Dramatization,1900000.0,4.0,215.0,996.0,52749.0,1445366.0,1678011.0,6339863.0,7785229.0,N/A
2509,"May 7, 2010","May 7, 2010",Mother and Child,Sony Pictures Classics,Drama,Original Screenplay,Live Action,Contemporary Fiction,7000000.0,4.0,119.0,636.0,43040.0,1110509.0,1289252.0,5426670.0,6537179.0,N/A
2510,"Nov 19, 2010","Nov 19, 2010",Made in Dagenham,Sony Pictures Classics,Drama,Based on Real Life Events,Live Action,Dramatization,8000000.0,3.0,89.0,585.0,37563.0,1095369.0,1268147.0,14548827.0,15644196.0,tt1371155
2511,"Sep 24, 2010","Sep 24, 2010",Buried,Lionsgate,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,1987650.0,11.0,107.0,480.0,100268.0,1044143.0,1212207.0,20226147.0,21270290.0,tt1462758
2512,"Aug 13, 2010","Aug 13, 2010",Animal Kingdom,Sony Pictures Classics,Drama,Original Screenplay,Live Action,Contemporary Fiction,4200000.0,7.0,61.0,475.0,61968.0,1044039.0,1211923.0,7034644.0,8078683.0,tt1313092
2513,"Aug 6, 2010","Aug 6, 2010",Middle Men,Paramount Vantage,Comedy,Original Screenplay,Live Action,Historical Fiction,20000000.0,252.0,252.0,520.0,325641.0,754301.0,875714.0,0.0,754301.0,tt1664697
2514,"Sep 24, 2010","Sep 24, 2010",The Virginity Hit,Sony Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,2000000.0,700.0,700.0,1134.0,301885.0,636706.0,739194.0,0.0,636706.0,tt1695994
2515,"Dec 3, 2010","Dec 3, 2010",All Good Things,Magnolia Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,20000000.0,2.0,35.0,268.0,37172.0,582024.0,674185.0,291593.0,873617.0,tt1175709
2516,"Jul 30, 2010","Jul 30, 2010",The Extra Man,Magnolia Pictures,Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,7000000.0,2.0,33.0,196.0,18861.0,453377.0,526352.0,38731.0,492108.0,tt1361313
2517,"Apr 9, 2010","Apr 9, 2010",The Square,Apparition,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,1900000.0,2.0,24.0,180.0,17092.0,406216.0,471593.0,334716.0,740932.0,tt2486682
2518,"Nov 5, 2010","Nov 5, 2010",Four Lions,Drafthouse Films,Black Comedy,Original Screenplay,Live Action,Contemporary Fiction,3750000.0,8.0,18.0,162.0,41512.0,310007.0,359493.0,8297686.0,8607693.0,tt1341167
2519,"Jul 23, 2010","Jul 23, 2010",Life During Wartime,IFC Films,Black Comedy,,Live Action,,4500000.0,1.0,20.0,112.0,30507.0,281447.0,326746.0,0.0,281447.0,N/A
2520,"Oct 29, 2010","Oct 29, 2010",Monsters,Magnet Pictures,Drama,Original Screenplay,Live Action,Science Fiction,500000.0,3.0,25.0,108.0,20508.0,237301.0,275496.0,5402429.0,5639730.0,tt12374424
2521,"Jun 18, 2010","Jun 18, 2010",The Killer Inside Me,IFC Films,Drama,,Live Action,,13000000.0,1.0,17.0,81.0,11083.0,217277.0,252248.0,5236092.0,5453369.0,N/A
2522,"Oct 1, 2010","Oct 1, 2010",Chain Letter,New Films Cinema,Horror,Original Screenplay,Live Action,Contemporary Fiction,3000000.0,406.0,406.0,406.0,138788.0,205842.0,238966.0,816611.0,1022453.0,tt1148200
2523,"Sep 3, 2010","Sep 3, 2010",San qiang pai an jing qi,Sony Pictures Classics,Drama,Remake,Live Action,Contemporary Fiction,12000000.0,5.0,43.0,174.0,27330.0,190946.0,221681.0,120000.0,310946.0,N/A
2524,"Aug 6, 2010","Aug 6, 2010",The Disappearance of Alice Creed,Anchor Bay Entertainment,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,1500000.0,10.0,12.0,61.0,40258.0,166980.0,193853.0,1438159.0,1605139.0,N/A
2525,"Oct 29, 2010","Oct 29, 2010",Welcome to the Rileys,Samuel Goldwyn Films,Drama,Original Screenplay,Live Action,Contemporary Fiction,10000000.0,10.0,11.0,52.0,42145.0,152857.0,177457.0,203062.0,355919.0,tt1183923
2526,"Jun 30, 2010","Jun 30, 2010",Love Ranch,,Drama,Based on Real Life Events,Live Action,Dramatization,25000000.0,11.0,11.0,32.0,44220.0,137885.0,160071.0,8264.0,146149.0,N/A
2527,"Mar 26, 2010","Mar 26, 2010",The Eclipse,Magnolia Pictures,,,,,3000000.0,6.0,12.0,90.0,13207.0,133411.0,154877.0,0.0,133411.0,N/A
2528,"Apr 2, 2010","Apr 2, 2010",Tau ming chong,,Action,Remake,Live Action,Historical Fiction,4000000.0,3.0,12.0,50.0,10073.0,129078.0,149848.0,38770714.0,38899792.0,N/A
2529,"Apr 23, 2010","Apr 23, 2010",Joheunnom nabbeunnom isanghannom,,Action,Original Screenplay,Live Action,Historical Fiction,10000000.0,1.0,15.0,79.0,4775.0,128486.0,149161.0,42098171.0,42226657.0,N/A
2530,"Aug 27, 2010","Aug 27, 2010",Centurion,Magnolia Pictures,Action,Original Screenplay,Live Action,Historical Fiction,15000000.0,12.0,19.0,44.0,42826.0,123570.0,143455.0,7761478.0,7885048.0,tt1020558
2531,"Apr 2, 2010","Apr 2, 2010",The Greatest,Paladin,Drama,,Live Action,,6000000.0,8.0,19.0,39.0,33616.0,115862.0,134505.0,1934.0,117796.0,N/A
2532,"Apr 9, 2010","Apr 9, 2010",After.Life,Anchor Bay Entertainment,Horror,Original Screenplay,Live Action,Contemporary Fiction,4500000.0,41.0,41.0,62.0,59946.0,108596.0,126069.0,2373329.0,2481925.0,N/A
2533,"Jan 29, 2010","Jan 29, 2010",Saint John of Las Vegas,IndieVest Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,2000000.0,2.0,14.0,34.0,21666.0,102645.0,119162.0,0.0,102645.0,N/A
2534,"May 28, 2010","May 28, 2010",George A. Romero's Survival of the Dead,Magnolia Pictures,Horror,,Live Action,,4200000.0,20.0,20.0,61.0,43757.0,101740.0,118109.0,0.0,101740.0,N/A
2535,"Feb 19, 2010","Feb 19, 2010",The Good Guy,Roadside Attractions,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,10000000.0,9.0,9.0,29.0,34712.0,100688.0,116891.0,5772.0,106460.0,N/A
2536,"Oct 8, 2010","Oct 8, 2010",I Spit on Your Grave,Anchor Bay Entertainment,Horror,Remake,Live Action,Contemporary Fiction,1750000.0,12.0,12.0,38.0,32440.0,93051.0,108024.0,1185420.0,1278471.0,tt1242432
2537,"Apr 2, 2010","Apr 2, 2010",Leaves of Grass,Telepathic Studios,Black Comedy,Original Screenplay,Live Action,Contemporary Fiction,9000000.0,0.0,6.0,18.0,0.0,70066.0,81341.0,15461.0,85527.0,N/A
2538,"Mar 26, 2010","Mar 26, 2010",Ca$h,Roadside Attractions,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,7000000.0,27.0,43.0,76.0,16469.0,46488.0,53971.0,0.0,46488.0,tt1106860
2539,"Feb 19, 2010","Feb 19, 2010",Defendor,,Drama,,,,3750000.0,0.0,4.0,4.0,0.0,44462.0,51617.0,0.0,44462.0,N/A
2540,"Jul 9, 2010","Jul 9, 2010",[Rec] 2,Magnolia Pictures,,,,,5600000.0,5.0,7.0,22.0,8191.0,27766.0,32234.0,18500000.0,18527766.0,N/A
2541,"Apr 30, 2010","Apr 30, 2010",The Good Heart,Magnolia Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,3800000.0,5.0,6.0,19.0,5955.0,20930.0,24292.0,320000.0,340930.0,N/A
2542,"Apr 2, 2010","Apr 2, 2010",Don McKay,,,,,,6000000.0,7.0,7.0,8.0,8919.0,13722.0,15929.0,0.0,13722.0,N/A
2543,"Jun 11, 2010","Jun 11, 2010",Jerusalema,Anchor Bay Entertainment,Action,Original Screenplay,Live Action,Historical Fiction,2000000.0,4.0,4.0,4.0,4958.0,7294.0,8464.0,3385.0,10679.0,N/A
2544,"Aug 6, 2010","Aug 6, 2010",The Oxford Murders,Magnolia Pictures,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,10000000.0,1.0,2.0,3.0,1191.0,4803.0,5569.0,17699328.0,17704131.0,N/A
2545,"Dec 31, 2010","Dec 31, 2010",Drones,,Comedy,Original Screenplay,Live Action,Fantasy,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A
2546,"Dec 31, 2010","Dec 31, 2010",Anderson's Cross,,Comedy,Original Screenplay,Live Action,Contemporary Fiction,300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A
2547,"Dec 31, 2010","Dec 31, 2010",Psych 9,,Horror,Original Screenplay,Live Action,Contemporary Fiction,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A
2548,"Oct 1, 2010","Oct 1, 2010",Barry Munday,Magnolia Pictures,Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A
2549,"Dec 31, 2010","Dec 31, 2010",The Reef,,Thriller/Suspense,Based on Real Life Events,Live Action,Dramatization,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,15037867.0,15037867.0,N/A
2550,"Jan 29, 2010","Jan 29, 2010",Zombies of Mass Destruction,After Dark,Comedy,,Live Action,,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A
2551,"May 11, 2010","May 11, 2010",Haeundae,,Action,,,,16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,64733391.0,64733391.0,N/A
2552,"Feb 9, 2010","Feb 9, 2010",Icarus,Cinetel,Action,Original Screenplay,Live Action,Contemporary Fiction,6000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A
2553,"Apr 13, 2010","Apr 13, 2010",Three Kingdoms,,Action,Based on Fiction Book/Short Story,Live Action,Historical Fiction,20000000.0,0.0,0.0,0.0,0.0,0.0,0.0,22139590.0,22139590.0,N/A
2554,"Feb 10, 2010","Feb 10, 2010",Triangle,,,,,,12000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1594955.0,1594955.0,N/A
2555,"Dec 31, 2010","Dec 31, 2010",The Dead Undead,,Horror,Original Screenplay,Live Action,Fantasy,1100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A
2556,"Feb 5, 2010","Feb 5, 2010",San suk si gin,Barking Cow Distribution,Drama,,Live Action,Contemporary Fiction,15000000.0,0.0,0.0,0.0,0.0,0.0,0.0,2013340.0,2013340.0,N/A
2557,"Jun 8, 2010","Jun 8, 2010",The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,,Comedy,Based on Movie,Live Action,Contemporary Fiction,1300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A
2558,"Feb 19, 2010","Feb 19, 2010",Shutter Island,Paramount Pictures,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Historical Fiction,80000000.0,2991.0,3356.0,21948.0,41062440.0,128012934.0,148618307.0,171448848.0,299461782.0,tt1130884
2559,"Aug 13, 2010","Aug 13, 2010",The Expendables,Lionsgate,Action,Original Screenplay,Live Action,Contemporary Fiction,82000000.0,3270.0,3398.0,20041.0,34825135.0,103068524.0,119658765.0,165199650.0,268268174.0,tt1320253
2560,"Nov 5, 2010","Nov 5, 2010",Due Date,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,65000000.0,3355.0,3365.0,19769.0,32689406.0,100539043.0,116714476.0,111200000.0,211739043.0,tt1231583
2561,"May 27, 2010","May 27, 2010",Sex and the City 2,Warner Bros.,Comedy,Based on TV,Live Action,Contemporary Fiction,95000000.0,3445.0,3445.0,13221.0,31001870.0,95347692.0,110695165.0,199333086.0,294680778.0,tt1261945
2562,"Jan 15, 2010","Jan 15, 2010",The Book of Eli,Warner Bros.,Action,Original Screenplay,Live Action,Science Fiction,80000000.0,3111.0,3111.0,18124.0,32789494.0,94835059.0,110100021.0,63915758.0,158750817.0,tt1037705
2563,"Sep 17, 2010","Sep 17, 2010",The Town,Warner Bros.,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,37000000.0,2861.0,2935.0,19795.0,23808032.0,92186262.0,107024790.0,60380619.0,152566881.0,tt0840361
2564,"Apr 30, 2010","Apr 30, 2010",A Nightmare on Elm Street,Warner Bros.,Horror,Remake,Live Action,Contemporary Fiction,35000000.0,3332.0,3332.0,13737.0,32902299.0,63075011.0,73227770.0,54654610.0,117729621.0,tt1179056
2565,"Feb 12, 2010","Feb 12, 2010",The Wolfman,Universal,Horror,Remake,Live Action,Historical Fiction,150000000.0,3222.0,3223.0,12248.0,31479235.0,62189884.0,72200173.0,80444474.0,142634358.0,tt0780653
2566,"Jun 4, 2010","Jun 4, 2010",Get Him to the Greek,Universal,Comedy,Spin-Off,Live Action,Contemporary Fiction,40000000.0,2697.0,2702.0,12279.0,17570955.0,61153526.0,70996998.0,31841401.0,92994927.0,tt1226229
2567,"Sep 10, 2010","Sep 10, 2010",Resident Evil: Afterlife,Sony Pictures,Horror,Based on Game,Live Action,Science Fiction,57500000.0,3203.0,3209.0,12764.0,26650264.0,60128566.0,69807050.0,235745624.0,295874190.0,tt1220634
2568,"Jul 9, 2010","Jul 9, 2010",Predators,20th Century Fox,Action,Original Screenplay,Live Action,Science Fiction,40000000.0,2669.0,2669.0,9641.0,24760882.0,52000688.0,60370885.0,75233701.0,127234389.0,tt1424381
2569,"Mar 26, 2010","Mar 26, 2010",Hot Tub Time Machine,MGM,Comedy,Original Screenplay,Live Action,Science Fiction,36000000.0,2754.0,2771.0,15448.0,14020502.0,50269859.0,58361456.0,15697891.0,65967750.0,tt1231587
2570,"Feb 26, 2010","Feb 26, 2010",Cop Out,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,37000000.0,3150.0,3150.0,12495.0,18211126.0,44875481.0,52098782.0,11034429.0,55909910.0,tt1385867
