,Released,ReleasedWorldwide,Title,TheatricalDistributor,Genre,Source,ProductionMethod,CreativeType,ProductionBudget,Opening WeekendTheaters,MaximumTheaters,TheatricalEngagements,Opening WeekendRevenue,DomesticBox Office,Infl. Adj. Dom.Box Office,InternationalBox Office,WorldwideBox Office,tconst,Released_dt,year,franchise
1488,"Oct 30, 2015","Oct 30, 2015",Freaks of Nature,Sony Pictures,Black Comedy,Original Screenplay,Live Action,Fantasy,33000000,0,0,0,0,70958,70958,0,70958,tt1817771,2015-10-30 00:00:00,2015,0
1160,"Jul 22, 2011","Jul 22, 2011",Friends with Benefits,Sony Pictures,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,35000000,2926,2926,10542,18622150,55802754,64458160,90793137,146595891,tt1632708,2011-07-22 00:00:00,2011,0
1401,"Oct 17, 2014","Oct 17, 2014",Fury,Sony Pictures,Drama,Original Screenplay,Live Action,Historical Fiction,80000000,3173,3313,20336,23702421,85817906,96197056,124497775,210315681,tt2713180,2014-10-17 00:00:00,2014,0
477,"Feb 17, 2012","Feb 17, 2012",Ghost Rider: Spirit of Vengeance,Sony Pictures,Action,Original Screenplay,Live Action,Contemporary Fiction,57000000,3174,3174,13444,22115334,51774002,59579122,97443353,149217355,tt1071875,2012-02-17 00:00:00,2012,0
742,"Jul 15, 2016","Jul 13, 2016",Ghostbusters,Sony Pictures,Comedy,Remake,Animation/Live Action,Science Fiction,144000000,3963,3963,18792,46018755,128350574,135918059,100658084,229008658,tt1289401,2016-07-15 00:00:00,2016,1
172,"Oct 16, 2015","Oct 14, 2015",Goosebumps,Sony Pictures,Horror,Based on Fiction Book/Short Story,Animation/Live Action,Fantasy,58000000,3501,3618,20942,23618556,80069458,86977223,78823842,158893300,tt1051904,2015-10-16 00:00:00,2015,1
256,"Oct 12, 2018","Oct 10, 2018",Goosebumps 2: Haunted Halloween,Sony Pictures,Horror,Based on Fiction Book/Short Story,Animation/Live Action,Kids Fiction,35000000,3521,3723,16639,15802225,46697321,46953610,46594157,93291478,tt5664636,2018-10-12 00:00:00,2018,1
303,"Jun 25, 2010","Jun 25, 2010",Grown Ups,Sony Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,75000000,3534,3534,24038,40506564,162001186,188077425,110221814,272223000,tt1375670,2010-06-25 00:00:00,2010,1
530,"Jul 12, 2013","Jul 12, 2013",Grown Ups 2,Sony Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,80000000,3491,3491,20403,41508572,133668525,150603151,113355283,247023808,tt2191701,2013-07-12 00:00:00,2013,1
142,"Apr 16, 2014","Apr 16, 2014",Heaven Is for Real,Sony Pictures,Drama,Based on Factual Book/Article,Live Action,Dramatization,12000000,2417,3048,18618,22522221,91386097,102459803,9527459,100913556,tt1929263,2014-04-16 00:00:00,2014,0
105,"Oct 12, 2012","Oct 10, 2012",Here Comes the Boom,Sony Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,42000000,3014,3014,17264,11816596,45290318,52089375,27948940,73239258,tt1648179,2012-10-12 00:00:00,2012,0
921,"Dec 25, 2018","Dec 20, 2018",Holmes & Watson,Sony Pictures,Comedy,Based on Fiction Book/Short Story,Live Action,Historical Fiction,42000000,2776,2780,7036,7411522,30568743,30724133,11357862,41926605,tt1255919,2018-12-25 00:00:00,2018,0
472,"Aug 8, 2012","Aug 8, 2012",Hope Springs,Sony Pictures,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,30000000,2361,2441,16571,14650121,63536011,73114296,69549284,133085295,tt1535438,2012-08-08 00:00:00,2012,0
96,"Sep 28, 2012","Sep 27, 2012",Hotel Transylvania,Sony Pictures,Adventure,Original Screenplay,Digital Animation,Kids Fiction,85000000,3349,3384,26661,42522194,148313048,170620279,230346094,378659142,tt0837562,2012-09-28 00:00:00,2012,1
167,"Sep 25, 2015","Sep 23, 2015",Hotel Transylvania 2,Sony Pictures,Adventure,Original Screenplay,Digital Animation,Kids Fiction,80000000,3754,3768,28046,48464322,169700110,184361406,299800188,469500298,tt2510894,2015-09-25 00:00:00,2015,1
247,"Jul 13, 2018","Jun 22, 2018",Hotel Transylvania 3: Summer Vacation,Sony Pictures,Adventure,Original Screenplay,Digital Animation,Kids Fiction,65000000,4267,4267,27353,44076225,167500092,168419406,359603103,527103195,tt5220122,2018-07-13 00:00:00,2018,1
775,"Oct 28, 2016","Oct 5, 2016",Inferno,Sony Pictures,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,75000000,3576,3576,11459,14860425,34343574,36363844,185175793,219519367,tt14759664,2016-10-28 00:00:00,2016,0
40,"Nov 11, 2011","Nov 11, 2011",Jack and Jill,Sony Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,79000000,3438,3438,19915,25003575,74158157,85649902,76361060,150519217,tt0810913,2011-11-11 00:00:00,2011,0
945,"Dec 13, 2019","Dec 4, 2019",Jumanji: The Next Level,Sony Pictures,Adventure,Original Screenplay,Live Action,Science Fiction,125000000,4227,4227,41449,59251543,316831246,316831246,483297391,800128637,tt7975244,2019-12-13 00:00:00,2019,1
814,"Dec 20, 2017","Dec 20, 2017",Jumanji: Welcome to the Jungle,Sony Pictures,Adventure,Original Screenplay,Live Action,Science Fiction,90000000,3765,3849,43252,36169328,404508916,409381248,557104283,961613199,tt2283362,2017-12-20 00:00:00,2017,1
407,"May 6, 2011","May 6, 2011",Jumping the Broom,Sony Pictures,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,7000000,2035,2035,7763,15215487,37295394,43080176,863207,38158601,tt1640484,2011-05-06 00:00:00,2011,0
379,"Feb 11, 2011","Feb 11, 2011",Just Go with It,Sony Pictures,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,80000000,3548,3548,20711,30514732,103028109,119008506,111946844,214974953,tt1564367,2011-02-11 00:00:00,2011,0
997,"Jan 22, 2010","Jan 22, 2010",Legion,Sony Pictures,Horror,Original Screenplay,Live Action,Fantasy,26000000,2476,2476,10324,17501625,40168080,46633661,27479494,67647574,tt1038686,2010-01-22 00:00:00,2010,0
1601,"Mar 24, 2017","Mar 22, 2017",Life,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,58000000,3146,3146,10305,12501936,30234022,30874430,71581638,101815660,tt13310968,2017-03-24 00:00:00,2017,0
274,"Dec 25, 2019","Dec 25, 2019",Little Women,Sony Pictures,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,42000000,3308,3308,21532,16755310,108095955,108095955,110799479,218895434,tt14693788,2019-12-25 00:00:00,2019,0
1179,"Sep 28, 2012","Sep 27, 2012",Looper,Sony Pictures,Action,Original Screenplay,Live Action,Science Fiction,30000000,2992,2993,14582,20801552,66486205,76509248,103980200,170466405,tt1276104,2012-09-28 00:00:00,2012,0
457,"May 25, 2012","May 23, 2012",Men in Black 3,Sony Pictures,Adventure,Based on Comic/Graphic Novel,Animation/Live Action,Science Fiction,215000000,4248,4248,23743,54592779,179020854,206008922,475192631,654213485,tt1409024,2012-05-25 00:00:00,2012,1
954,"Jun 14, 2019","Jun 12, 2019",Men in Black: International,Sony Pictures,Adventure,Based on Comic/Graphic Novel,Animation/Live Action,Science Fiction,110000000,4224,4224,18294,30035838,80001807,80001807,173018657,253020464,tt2283336,2019-06-14 00:00:00,2019,1
202,"Mar 16, 2016","Mar 16, 2016",Miracles from Heaven,Sony Pictures,Drama,Based on Factual Book/Article,Live Action,Dramatization,13000000,3047,3155,17594,14812393,61705123,65343226,12093613,73798736,tt4257926,2016-03-16 00:00:00,2016,0
976,"Feb 1, 2019","Jan 30, 2019",Miss Bala,Sony Pictures,Action,Remake,Live Action,Contemporary Fiction,15000000,2203,2203,6338,6864744,14998027,14998027,366605,15364632,tt1911600,2019-02-01 00:00:00,2019,0
157,"May 9, 2014","May 9, 2014",Moms' Night Out,Sony Pictures,Adventure,Original Screenplay,Live Action,Contemporary Fiction,5000000,1044,1046,4024,4311083,10429707,11693519,107634,10537341,tt3014666,2014-05-09 00:00:00,2014,0
1495,"May 13, 2016","May 12, 2016",Money Monster,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,27000000,3104,3104,11438,14788157,41012075,43430125,52454020,93466095,tt2241351,2016-05-13 00:00:00,2016,0
389,"Sep 23, 2011","Sep 23, 2011",Moneyball,Sony Pictures,Drama,Based on Factual Book/Article,Live Action,Dramatization,50000000,2993,3018,20867,19501302,75605492,87329635,35695343,111300835,tt1210166,2011-09-23 00:00:00,2011,0
622,"Sep 12, 2014","Sep 12, 2014",No Good Deed,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,13200000,2175,2175,9519,24250283,52543632,58910607,1779578,54323210,tt2011159,2014-09-12 00:00:00,2014,0
1715,"Jul 26, 2019","Jul 24, 2019",Once Upon a Time... In Hollywood,Sony Pictures,Thriller/Suspense,Based on Real Life Events,Live Action,Dramatization,90000000,3659,3659,25655,41082018,142502728,142502728,235059311,377562039,tt7131622,2019-07-26 00:00:00,2019,1
129,"Aug 30, 2013","Aug 30, 2013",One Direction: This is Us,Sony Pictures,Concert/Performance,Based on Real Life Events,Live Action,Factual,10000000,2735,2735,9764,15815497,28873374,32531374,39553626,68427000,tt2515086,2013-08-30 00:00:00,2013,0
855,"Oct 20, 2017","Oct 20, 2017",Only the Brave,Sony Pictures,Drama,Based on Real Life Events,Live Action,Dramatization,38000000,2577,2577,9571,6002665,18340051,18726026,6215126,24555177,tt3829920,2017-10-20 00:00:00,2017,0
285,"Aug 23, 2019","Aug 22, 2019",Overcomer,Sony Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,5000000,1723,2293,12429,8146533,34700142,34700142,3402846,38102988,tt8186318,2019-08-23 00:00:00,2019,0
748,"Dec 21, 2016","Dec 21, 2016",Passengers,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,110000000,3478,3478,18284,14869736,100014699,104225320,202224973,302239672,tt1355644,2016-12-21 00:00:00,2016,0
174,"Apr 17, 2015","Apr 10, 2015",Paul Blart: Mall Cop 2,Sony Pictures,Adventure,Original Screenplay,Live Action,Contemporary Fiction,38000000,3633,3633,21216,23762435,71091594,77247810,36559052,107650646,tt3450650,2015-04-17 00:00:00,2015,0
928,"Mar 23, 2018","Mar 22, 2018","Paul, Apostle of Christ",Sony Pictures,Drama,Based on Religious Text,Live Action,Dramatization,5000000,1473,1746,5660,5172585,17547999,17644303,8530501,26078500,tt7388562,2018-03-23 00:00:00,2018,0
248,"Feb 9, 2018","Feb 8, 2018",Peter Rabbit,Sony Pictures,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Kids Fiction,50000000,3725,3725,27257,25010928,115234093,115866544,231493279,346727372,tt13150474,2018-02-09 00:00:00,2018,0
676,"Jul 24, 2015","Jul 16, 2015",Pixels,Sony Pictures,Adventure,Based on Short Film,Animation/Live Action,Science Fiction,90000000,3723,3723,19649,24011616,78765986,85586762,165275818,244041804,tt1664775,2015-07-24 00:00:00,2015,0
638,"Feb 21, 2014","Feb 21, 2014",Pompeii,Sony Pictures,Action,Original Screenplay,Live Action,Historical Fiction,80000000,2658,2658,8235,10340823,23169033,25976533,85300000,108469033,tt1921064,2014-02-21 00:00:00,2014,0
495,"Aug 24, 2012","Aug 23, 2012",Premium Rush,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,35000000,2255,2255,9165,6030164,20275446,23332041,11117755,31393201,tt1547234,2012-08-24 00:00:00,2012,0
792,"Feb 5, 2016","Feb 4, 2016",Pride and Prejudice and Zombies,Sony Pictures,Black Comedy,Based on Fiction Book/Short Story,Live Action,Science Fiction,28000000,2931,2931,6460,5324240,10907291,11550375,5731009,16638300,tt1374989,2016-02-05 00:00:00,2016,0
415,"May 13, 2011","May 13, 2011",Priest,Sony Pictures,Horror,Based on Comic/Graphic Novel,Live Action,Fantasy,60000000,2864,2864,8469,14953664,29136626,33655919,55017400,84154026,tt0822847,2011-05-13 00:00:00,2011,0
1671,"Jan 12, 2018","Jan 10, 2018",Proud Mary,Sony Pictures,Action,Original Screenplay,Live Action,Contemporary Fiction,30000000,2125,2125,6160,9959053,20868638,20983169,840901,21709539,tt6421110,2018-01-12 00:00:00,2018,0
1077,"Sep 10, 2010","Sep 10, 2010",Resident Evil: Afterlife,Sony Pictures,Horror,Based on Game,Live Action,Science Fiction,57500000,3203,3209,12764,26650264,60128566,69807050,235745624,295874190,tt1220634,2010-09-10 00:00:00,2010,1
1244,"Sep 14, 2012","Sep 12, 2012",Resident Evil: Retribution,Sony Pictures,Horror,Based on Game,Live Action,Science Fiction,65000000,3012,3016,10697,21052227,42345531,48729276,198302098,240647629,tt1855325,2012-09-14 00:00:00,2012,1
1605,"Jan 27, 2017","Dec 23, 2016",Resident Evil: The Final Chapter,Sony Pictures,Horror,Based on Game,Live Action,Science Fiction,40000000,3104,3104,8218,13601682,26844692,27413306,287256498,314101190,tt2592614,2017-01-27 00:00:00,2017,1
701,"Aug 7, 2015","Aug 7, 2015",Ricki and the Flash,Sony Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,18000000,1603,2064,10160,6618610,26839498,29163681,14326535,41166033,tt3623726,2015-08-07 00:00:00,2015,0
771,"Feb 19, 2016","Feb 18, 2016",Risen,Sony Pictures,Drama,Based on Religious Text,Live Action,Historical Fiction,20000000,2915,2915,13174,11801271,36880033,39054457,9364033,46244066,tt0850709,2016-02-19 00:00:00,2016,0
620,"Feb 12, 2014","Feb 12, 2014",RoboCop,Sony Pictures,Action,Remake,Live Action,Science Fiction,120000000,3372,3372,13721,21681430,58607007,65708710,184374792,242981799,tt1234721,2014-02-12 00:00:00,2014,1
862,"Nov 17, 2017","Nov 17, 2017","Roman J. Israel, Esq.",Sony Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,22000000,4,1669,5291,61999,11962712,12214347,1004300,12967012,tt6000478,2017-11-17 00:00:00,2017,0
1609,"Jun 16, 2017","Jun 14, 2017",Rough Night,Sony Pictures,Black Comedy,Original Screenplay,Live Action,Contemporary Fiction,20000000,3162,3162,8949,8004283,22105643,22573877,24738714,46844357,tt4799050,2017-06-16 00:00:00,2017,0
307,"Jul 23, 2010","Jul 23, 2010",Salt,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,130000000,3612,3612,18926,36011243,118311368,137355153,172339126,290650494,tt0944835,2010-07-23 00:00:00,2010,0
1490,"Aug 12, 2016","Aug 10, 2016",Sausage Party,Sony Pictures,Comedy,Original Screenplay,Digital Animation,Fantasy,19000000,3103,3135,17395,34263534,97670358,103428949,43673897,141344255,tt1700841,2016-08-12 00:00:00,2016,0
924,"Aug 24, 2018","Aug 23, 2018",Searching,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,880000,9,2009,8723,388769,26015149,26157928,49620898,75636047,tt7668870,2018-08-24 00:00:00,2018,0
1407,"Jul 18, 2014","Jul 16, 2014",Sex Tape,Sony Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,40000000,3062,3062,10494,14608152,38543473,43213976,87526036,126069509,tt1956620,2014-07-18 00:00:00,2014,0
1651,"Jun 29, 2018","Jun 25, 2018",Sicario: Day of the Soldado,Sony Pictures,Action,Original Screenplay,Live Action,Contemporary Fiction,35000000,3055,3055,10744,19007566,50065850,50340630,26280244,76346094,tt5052474,2018-06-29 00:00:00,2018,1
452,"Nov 8, 2012","Oct 26, 2012",Skyfall,Sony Pictures,Action,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,200000000,3505,3526,28830,88364714,304360277,350061913,806166704,1110526981,tt1074638,2012-11-08 00:00:00,2012,1
922,"Aug 10, 2018","May 18, 2018",Slender Man,Sony Pictures,Horror,Based on Folk Tale/Legend/Fairytale,Live Action,Contemporary Fiction,10000000,2358,2358,10120,11371866,30564825,30732579,21381124,51945949,tt5690360,2018-08-10 00:00:00,2018,0
228,"Apr 7, 2017","Mar 24, 2017",Smurfs: The Lost Village,Sony Pictures,Adventure,Based on Comic/Graphic Novel,Digital Animation,Kids Fiction,60000000,3610,3610,18099,13210449,45020282,45973893,152558304,197578586,tt2398241,2017-04-07 00:00:00,2017,1
54,"Apr 8, 2011","Apr 8, 2011",Soul Surfer,Sony Pictures,Drama,Based on Factual Book/Article,Live Action,Dramatization,18000000,2214,2240,14869,10601862,43853424,50655405,3305228,47158652,tt1596346,2011-04-08 00:00:00,2011,0
494,"Aug 17, 2012","Aug 17, 2012",Sparkle,Sony Pictures,Drama,Remake,Live Action,Historical Fiction,10000000,2244,2244,7538,11643342,24397469,28075473,262854,24660323,tt1876451,2012-08-17 00:00:00,2012,0
665,"Nov 6, 2015","Oct 6, 2015",Spectre,Sony Pictures,Action,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,300000000,3929,3929,23645,70403148,200074175,217317574,679426585,879500760,tt2379713,2015-11-06 00:00:00,2015,1
944,"Jul 2, 2019","Jun 27, 2019",Spider-Man: Far From Home,Sony Pictures,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,160000000,4634,4634,32717,92579212,390532085,390532085,740580981,1131113066,tt6320628,2019-07-02 00:00:00,2019,1
816,"Jul 7, 2017","Jul 5, 2017",Spider-Man: Homecoming,Sony Pictures,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,175000000,4348,4348,34848,117027503,334201140,341280092,545965210,880166350,tt2250912,2017-07-07 00:00:00,2017,1
245,"Dec 14, 2018","Dec 12, 2018",Spider-Man: Into The Spider-Verse,Sony Pictures,Adventure,Based on Comic/Graphic Novel,Digital Animation,Super Hero,90000000,3813,3813,32982,35363376,190173195,190908525,185481424,375654619,tt4633694,2018-12-14 00:00:00,2018,1
1112,"Sep 16, 2011","Sep 16, 2011",Straw Dogs,Sony Pictures,Thriller/Suspense,Remake,Live Action,Contemporary Fiction,25000000,2408,2408,5871,5123760,10324441,11925835,929380,11253821,tt0999913,2011-09-16 00:00:00,2011,0
1673,"Jun 13, 2018","Jun 13, 2018",Superfly,Sony Pictures,Action,Remake,Live Action,Contemporary Fiction,16000000,2220,2220,6447,6870740,20537137,20649846,202186,20739323,tt7690670,2018-06-13 00:00:00,2018,0
324,"Aug 27, 2010","Aug 27, 2010",Takers,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,32000000,2206,2206,12228,20512304,57744720,67039494,12842548,70587268,tt1135084,2010-08-27 00:00:00,2010,0
1246,"Jun 15, 2012","Jun 13, 2012",That's My Boy,Sony Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,57500000,3030,3030,9079,13453714,36931089,42498589,21948592,58879681,tt1232200,2012-06-15 00:00:00,2012,0
774,"Jan 22, 2016","Jan 14, 2016",The 5th Wave,Sony Pictures,Action,Based on Fiction Book/Short Story,Live Action,Science Fiction,38000000,2908,2908,12484,10326356,34912982,36971427,76423416,111336398,tt2304933,2016-01-22 00:00:00,2016,0
455,"Jul 3, 2012","Jun 27, 2012",The Amazing Spider-Man,Sony Pictures,Adventure,Based on Comic/Graphic Novel,Live Action,Super Hero,220000000,4318,4318,22495,62004688,262030663,301532773,495859604,757890267,tt0948470,2012-07-03 00:00:00,2012,1
600,"May 2, 2014","Apr 16, 2014",The Amazing Spider-Man 2,Sony Pictures,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,200000000,4324,4324,22133,91608337,202853933,227434758,506142403,708996336,tt1872181,2014-05-02 00:00:00,2014,1
197,"May 20, 2016","May 11, 2016",The Angry Birds Movie,Sony Pictures,Adventure,Based on Game,Digital Animation,Kids Fiction,73000000,3932,3932,18331,38155177,107509366,113848064,244818521,352327887,tt1985949,2016-05-20 00:00:00,2016,1
283,"Aug 13, 2019","Aug 2, 2019",The Angry Birds Movie 2,Sony Pictures,Adventure,Based on Game,Digital Animation,Kids Fiction,65000000,3869,3869,16044,10354073,41657076,41657076,110361736,152018812,tt6095472,2019-08-13 00:00:00,2019,1
321,"Mar 19, 2010","Mar 19, 2010",The Bounty Hunter,Sony Pictures,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,45000000,3074,3118,19156,20686423,67061228,77855622,68747609,135808837,tt1038919,2010-03-19 00:00:00,2010,0
1568,"Mar 11, 2016","Feb 24, 2016",The Brothers Grimsby,Sony Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,35000000,2235,2235,4780,3258327,6864016,7268707,21856454,28720470,tt3381008,2016-03-11 00:00:00,2016,0
1262,"Mar 15, 2013","Mar 14, 2013",The Call,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,12800000,2507,2507,13520,17118745,51872378,58444153,17949098,69821476,tt10530176,2013-03-15 00:00:00,2013,0
