,Released,ReleasedWorldwide,Title,TheatricalDistributor,Genre,Source,ProductionMethod,CreativeType,ProductionBudget,Opening WeekendTheaters,MaximumTheaters,TheatricalEngagements,Opening WeekendRevenue,DomesticBox Office,Infl. Adj. Dom.Box Office,InternationalBox Office,WorldwideBox Office,tconst,Released_dt,year,franchise
68,"Jan 22, 2010","Jan 22, 2010",Extraordinary Measures,CBS Films,Drama,Based on Real Life Events,Live Action,Dramatization,31000000,2545,2549,6696,6012594,12482741,14491999,3344243,15826984,tt1244659,2010-01-22 00:00:00,2010,0
1007,"Nov 24, 2010","Nov 24, 2010",Faster,CBS Films,Action,Original Screenplay,Live Action,Contemporary Fiction,24000000,2454,2470,8395,8523153,23240020,26978554,12552925,35792945,tt1433108,2010-11-24 00:00:00,2010,0
1683,"Sep 28, 2018","Sep 27, 2018",Hell Fest,CBS Films,Horror,Original Screenplay,Live Action,Contemporary Fiction,5500000,2297,2297,6724,5130963,11107431,11168394,7187452,18294883,tt1999890,2018-09-28 00:00:00,2018,0
1285,"Dec 6, 2013","Nov 6, 2013",Inside Llewyn Davis,CBS Films,Drama,Based on Factual Book/Article,Live Action,Historical Fiction,11000000,4,729,2755,405411,13248209,14896340,19695038,32943247,tt2042568,2013-12-06 00:00:00,2013,0
548,"Jan 28, 2013","Jan 28, 2013",Last Vegas,CBS Films,Comedy,Original Screenplay,Live Action,Contemporary Fiction,28000000,3065,3237,18038,16334566,63914167,72007099,49000000,112914167,tt1204975,2013-01-28 00:00:00,2013,0
702,"Nov 13, 2015","Nov 12, 2015",Love the Coopers,CBS Films,Comedy,Original Screenplay,Live Action,Contemporary Fiction,18000000,2603,2603,11501,8317545,26302731,28577414,17960682,44263413,tt2279339,2015-11-13 00:00:00,2015,0
1195,"Oct 12, 2012","Oct 12, 2012",Seven Psychopaths,CBS Films,Comedy,Original Screenplay,Live Action,Contemporary Fiction,13500000,1480,1480,5263,4174915,15024049,17288978,18011687,33035736,tt1931533,2012-10-12 00:00:00,2012,0
331,"Apr 23, 2010","Apr 23, 2010",The Back-up Plan,CBS Films,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,35000000,3280,3280,14291,12201710,37490007,43524519,37791172,75281179,tt1212436,2010-04-23 00:00:00,2010,0
696,"Feb 20, 2015","Feb 20, 2015",The DUFF,CBS Films,Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,8500000,2575,2622,13074,10809149,34030343,36977216,9498291,43528634,tt1666801,2015-02-20 00:00:00,2015,0
577,"Mar 1, 2013","Mar 1, 2013",The Last Exorcism Part II,CBS Films,Horror,Original Screenplay,Live Action,Fantasy,4000000,2700,2700,7532,7728354,15179303,17102380,10269404,25448707,tt2034139,2013-03-01 00:00:00,2013,0
1167,"Jan 28, 2011","Jan 28, 2011",The Mechanic,CBS Films,Action,Remake,Live Action,Contemporary Fiction,42500000,2703,2704,9042,11422006,29121498,33638451,47225895,76347393,tt0472399,2011-01-28 00:00:00,2011,0
1296,"Jul 26, 2013","Jul 26, 2013",The To Do List,CBS Films,Comedy,Original Screenplay,Live Action,Historical Fiction,1500000,591,591,1262,1579402,3491669,3934028,637159,4128828,tt1758795,2013-07-26 00:00:00,2013,0
476,"Feb 3, 2012","Feb 3, 2012",The Woman in Black,CBS Films,Horror,Based on Fiction Book/Short Story,Live Action,Fantasy,15000000,2855,2856,12340,20874072,54333290,62524236,74622608,128955898,tt1596365,2012-02-03 00:00:00,2012,0
505,"Sep 7, 2012","Sep 7, 2012",The Words,CBS Films,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,6000000,2801,2801,7127,4750894,11494838,13227727,4874870,16369708,tt1840417,2012-09-07 00:00:00,2012,0
925,"Feb 2, 2018","Feb 2, 2018",Winchester,CBS Films,Horror,Based on Real Life Events,Live Action,Dramatization,3500000,2480,2480,8309,9307626,25091816,25229535,20868439,45960255,tt1072748,2018-02-02 00:00:00,2018,0
809,"Sep 16, 2016","Sep 16, 2016",Mr. Church,Cinelou Releasing,Drama,Original Screenplay,Live Action,Historical Fiction,8000000,354,354,655,338551,685780,726205,0,685780,tt4196848,2016-09-16 00:00:00,2016,0
643,"Jul 25, 2014","Jul 10, 2014",And So It Goes,Clarius Entertainment,Comedy,Original Screenplay,Live Action,Contemporary Fiction,18000000,1762,1816,5669,4642329,15160801,16997910,2759212,17920013,tt2465146,2014-07-25 00:00:00,2014,0
1375,"Oct 31, 2014","Oct 31, 2014",Before I Go to Sleep,Clarius Entertainment,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,22000000,1935,1935,2804,1843347,3242457,3635357,16321122,19563579,tt1726592,2014-10-31 00:00:00,2014,0
158,"May 9, 2014","May 9, 2014",Legends of Oz: Dorothy's Return,Clarius Entertainment,Adventure,Based on Fiction Book/Short Story,Digital Animation,Kids Fiction,70000000,2658,2658,6337,3747780,8462347,9487763,11645586,20107933,tt0884726,2014-05-09 00:00:00,2014,1
1114,"Sep 9, 2011","Sep 9, 2011",Kevin Hart: Laugh at My Pain,Codeblack Entertainment,Concert/Performance,Original Screenplay,Live Action,Factual,750000,98,287,1551,1908420,7706436,8901752,6000,7712436,tt1999192,2011-09-09 00:00:00,2011,0
239,"Jun 2, 2017","Mar 30, 2017",Churchill,Cohen Media Group,Drama,Based on Real Life Events,Live Action,Dramatization,10000000,215,215,600,408891,1279681,1306784,6302515,7582196,tt2674454,2017-06-02 00:00:00,2017,0
725,"Nov 20, 2015","Jun 19, 2015",Mustang,Cohen Media Group,Drama,Original Screenplay,Live Action,Contemporary Fiction,1400000,3,57,381,20321,845464,900446,4707120,5552584,tt3966404,2015-11-20 00:00:00,2015,0
649,"Sep 10, 2014","Sep 10, 2014",My Old Lady,Cohen Media Group,Comedy,Original Screenplay,Live Action,Contemporary Fiction,5000000,11,170,669,124680,4011530,4497267,11208778,15220308,tt2908856,2014-09-10 00:00:00,2014,0
1225,"Aug 17, 2012","Aug 17, 2012",The Awakening,Cohen Media Group,Horror,Original Screenplay,Live Action,Fantasy,4900000,70,70,70,95933,95933,110387,6828388,6924321,tt1373405,2012-08-17 00:00:00,2012,0
1048,"Nov 5, 2010","Nov 5, 2010",Four Lions,Drafthouse Films,Black Comedy,Original Screenplay,Live Action,Contemporary Fiction,3750000,8,18,162,41512,310007,359493,8297686,8607693,tt1341167,2010-11-05 00:00:00,2010,0
133,"Nov 15, 2013","Nov 15, 2013",The Christmas Candle,Echolight Studios,Adventure,Based on Fiction Book/Short Story,Live Action,Fantasy,7000000,5,392,749,68655,1632000,1838760,301829,1933829,tt2739338,2013-11-15 00:00:00,2013,0
1628,"Nov 3, 2017","Nov 3, 2017",LBJ,Electric Entertainment,Drama,Based on Real Life Events,Live Action,Dramatization,20000000,659,659,1480,1110565,2468683,2520969,38498,2507181,tt4778988,2017-11-03 00:00:00,2017,0
1465,"Oct 30, 2015","Oct 1, 2015",Regression,Elevation Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,20000000,0,100,109,0,55039,58276,15769335,15824374,tt3319920,2015-10-30 00:00:00,2015,0
214,"Feb 12, 2016","Jul 29, 2015",The Little Prince,Entertainment One,Adventure,Based on Fiction Book/Short Story,Digital Animation,Kids Fiction,77500000,52,163,851,116927,1311213,1388519,100717706,102028919,tt10075374,2016-02-12 00:00:00,2016,0
840,"Jun 16, 2017","May 26, 2017",47 Meters Down,Entertainment Studios Motion Pictures,Horror,Original Screenplay,Live Action,Contemporary Fiction,5300000,2270,2471,12293,11205562,44307193,45245692,18326512,62633705,tt2932536,2017-06-16 00:00:00,2017,1
973,"Aug 16, 2019","Aug 15, 2019",47 Meters Down: Uncaged,Entertainment Studios Motion Pictures,Horror,Based on Movie,Live Action,Contemporary Fiction,12000000,2853,2883,10314,8427265,22260900,22260900,15728340,37989240,tt7329656,2019-08-16 00:00:00,2019,1
294,"Nov 1, 2019","Nov 1, 2019",Arctic Dogs,Entertainment Studios Motion Pictures,Adventure,Original Screenplay,Digital Animation,Kids Fiction,50000000,2844,2844,6145,2901335,5801249,5801249,3892863,9694112,tt4426464,2019-11-01 00:00:00,2019,0
1627,"Sep 22, 2017","Jan 7, 2016",Friend Request,Entertainment Studios Motion Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,9900000,2573,2573,4939,2002863,3759078,3838700,7551757,11310835,tt10384246,2017-09-22 00:00:00,2017,0
1603,"Dec 22, 2017","Dec 22, 2017",Hostiles,Entertainment Studios Motion Pictures,Western,Based on Fiction Book/Short Story,Live Action,Historical Fiction,50000000,3,2934,9935,22849,29819114,29984115,7157222,36976336,tt4243168,2017-12-22 00:00:00,2017,0
876,"Apr 21, 2017","Apr 21, 2017",Phoenix Forgotten,Entertainment Studios Motion Pictures,Horror,Original Screenplay,Live Action,Contemporary Fiction,2800000,1633,1633,3358,1816499,3600146,3676403,97583,3697729,tt6574272,2017-04-21 00:00:00,2017,0
988,"Jan 11, 2019","Oct 25, 2018",Replicas,Entertainment Studios Motion Pictures,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,30000000,2329,2329,4564,2375325,4046429,4046429,4990998,9037427,tt4154916,2019-01-11 00:00:00,2019,0
935,"Mar 9, 2018","Mar 2, 2018",The Hurricane Heist,Entertainment Studios Motion Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,40000000,2402,2402,4878,3024399,6115824,6149383,27106490,33222314,tt5360952,2018-03-09 00:00:00,2018,0
1524,"Nov 25, 2016","Nov 25, 2016",Miss Sloane,EuropaCorp,Drama,Original Screenplay,Live Action,Contemporary Fiction,18000000,3,1648,3220,59797,3500605,3706722,4267654,7768259,tt4540710,2016-11-25 00:00:00,2016,0
796,"Nov 11, 2016","Mar 17, 2016",Shut In,EuropaCorp,Thriller/Suspense,Original Screenplay,Live Action,Fantasy,10000000,2058,2058,4626,3613567,6900335,7307069,4460330,11360665,tt2582500,2016-11-11 00:00:00,2016,0
711,"Sep 4, 2015","Sep 2, 2015",The Transporter Refueled,EuropaCorp,Action,Original Screenplay,Live Action,Contemporary Fiction,22000000,3434,3434,9222,7355622,16029670,17417758,53668825,69698495,tt2938956,2015-09-04 00:00:00,2015,0
591,"Oct 4, 2013","Oct 4, 2013",Parkland,Exclusive Releasing,Drama,Original Screenplay,Live Action,Historical Fiction,10000000,257,257,442,310246,641439,722697,974914,1616353,tt2345112,2013-10-04 00:00:00,2013,0
1758,"Oct 18, 2019","Oct 18, 2019",Jay and Silent Bob Reboot,Fathom Events,Comedy,Based on Movie,Live Action,Contemporary Fiction,10000000,1,788,95,93520,4589490,4589490,121017,4710507,tt6521876,2019-10-18 00:00:00,2019,1
1521,"Jul 22, 2016","Jul 22, 2016",Don't Think Twice,Film Arcade,Comedy,Original Screenplay,Live Action,Contemporary Fiction,3000000,1,175,1033,92835,4417983,4678461,0,4417983,tt4972062,2016-07-22 00:00:00,2016,0
1288,"Mar 8, 2013","Mar 7, 2013",Dead Man Down,FilmDistrict,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,30000000,2188,2188,5303,5345250,10895295,12275627,8704679,19599974,tt2101341,2013-03-08 00:00:00,2013,0
1106,"Aug 26, 2011","Aug 26, 2011",Don't Be Afraid of the Dark,FilmDistrict,Horror,Remake,Live Action,Contemporary Fiction,25000000,2760,2780,10171,8525728,24046682,27776491,15079745,39126427,tt1270761,2011-08-26 00:00:00,2011,0
1100,"Sep 16, 2011","Sep 16, 2011",Drive,FilmDistrict,Action,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,15000000,2886,2904,11111,11340461,35060689,40497853,46297241,81357930,tt0780504,2011-09-16 00:00:00,2011,0
1146,"Dec 23, 2011","Dec 23, 2011",In The Land of Blood and Honey,FilmDistrict,Drama,Original Screenplay,Live Action,Historical Fiction,13000000,3,18,92,18854,303877,349885,205316,509193,tt1714209,2011-12-23 00:00:00,2011,0
1096,"Apr 1, 2011","Apr 1, 2011",Insidious,FilmDistrict,Horror,Original Screenplay,Live Action,Contemporary Fiction,1500000,2408,2419,14066,13271464,54009150,62386351,45861736,99870886,tt1591095,2011-04-01 00:00:00,2011,1
541,"Sep 13, 2013","Sep 13, 2013",Insidious: Chapter 2,FilmDistrict,Horror,Original Screenplay,Live Action,Contemporary Fiction,5000000,3049,3155,18494,40272103,83586447,94176113,78335068,161921515,tt2226417,2013-09-13 00:00:00,2013,1
1323,"Mar 22, 2013","Mar 20, 2013",Olympus Has Fallen,FilmDistrict,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,70000000,3098,3106,21351,30373794,98927592,111460849,73951336,172878928,tt2302755,2013-03-22 00:00:00,2013,1
1335,"Jan 25, 2013","Jan 24, 2013",Parker,FilmDistrict,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,35000000,2224,2238,7651,7008222,17616641,19848511,30926747,48543388,tt1904996,2013-01-25 00:00:00,2013,0
501,"Dec 7, 2012","Dec 7, 2012",Playing for Keeps,FilmDistrict,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,35000000,2837,2840,7387,5750288,13103272,15072578,14702360,27805632,tt13892682,2012-12-07 00:00:00,2012,0
1208,"Jun 8, 2012","Jun 8, 2012",Safety Not Guaranteed,FilmDistrict,Comedy,Original Screenplay,Live Action,Science Fiction,750000,9,182,1479,97762,4010957,4615623,411361,4422318,tt1862079,2012-06-08 00:00:00,2012,0
1352,"Jan 31, 2014","Jan 31, 2014",That Awkward Moment,FilmDistrict,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,8000000,2809,2809,9893,8742109,26068955,29227856,27000000,53068955,tt1800246,2014-01-31 00:00:00,2014,0
1172,"Oct 28, 2011","Oct 28, 2011",The Rum Diary,FilmDistrict,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,45000000,2272,2292,5873,5135369,13109815,15143239,8434917,21544732,tt0376136,2011-10-28 00:00:00,2011,0
509,"Mar 23, 2012","Mar 23, 2012",October Baby,Five & Two Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,1000000,14,398,1664,34038,5355847,6163260,36145,5391992,tt1720182,2012-03-23 00:00:00,2012,0
783,"Jan 8, 2016","Jan 7, 2016",The Forest,Focus / Gramercy,Horror,Original Screenplay,Live Action,Contemporary Fiction,10000000,2451,2509,8042,12741176,26594261,28162246,14154969,40749230,tt10738834,2016-01-08 00:00:00,2016,0
874,"Jan 6, 2017","Oct 7, 2016",A Monster Calls,Focus Features,Drama,Based on Fiction Book/Short Story,Animation/Live Action,Fantasy,43000000,4,1523,3086,30909,3740823,3820059,42673707,46414530,tt3416532,2017-01-06 00:00:00,2017,0
573,"Mar 22, 2013","Mar 22, 2013",Admission,Focus Features,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,13000000,2160,2161,7837,6154984,18007317,20288686,726349,18733666,tt1814621,2013-03-22 00:00:00,2013,0
1253,"Nov 16, 2012","Sep 7, 2012",Anna Karenina,Focus Features,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,49000000,16,422,2628,320690,12816367,14717702,58188260,71004627,tt10453206,2012-11-16 00:00:00,2012,0
1588,"Jul 28, 2017","Jul 27, 2017",Atomic Blonde,Focus Features,Thriller/Suspense,Based on Comic/Graphic Novel,Live Action,Historical Fiction,30000000,3304,3326,12894,18286420,51573925,52666345,46771498,98345423,tt2406566,2017-07-28 00:00:00,2017,0
1368,"Mar 14, 2014","Mar 14, 2014",Bad Words,Focus Features,Comedy,Original Screenplay,Live Action,Contemporary Fiction,10000000,6,1074,3391,113301,7779614,8722308,63531,7843145,tt2170299,2014-03-14 00:00:00,2014,0
1118,"Jun 3, 2011","Jun 3, 2011",Beginners,Focus Features,Drama,Original Screenplay,Live Action,Contemporary Fiction,3200000,5,170,1260,141340,5790894,6689099,8523513,14314407,tt1532503,2011-06-03 00:00:00,2011,0
1652,"Aug 10, 2018","Aug 9, 2018",BlacKkKlansman,Focus Features,Black Comedy,Based on Factual Book/Article,Live Action,Dramatization,15000000,1512,1914,10688,10845330,49275340,49541686,44136086,93411426,tt7349662,2018-08-10 00:00:00,2018,0
1689,"Nov 2, 2018","Nov 2, 2018",Boy Erased,Focus Features,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,11000000,5,672,2699,207057,6788692,6811376,5073958,11862650,tt7008872,2018-11-02 00:00:00,2018,0
984,"Mar 15, 2019","Mar 14, 2019",Captive State,Focus Features,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,25000000,2548,2549,5501,3131525,5958315,5958315,3404895,9363210,tt5968394,2019-03-15 00:00:00,2019,0
1464,"Aug 7, 2015","Aug 7, 2015",Cop Car,Focus Features,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,5000000,3,60,88,26146,134552,146203,9106,143658,tt3813310,2015-08-07 00:00:00,2015,0
1272,"Nov 1, 2013","Nov 1, 2013",Dallas Buyers Club,Focus Features,Drama,Based on Real Life Events,Live Action,Dramatization,5000000,9,1110,8269,260865,27298285,30696067,33313560,60611845,tt0790636,2013-11-01 00:00:00,2013,0
833,"Nov 22, 2017","Nov 22, 2017",Darkest Hour,Focus Features,Drama,Based on Fiction Book/Short Story,Live Action,Dramatization,30000000,4,1733,13308,175006,56443120,57037461,94388966,150832086,tt4555426,2017-11-22 00:00:00,2017,0
401,"Apr 8, 2011","Apr 8, 2011",Hanna,Focus Features,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,30000000,2535,2545,11229,12370549,40259119,46503589,25084575,65343694,tt0993842,2011-04-08 00:00:00,2011,0
964,"Nov 1, 2019","Nov 1, 2019",Harriet,Focus Features,Drama,Based on Real Life Events,Live Action,Dramatization,17000000,2059,2186,10990,11676720,43082155,43082155,166219,43248374,tt4648786,2019-11-01 00:00:00,2019,0
684,"Jun 5, 2015","Jun 4, 2015",Insidious: Chapter 3,Focus Features,Horror,Original Screenplay,Live Action,Contemporary Fiction,10000000,3002,3014,11369,22692741,52218558,56740448,68234597,120453155,tt3195644,2015-06-05 00:00:00,2015,1
351,"Oct 8, 2010","Oct 8, 2010",It's Kind of a Funny Story,Focus Features,Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,8000000,742,757,2850,2013406,6363628,7387934,269322,6632950,tt0804497,2010-10-08 00:00:00,2010,0
264,"Oct 26, 2018","Sep 13, 2018",Johnny English Strikes Again,Focus Features,Comedy,Original Screenplay,Live Action,Contemporary Fiction,30000000,544,552,1364,1638895,4412170,4436390,154966608,159378778,tt6921996,2018-10-26 00:00:00,2018,0
1379,"Oct 10, 2014","Oct 10, 2014",Kill the Messenger,Focus Features,Thriller/Suspense,Based on Real Life Events,Live Action,Dramatization,5000000,374,427,1183,941809,2450846,2747826,4205859,6656705,tt1216491,2014-10-10 00:00:00,2014,0
204,"Aug 19, 2016","Aug 18, 2016",Kubo and the Two Strings,Focus Features,Adventure,Original Screenplay,Stop-Motion Animation,Fantasy,55000000,3260,3279,16409,12608372,48023088,50854506,29525034,77548122,tt4302938,2016-08-19 00:00:00,2016,0
1548,"Mar 4, 2016","Mar 2, 2016",London Has Fallen,Focus Features,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,60000000,3490,3492,15999,21635601,62524260,66210660,132669825,195194085,tt3300542,2016-03-04 00:00:00,2016,1
795,"Nov 4, 2016","Nov 4, 2016",Loving,Focus Features,Drama,Based on Real Life Events,Live Action,Dramatization,9000000,4,572,2317,159615,7710234,8156220,5187830,12898064,tt2495212,2016-11-04 00:00:00,2016,0
1676,"Dec 7, 2018","Dec 7, 2018",Mary Queen of Scots,Focus Features,Drama,Based on Real Life Events,Live Action,Dramatization,25000000,4,1052,4119,194777,16648499,16702866,30371647,47020146,tt1555069,2018-12-07 00:00:00,2018,0
481,"May 25, 2012","May 16, 2012",Moonrise Kingdom,Focus Features,Drama,Original Screenplay,Live Action,Historical Fiction,16000000,4,924,7795,522996,45512466,52373637,23335980,68848446,tt1748122,2012-05-25 00:00:00,2012,0
1511,"Nov 18, 2016","Nov 4, 2016",Nocturnal Animals,Focus Features,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,22500000,37,1262,3319,492648,10663357,11273991,21735324,32398681,tt4550098,2016-11-18 00:00:00,2016,0
926,"Dec 25, 2018","Nov 23, 2018",On the Basis of Sex,Focus Features,Drama,Based on Real Life Events,Live Action,Dramatization,20000000,33,1957,7870,686355,24704837,24714028,14178607,38883444,tt4669788,2018-12-25 00:00:00,2018,0
425,"Aug 19, 2011","Jun 23, 2011",One Day,Focus Features,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,15000000,1721,1725,5379,5079566,13843771,15991033,45324921,59168692,tt12211406,2011-08-19 00:00:00,2011,0
102,"Aug 17, 2012","Aug 3, 2012",ParaNorman,Focus Features,Adventure,Original Screenplay,Stop-Motion Animation,Kids Fiction,60000000,3429,3455,20032,14087050,56003051,64445720,52116611,108119662,tt1623288,2012-08-17 00:00:00,2012,0
1610,"Dec 25, 2017","Dec 25, 2017",Phantom Thread,Focus Features,Drama,Original Screenplay,Live Action,Historical Fiction,35000000,4,1186,5798,216495,21198205,21322831,26698516,47896721,tt5776858,2017-12-25 00:00:00,2017,0
1292,"Jan 4, 2013","Jan 4, 2013",Promised Land,Focus Features,Drama,Original Screenplay,Live Action,Historical Fiction,15000000,25,1676,3482,173915,7597898,8666239,4796664,12394562,tt2091473,2013-01-04 00:00:00,2013,0
785,"Feb 19, 2016","Feb 19, 2016",Race,Focus Features,Drama,Based on Real Life Events,Live Action,Dramatization,5000000,2369,2387,7579,7353922,19115191,20242208,4630581,23745772,tt14311900,2016-02-19 00:00:00,2016,0
713,"Jul 10, 2015","Jun 8, 2015",Self/Less,Focus Features,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,26000000,2353,2353,5710,5403460,12279691,13343051,21387628,33667319,tt2140379,2015-07-10 00:00:00,2015,0
1426,"Aug 21, 2015","Aug 19, 2015",Sinister 2,Focus Features,Horror,Original Screenplay,Live Action,Contemporary Fiction,10000000,2766,2799,11437,10542116,27740955,30143188,26363270,54104225,tt2752772,2015-08-21 00:00:00,2015,1
1036,"Dec 22, 2010","Dec 22, 2010",Somewhere,Focus Features,Drama,Original Screenplay,Live Action,Contemporary Fiction,7000000,7,83,362,119086,1785645,2065131,15237476,17023121,tt1421051,2010-12-22 00:00:00,2010,0
721,"Oct 23, 2015","Dec 26, 2014",Suffragette,Focus Features,Drama,Original Screenplay,Live Action,Historical Fiction,14000000,4,517,1978,76224,4702420,5108688,33185623,37888043,tt3077214,2015-10-23 00:00:00,2015,0
1000,"Sep 1, 2010","Sep 1, 2010",The American,Focus Features,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,20000000,2823,2833,10238,13177790,35606376,41337688,32344347,67950723,tt1440728,2010-09-01 00:00:00,2010,0
1620,"Jun 23, 2017","Jun 23, 2017",The Beguiled,Focus Features,Western,Remake,Live Action,Historical Fiction,10000000,4,941,2909,229292,10576669,10800693,17462369,28039038,tt2190098,2017-06-23 00:00:00,2017,0
151,"Sep 26, 2014","Sep 19, 2014",The Boxtrolls,Focus Features,Adventure,Based on Fiction Book/Short Story,Stop-Motion Animation,Kids Fiction,60000000,3464,3464,16586,17275239,50837305,56989948,61061436,111898741,tt0787474,2014-09-26 00:00:00,2014,0
1102,"Aug 31, 2011","Aug 31, 2011",The Debt,Focus Features,Thriller/Suspense,Remake,Live Action,Historical Fiction,20000000,1826,1876,7967,9909499,31177548,36013401,15426506,46604054,tt10691682,2011-08-31 00:00:00,2011,0
422,"Feb 11, 2011","Feb 11, 2011",The Eagle,Focus Features,Action,Based on Fiction Book/Short Story,Live Action,Historical Fiction,25000000,2296,2296,6832,8684464,19490041,22513082,19503507,38993548,tt1034389,2011-02-11 00:00:00,2011,0
1008,"Jul 9, 2010","Jul 9, 2010",The Kids Are All Right,Focus Features,Comedy,Original Screenplay,Live Action,Contemporary Fiction,4000000,7,994,4519,491971,20811365,24161222,15464104,36275469,tt0842926,2010-07-09 00:00:00,2010,0
1276,"Mar 29, 2013","Mar 20, 2013",The Place Beyond the Pines,Focus Features,Drama,Original Screenplay,Live Action,Contemporary Fiction,15000000,4,1584,6316,279457,21403519,24115156,25607930,47011449,tt1817273,2013-03-29 00:00:00,2013,0
654,"Jun 13, 2014","Jun 13, 2014",The Signal,Focus Features,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,4000000,120,204,554,155642,600896,673709,2064426,2665322,tt12434846,2014-06-13 00:00:00,2014,0
632,"Nov 7, 2014","Nov 7, 2014",The Theory of Everything,Focus Features,Drama,Based on Factual Book/Article,Live Action,Dramatization,15000000,5,1220,10903,208763,35893537,39858366,87434155,123327692,tt2980516,2014-11-07 00:00:00,2014,0
1273,"Aug 23, 2013","Jul 19, 2013",The World's End,Focus Features,Comedy,Original Screenplay,Live Action,Science Fiction,20000000,1551,1553,7296,8811790,26004851,29299432,21119787,47124638,tt1213663,2013-08-23 00:00:00,2013,0
797,"Mar 11, 2016","Mar 10, 2016",The Young Messiah,Focus Features,Drama,Based on Comic/Graphic Novel,Live Action,Dramatization,16800000,1761,1769,4652,3294876,6469813,6851268,843884,7313697,tt1002563,2016-03-11 00:00:00,2016,0
856,"Mar 31, 2017","Mar 24, 2017",The Zookeeper's Wife,Focus Features,Drama,Based on Factual Book/Article,Live Action,Dramatization,20000000,541,1057,6159,3288835,17445186,17814698,8863563,26308749,tt1730768,2017-03-31 00:00:00,2017,0
1697,"Mar 9, 2018","Mar 9, 2018",Thoroughbreds,Focus Features,Drama,Original Screenplay,Live Action,Contemporary Fiction,5000000,549,564,1230,1224430,3072605,3089466,401616,3474221,tt5649108,2018-03-09 00:00:00,2018,0
1105,"Dec 9, 2011","Dec 9, 2011",Tinker Tailor Soldier Spy,Focus Features,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Historical Fiction,21000000,4,886,4171,310562,24149393,27807223,57303418,81452811,tt1340800,2011-12-09 00:00:00,2011,0
1374,"Jul 18, 2014","Jul 18, 2014",Wish I Was Here,Focus Features,Comedy,Original Screenplay,Live Action,Contemporary Fiction,6000000,68,753,1770,484401,3591299,4026470,3000066,6591365,tt2870708,2014-07-18 00:00:00,2014,0
1541,"Sep 9, 2016","Sep 9, 2016",Kicks,Focus World,Adventure,Original Screenplay,Live Action,Contemporary Fiction,10000000,3,65,83,32111,150191,159045,0,150191,tt4254584,2016-09-09 00:00:00,2016,0
1260,"Oct 18, 2013","Oct 18, 2013",12 Years a Slave,Fox Searchlight,Drama,Based on Factual Book/Article,Live Action,Historical Fiction,20000000,19,1474,16070,923715,56671993,63751429,124093068,180765061,tt2024544,2013-10-18 00:00:00,2013,0
1009,"Nov 5, 2010","Nov 5, 2010",127 Hours,Fox Searchlight,Drama,Based on Real Life Events,Live Action,Dramatization,18000000,4,916,4992,264851,18335230,21240263,41881941,60217171,tt1542344,2010-11-05 00:00:00,2010,0
439,"Jul 22, 2011","Jul 22, 2011",Another Earth,Fox Searchlight,Drama,Original Screenplay,Live Action,Science Fiction,175000,4,94,500,77740,1321194,1526120,781585,2102779,tt1549572,2011-07-22 00:00:00,2011,0
568,"Sep 27, 2013","Sep 27, 2013",Baggage Claim,Fox Searchlight,Romantic Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,8500000,2027,2030,7533,9031102,21569509,24302176,1316327,22885836,tt1171222,2013-09-27 00:00:00,2013,0
860,"Sep 22, 2017","Sep 22, 2017",Battle of the Sexes,Fox Searchlight,Drama,Based on Real Life Events,Live Action,Dramatization,25000000,21,1822,5679,518332,12638526,12906229,5806853,18445379,tt4622512,2017-09-22 00:00:00,2017,0
