,tconst,title,released_date,actor,dombox,adj_dombox,CRev,WICAR
3991,tt7329656,47 Meters Down: Uncaged,2019-08-16 00:00:00, Corinne Foxx,22260900,22260900,0,0
6131,tt3262990,Brotherly Love,2015-04-24 00:00:00, Cory Hardrict,478595,520032,0,0
2870,tt2386203,Captive,2013-05-14 00:00:00, Cory Rempel,2583301,2807000,0,0
4209,tt1477076,Saw 3D,2010-10-29 00:00:00, Costas Mandylor,45710178,53067828,0,0
6953,tt2190098,The Beguiled,2012-09-01 00:00:00, Coty Galloway,10576669,10800693,0,0
4758,tt1262416,Scream 4,2011-04-15 00:00:00, Courteney Cox,38180928,44103064,0,0
7283,tt7545524,Ben Is Back,2018-12-05 00:00:00, Courtney B. Vance,3703182,3716963,0,0
5973,tt3713166,Unfriended,2015-04-17 00:00:00, Courtney Halverson,32789645,35629084,0,0
2015,tt1719676,Vamps,2010-10-27 00:00:00, Courtney Kidd,3361,3866,0,0
1934,tt4851420,Gone,2016-06-30 00:00:00, Courtney Yancey,11682205,13443335,0,0
5785,tt3882558,Blood Ties,, Craig Cooke,42472,47614,0,0
38,tt1449283,Winnie the Pooh,2011-07-15 00:00:00, Craig Ferguson,26692846,30833091,0,0
3073,tt2495778,Nerve,2013-06-12 00:00:00, Craig Hall,38583626,40858491,0,0
4434,tt1231587,Hot Tub Time Machine,2010-03-26 00:00:00, Craig Robinson,50269859,58361456,0,0
6023,tt2637294,Hot Tub Time Machine 2,2015-02-20 00:00:00, Craig Robinson,12314651,13381038,12314651,1149422.412
3556,tt1412528,Table 19,2017-03-03 00:00:00, Craig Robinson,3614896,3691462,15929547,1269008.803
3434,tt4030600,The Bye Bye Man,2017-01-13 00:00:00, Cressida Bonas,22395806,22870184,0,0
4185,tt9419056,The Unholy,2021-04-02 00:00:00, Cricket Brown,15530440,15530440,0,0
4765,tt5132504,Paul,, Crista Alfaiate,37412945,43215964,0,0
13,tt3606752,Cars 3,2017-06-16 00:00:00, Cristela Alonzo,152901115,156139821,0,0
7160,tt6063050,Acrimony,2018-03-30 00:00:00, Crystle Stewart,43549096,43788116,0,0
4868,tt1258972,The Man with the Iron Fists,2012-11-02 00:00:00, Cung Le,15634090,17990982,0,0
3453,tt8680408,The Circle,2016-08-20 00:00:00, Curtis Deterding,20497844,20932020,0,0
7213,tt6628394,Bad Times at the El Royale,2018-10-12 00:00:00, Cynthia Erivo,17839115,17937020,0,0
2065,tt2221640,Now You See Me,, Cynthia Gower,117723989,132638586,0,0
5792,tt2076215,Happy Christmas,2011-11-04 00:00:00, Cynthia Jenkin,30312,33984,0,0
3477,tt1691916,Before I Fall,2017-03-03 00:00:00, Cynthy Wu,12241072,12500359,0,0
3207,tt8876488,Dorcha,2021-05-03 00:00:00, Cyril Blake,10753574,11387593,0,0
7743,tt9278312,Spiral,2021-09-15 00:00:00, Cécile Fisera,23216862,23216862,0,0
1260,tt1212419,Hereafter,2010-10-22 00:00:00, Cécile de France,32746941,38017792,0,0
6727,tt3315342,Logan,2017-03-03 00:00:00, Dafne Keen,226277068,231070004,0,0
4627,tt1562568,Higher Ground,2012-03-01 00:00:00, Dagmara Dominczyk,841056,971510,0,0
1083,tt2363363,Robin Hood,2013-10-03 00:00:00, Dagny Dewath,105487148,122466699,0,0
1086,tt2363363,Robin Hood,2013-10-03 00:00:00, Dagny Dewath,30824628,30992814,30824628,5199731.349
1089,tt2363363,Robin Hood,2013-10-03 00:00:00, Dagny Dewath,105487148,122466699,136311776,21418872.78
1092,tt2363363,Robin Hood,2013-10-03 00:00:00, Dagny Dewath,30824628,30992814,167136404,8793221.9
3811,tt5663182,Every Day,2016-07-23 00:00:00, Daisuke Kurata,6112914,6146461,0,0
4188,tt2076822,Chaos Walking,2021-03-05 00:00:00, Daisy Ridley,13287908,13287908,0,0
4285,tt1017451,The Runaways,2010-04-08 00:00:00, Dakota Fanning,3573673,4148903,0,0
1417,tt0433035,Real Steel,2011-10-07 00:00:00, Dakota Goyo,85463309,98715048,0,0
6272,tt1355683,Black Mass,2015-09-18 00:00:00, Dakota Johnson,62575678,67994442,0,0
7214,tt6628394,Bad Times at the El Royale,2018-10-12 00:00:00, Dakota Johnson,17839115,17937020,17839115,4702082.171
3995,tt4364194,The Peanut Butter Falcon,2019-08-23 00:00:00, Dakota Johnson,20457158,20457158,38296273,12881530.97
4332,tt4540326,Buried,2011-06-25 00:00:00, Dale Pierce Taylor,1044143,1212207,0,0
2871,tt2386203,Captive,2013-05-14 00:00:00, Dalias Blake,2583301,2807000,0,0
3333,tt3604256,Split,2016-09-03 00:00:00, Damien Dempsey,138141585,141067655,0,0
5558,tt1924435,Let's Be Cops,2014-08-13 00:00:00, Damon Wayans Jr.,82390774,92374478,0,0
459,tt0884726,Legends of Oz: Dorothy's Return,2014-05-09 00:00:00, Dan Aykroyd,8462347,9487763,0,0
2496,tt2473602,Get on Up,2014-08-01 00:00:00, Dan Aykroyd,30569935,34274247,30569935,7187830.564
4566,tt0810922,Take Me Home Tonight,2011-03-04 00:00:00, Dan Fogler,6928068,8002652,0,0
201,tt1305591,Mars Needs Moms,2011-03-11 00:00:00, Dan Fogler,21392758,24710923,21392758,2653315.153
358,tt1621039,Free Birds,2013-11-01 00:00:00, Dan Fogler,55750480,62808856,77143238,7028947.106
3615,tt4123430,Fantastic Beasts: The Crimes of Grindelwald,2018-11-16 00:00:00, Dan Fogler,159555901,160416396,236699139,28092666.89
1706,tt8136112,Restless,2018-03-17 00:00:00, Dan Gibbs,163753,189145,0,0
6219,tt1950135,Drunk Wedding,2015-05-22 00:00:00, Dan Gill,3301,3582,0,0
6557,tt3277624,Creative Control,2016-03-11 00:00:00, Dan Gill,63014,66721,63014,17490.50982
5624,tt0365907,A Walk Among the Tombstones,2014-09-19 00:00:00, Dan Stevens,26017685,29170377,0,0
723,tt2771200,Beauty and the Beast,2017-03-17 00:00:00, Dan Stevens,504014165,514690049,504014165,107938326.6
610,tt11052558,The Walk,, Dana Devitt,10161183,11041098,0,0
6791,tt1666185,All Eyez on Me,2017-06-16 00:00:00, Danai Gurira,44922302,45873830,0,0
339,tt1691917,Planes,2013-08-09 00:00:00, Dane Cook,90282580,101720591,0,0
6840,tt2948840,Life,2015-12-04 00:00:00, Dane DeHaan,30234022,30874430,0,0
7013,tt0491203,Tulip Fever,2017-09-01 00:00:00, Dane DeHaan,2455635,2507651,2455635,657365.6637
535,tt4094360,Home,, Dani Gentry,177397510,192759330,0,0
1863,tt1547234,Premium Rush,2012-08-24 00:00:00, Dania Ramirez,20275446,23332041,0,0
4640,tt1686018,Creature,2011-09-09 00:00:00, Daniel Bernhardt,508714,587614,0,0
5319,tt1837703,The Fifth Estate,2013-10-18 00:00:00, Daniel Brühl,3254172,3666446,0,0
5669,tt1972571,A Most Wanted Man,2014-08-01 00:00:00, Daniel Brühl,17237855,19326647,17237855,3242473.313
2785,tt2404425,Woman in Gold,2015-04-10 00:00:00, Daniel Brühl,33307793,36192094,50545648,8270028.171
6014,tt2503944,Burnt,2015-10-30 00:00:00, Daniel Brühl,13651946,14832614,64197594,6056219.029
3459,tt1730768,The Zookeeper's Wife,2017-04-07 00:00:00, Daniel Brühl,17445186,17814698,81642780,6257617.674
105,tt0983193,The Adventures of Tintin,2011-12-21 00:00:00, Daniel Craig,77591831,89512857,0,0
3416,tt5439796,Logan Lucky,2017-08-18 00:00:00, Daniel Craig,27778642,28367036,27778642,3045887.298
6903,tt5776858,Phantom Thread,2018-01-19 00:00:00, Daniel Day-Lewis,21198205,21322831,0,0
7083,tt0804509,La mula,2013-05-10 00:00:00, Daniel Grao,103804407,104249942,0,0
3946,tt11417886,El Prófugo,2021-07-30 00:00:00, Daniel Hendler,35388976,35388976,0,0
6239,tt3300078,The Revenant,2013-02-05 00:00:00, Daniel Judy,183637894,194489215,0,0
4970,tt5798602,The Awakening,, Daniel Mart,95933,110387,0,0
7361,tt8579674,1917,2020-01-10 00:00:00, Daniel Mays,159227644,159227644,0,0
6480,tt4034354,Swiss Army Man,2016-07-01 00:00:00, Daniel Radcliffe,4210454,4458694,0,0
3526,tt5804314,Let There Be Light,2017-11-03 00:00:00, Daniel Roebuck,7233471,7386303,0,0
1854,tt1598828,One for the Money,2012-01-27 00:00:00, Daniel Sunjata,26414527,30396608,0,0
5936,tt2091436,The Gift,2011-05-09 00:00:00, Daniel Wyland,43787265,47579037,0,0
2044,tt0816711,World War Z,2013-06-21 00:00:00, Daniella Kertesz,202706711,228343915,0,0
4491,tt11712502,Drive,2020-05-15 00:00:00, Daniella Ranieri,35060689,40497853,0,0
2251,tt9314862,GetAWAY,2020-12-22 00:00:00, Danielle Carrozza,10501938,11832439,0,0
2956,tt1489889,Central Intelligence,2016-06-17 00:00:00, Danielle Nicolet,127440871,134954729,0,0
707,tt4700756,Believe,2016-12-02 00:00:00, Danielle Nicolet,890303,942747,890303,308919.337
4219,tt0455407,The Crazies,2010-02-26 00:00:00, Danielle Panabaker,39123589,45421051,0,0
259,tt1482459,The Lorax,2012-03-02 00:00:00, Danny DeVito,214030500,246296397,0,0
7046,tt1967614,The Comedian,2017-02-03 00:00:00, Danny DeVito,1658706,1693840,1658706,227343.3564
905,tt3861390,Dumbo,2019-03-29 00:00:00, Danny DeVito,114766307,114766309,116425013,47101400.01
3062,tt4649416,Almost Christmas,2016-11-11 00:00:00, Danny Glover,42065185,44542964,0,0
4440,tt1226273,Edge of Darkness,2010-01-29 00:00:00, Danny Huston,43313890,50285835,0,0
2533,tt1126590,Big Eyes,2014-12-25 00:00:00, Danny Huston,14482031,16079262,14482031,1381198.089
7393,tt6189022,Angel Has Fallen,2019-08-23 00:00:00, Danny Huston,69030436,69030436,83512467,14766389.93
4485,tt1622547,30 Minutes or Less,2011-08-12 00:00:00, Danny McBride,37053924,42801245,0,0
657,tt1985949,Angry Birds,2016-05-20 00:00:00, Danny McBride,107509366,113848064,107509366,12224342.79
5369,tt11006048,On the Road,2020-04-12 00:00:00, Danny Puno,720828,812144,0,0
1925,tt2911578,Gone,2013-01-29 00:00:00, Dante Gonzalez-Abreu,11682205,13443335,0,0
3052,tt4685968,Lion,2015-05-14 00:00:00, Darbha Appaji Ambarisha,51739495,53035795,0,0
2458,tt1204977,Ouija,2014-10-24 00:00:00, Daren Kagasoff,50856010,57018481,0,0
7105,tt2355597,Game Night,2012-08-25 00:00:00, Daria Balling,69179066,69558750,0,0
6484,tt1943765,Morgan,2014-01-01 00:00:00, Darra Like Dat Boyd,3915251,4146091,0,0
7535,tt1951077,Anna,, Darren Saul,7743794,7743794,0,0
6215,tt1519461,Area 51,2015-05-15 00:00:00, Darrin Bragg,7556,8207,0,0
494,tt5684194,Cinderella,2016-04-18 00:00:00, Darrio Donner,201151353,218570149,0,0
5412,tt3059814,Redemption,, Daryl Phillipy,36686,41330,0,0
6157,tt3276924,Heist,2015-11-11 00:00:00, Dave Bautista,50136,54475,0,0
3300,tt3896198,Guardians of the Galaxy Vol. 2,2017-05-05 00:00:00, Dave Bautista,389813101,398070004,389813101,104351663.1
7271,tt5834262,Hotel Artemis,2018-06-08 00:00:00, Dave Bautista,6708137,6744948,396521238,45505171.92
545,tt8620056,Home,2019-10-27 00:00:00, Dave Fanning,177397510,192759330,0,0
6307,tt2358925,Unfinished Business,2015-03-06 00:00:00, Dave Franco,10219501,11104466,0,0
3075,tt3531824,Nerve,2016-07-27 00:00:00, Dave Franco,38583626,40858491,38583626,10710808.26
765,tt3014284,The Lego Ninjago Movie,2017-09-22 00:00:00, Dave Franco,59281555,60537240,97865181,23346560.46
6906,tt3521126,The Disaster Artist,2017-12-08 00:00:00, Dave Franco,21120616,21516840,118985797,18376048.83
6134,tt3787742,Brotherly Love,2014-10-29 00:00:00, Dave Polgar,478595,520032,0,0
6205,tt6434368,Trash,2020-10-16 00:00:00, Dave Willis,17484,18998,0,0
421,tt2528814,God's Not Dead,2014-03-21 00:00:00, David A.R. White,60755732,68117809,0,0
684,tt4824308,God's Not Dead 2,2016-04-01 00:00:00, David A.R. White,20773069,21997832,20773069,4613279.737
2255,tt1699755,Peeples,2013-05-10 00:00:00, David Alan Grier,9177065,10339716,0,0
4759,tt1262416,Scream 4,2011-04-15 00:00:00, David Arquette,38180928,44103064,0,0
2517,tt1430612,Brick Mansions,2014-04-25 00:00:00, David Belle,20396829,22868407,0,0
5347,tt13275834,Phantom,2015-01-14 00:00:00, David Bohle,1034589,1165656,0,0
4680,tt4569764,Trust,2015-11-05 00:00:00, David Burgio,120016,138627,0,0
5226,tt14489052,Side Effects,2021-04-05 00:00:00, David Chattam,32172757,36248758,0,0
3718,tt6869948,Truth or Dare,2018-08-07 00:00:00, David Chen,41411015,41638301,0,0
6070,tt2670524,Youth,2015-08-21 00:00:00, David Cunio,2703296,2898526,0,0
6989,tt2728986,Sleight,, David DeLao,3930990,4014251,0,0
2146,tt1815862,After Earth,2013-05-31 00:00:00, David Denman,60522097,68189715,0,0
7485,tt7752126,Brightburn,2019-05-24 00:00:00, David Denman,17259427,17259427,17259427,2895651.348
5350,tt1922685,Phantom,2013-03-01 00:00:00, David Duchovny,1034589,1165656,0,0
5625,tt0365907,A Walk Among the Tombstones,2014-09-19 00:00:00, David Harbour,26017685,29170377,0,0
4161,tt3480822,Black Widow,2021-07-09 00:00:00, David Harbour,175777006,175777006,175777006,36863109.97
2852,tt1810683,Little Boy,2015-04-24 00:00:00, David Henrie,6485961,7047612,0,0
3047,tt2989872,Lion: The Red Pill,, David Huynh,51739495,53035795,0,0
4315,tt2355884,Stone,2012-02-24 00:00:00, David J. Plescia,1810078,2101432,0,0
2750,tt3850590,Krampus,2015-12-04 00:00:00, David Koechner,42725475,46390490,0,0
7623,tt3612126,The Grudge,2020-01-03 00:00:00, David Lawrence Brown,21216148,21216148,0,0
3948,tt13726852,The Intruder,2020-07-13 00:00:00, David Lussier,35388976,35388976,0,0
3201,tt1878841,The Darkness,2016-05-13 00:00:00, David Mazouz,10753574,11387593,0,0
1812,tt0485985,Red Tails,2012-01-20 00:00:00, David Oyelowo,49876377,57395424,0,0
4942,tt1211890,Middle of Nowhere,2014-09-01 00:00:00, David Oyelowo,236806,272501,236806,36574.4651
5698,tt2937898,A Most Violent Year,2015-01-30 00:00:00, David Oyelowo,5749134,6256866,5985940,1319830.126
2873,tt3268668,Captive,2015-09-18 00:00:00, David Oyelowo,2583301,2807000,8569241,1081823.757
689,tt4341582,Queen of Katwe,2016-09-30 00:00:00, David Oyelowo,8874389,9396960,17443630,2746950.289
4667,tt10524364,Amigo,2020-11-30 00:00:00, David Pareja,184705,213327,0,0
7736,tt8405708,Spiral,2019-06-01 00:00:00, David Steen,23216862,23216862,0,0
1738,tt0443272,Lincoln,2012-11-16 00:00:00, David Strathairn,182207973,208759258,0,0
4516,tt2698966,Oliver's Deal,2016-07-08 00:00:00, David Strathairn,31177548,36013401,31177548,4833636.86
7751,tt9770150,Nomadland,2021-02-19 00:00:00, David Strathairn,2180000,2180000,33357548,2298228.526
4538,tt1438176,Fright Night,2011-08-19 00:00:00, David Tennant,18298649,21136892,0,0
1631,tt1521197,Anonymous,2011-10-28 00:00:00, David Thewlis,4463292,5155578,0,0
1426,tt1568911,War Horse,2011-12-25 00:00:00, David Thewlis,79883359,92102170,79883359,9889395.201
6149,tt3319920,Regression,2015-10-02 00:00:00, David Thewlis,55039,58276,79938398,1068123.062
4630,tt1235170,The Future,2011-08-17 00:00:00, David Warshofsky,568662,656864,0,0
147,tt1219342,Legend of the Guardians: The Owls of Ga'Hoole,2010-09-24 00:00:00, David Wenham,55675313,64636258,0,0
6571,tt9687560,The Land,, Davis DeRock,43756,46331,0,0
2555,tt2718492,Ida,2013-10-25 00:00:00, Dawid Ogrodnik,3827060,4286559,0,0
5947,tt4420962,The Gift,, Dawn Bradfield,43787265,47579037,0,0
2675,tt1901018,The Visit,, Dax Richardson,65206105,70852664,0,0
6915,tt0493405,CHIPS,2017-03-24 00:00:00, Dax Shepard,18600152,18994139,0,0
213,tt1604171,Prom,2011-04-29 00:00:00, DeVaughn Nixon,10130219,11701488,0,0
2091,tt8826828,Oblivion,, Dean Bruggeman,89107235,100396339,0,0
990,tt6811018,The Kid Who Would Be King,2019-01-25 00:00:00, Dean Chaumoo,16790790,16790790,0,0
3873,tt2249232,Glass,2012-08-31 00:00:00, Dean England,111048468,111048468,0,0
2682,tt3567288,The Visit,2015-09-11 00:00:00, Deanna Dunagan,65206105,70852664,0,0
6430,tt2180419,Jackie,, Deanne Destler,13960394,14500509,0,0
609,tt11052558,The Walk,, Debby Gerber,10161183,11041098,0,0
3814,tt7026672,Every Day,2018-02-23 00:00:00, Debby Ryan,6112914,6146461,0,0
4180,tt9844522,Escape Room: Tournament of Champions,2021-07-16 00:00:00, Deborah Ann Woll,23701661,23701661,0,0
2300,tt1673697,The Sapphires,2012-08-09 00:00:00, Deborah Mailman,2450867,2761364,0,0
3771,tt7668870,Searching,2018-08-31 00:00:00, Debra Messing,26015149,26157928,0,0
4633,tt1618430,Dum Maaro Dum,2011-04-22 00:00:00, Deepika Padukone,564489,652036,0,0
3386,tt1293847,xXx: Return of Xander Cage,2017-01-20 00:00:00, Deepika Padukone,44898413,45849437,44898413,4923045.811
4973,tt6727960,The Awakening,2013-03-08 00:00:00, Deleke Aroleye,95933,110387,0,0
7680,tt3547306,Cut Throat City,2020-08-21 00:00:00, Demetrius Shipp Jr.,855894,855894,0,0
5754,tt2402105,Dom Hemingway,2013-11-15 00:00:00, Demián Bichir,523511,586945,0,0
3546,tt1366338,Lowriders,2017-04-28 00:00:00, Demián Bichir,6179955,6310855,6179955,1058785.775
4189,tt2076822,Chaos Walking,2021-03-05 00:00:00, Demián Bichir,13287908,13287908,19467863,5876405.77
7565,tt3444266,Don't Let Go,, Denis Delahunt,5215062,5215063,0,0
264,tt1667889,Ice Age: Continental Drift,2012-07-13 00:00:00, Denis Leary,161321843,185638877,0,0
668,tt3416828,Ice Age: Collision Course,2016-07-22 00:00:00, Denis Leary,64063008,67840132,64063008,9105348.384
4299,tt1289419,N-Secure,2010-10-15 00:00:00, Denise Boutte,2595644,3013438,0,0
989,tt6811018,The Kid Who Would Be King,2019-01-25 00:00:00, Denise Gough,16790790,16790790,0,0
1781,tt2215285,Madea's Witness Protection,2012-06-29 00:00:00, Denise Richards,65653242,75550709,0,0
6311,tt3173104,Everything Else: The Warrior's Path,, Denise Saponara,10219501,11104466,0,0
4215,tt1038686,Legion,2010-01-22 00:00:00, Dennis Quaid,40168080,46633661,0,0
158,tt1596346,Soul Surfer,2011-04-08 00:00:00, Dennis Quaid,43853424,50655405,43853424,4351266.157
1471,tt1068242,Footloose,2011-10-14 00:00:00, Dennis Quaid,51802742,59837132,95656166,6892176.772
1950,tt1840417,The Words,2012-09-07 00:00:00, Dennis Quaid,11494838,13227727,107151004,2160358.217
1889,tt1540128,Playing for Keeps,2012-12-07 00:00:00, Dennis Quaid,13103272,15072578,120254276,2312965.546
6095,tt3859076,Truth,2015-10-30 00:00:00, Dennis Quaid,2541854,2761273,122796130,681052.769
762,tt1753383,A Dog's Purpose,2017-01-27 00:00:00, Dennis Quaid,64321890,65684336,187118020,17397288.47
832,tt6450186,I Can Only Imagine,2018-03-16 00:00:00, Dennis Quaid,83482352,83940536,270600372,41507972.9
3826,tt6017942,Kin,2018-08-31 00:00:00, Dennis Quaid,5718096,5749476,276318468,24195813.84
3956,tt6722030,The Intruder,2019-05-03 00:00:00, Dennis Quaid,35388976,35388976,311707444,30507412.4
975,tt8385474,A Dog's Journey,2019-05-17 00:00:00, Dennis Quaid,22782371,22782371,334489815,34105461.37
4249,tt0872230,My Soul to Take,2010-10-08 00:00:00, Denzel Whitaker,14744435,17117750,0,0
7681,tt3547306,Cut Throat City,2020-08-21 00:00:00, Denzel Whitaker,855894,855894,855894,73520.73478
1428,tt3313072,War Horse,2014-02-27 00:00:00, Derek Arnold,79883359,92102170,0,0
6137,tt6096190,Brotherly Love,2018-08-07 00:00:00, Derek Babb,478595,520032,0,0
3237,tt5897002,Denial,2016-06-01 00:00:00, Derek Hallquist,4073448,4313609,0,0
1053,tt1386588,The Other Guys,2010-08-06 00:00:00, Derek Jeter,119219978,138410009,0,0
4828,tt1601913,The Grey,2012-01-27 00:00:00, Dermot Mulroney,51580136,59356031,0,0
2236,tt2357129,Jobs,2013-08-16 00:00:00, Dermot Mulroney,16131410,18175116,16131410,2439422.776
5183,tt1322269,August: Osage County,2014-01-10 00:00:00, Dermot Mulroney,37738810,42314455,53870220,7508454.743
6910,tt2072233,Sleepless,2017-01-13 00:00:00, Dermot Mulroney,20783704,21223940,74653924,6025619.91
5482,tt1783264,Elysium,2010-01-13 00:00:00, Derrick Dean,93050117,104838746,0,0
2382,tt10402572,Unbroken,, Desmond Elliot,115637895,127804753,0,0
5925,tt7785302,Spotlight,, Desmond Elliot,45055776,48461420,45055776,0.00007284077343
1158,tt12757372,RED,2020-08-08 00:00:00, Destiny Gordon,90380162,104922918,0,0
6284,tt1823672,Chappie,2015-03-06 00:00:00, Dev Patel,31569268,34303028,0,0
4655,tt1403177,Hesher,2011-06-25 00:00:00, Devin Brochu,382946,442336,0,0
5768,tt2359024,Blue Ruin,2014-07-09 00:00:00, Devin Ratray,258384,289685,0,0
152,tt1650043,Diary of a Wimpy Kid: Rodrick Rules,2011-03-25 00:00:00, Devon Bostick,52698535,60872459,0,0
292,tt2023453,Diary of a Wimpy Kid: Dog Days,2012-08-03 00:00:00, Devon Bostick,49008662,56396902,49008662,6055571.242
5806,tt2059171,13 Sins,2014-04-11 00:00:00, Devon Graye,9134,10232,0,0
3332,tt3604256,Split,2016-09-03 00:00:00, Dezzie Byrne,138141585,141067655,0,0
4503,tt10650688,Aalukku Paathi 50/50,2019-12-27 00:00:00, Dheena,35016118,40447363,0,0
7413,tt7958736,Ma,2019-05-31 00:00:00, Diana Silvers,45896028,45896028,0,0
3452,tt8680408,The Circle,2016-08-20 00:00:00, Diane Ehlers,20497844,20932020,0,0
1267,tt1126618,Morning Glory,2010-11-10 00:00:00, Diane Keaton,31011732,36002006,0,0
5524,tt1931435,The Big Wedding,2013-04-26 00:00:00, Diane Keaton,21819348,24583663,21819348,2111720.572
2526,tt2465146,And So It Goes,2014-07-25 00:00:00, Diane Keaton,15160801,16997910,36980149,3206063.998
2799,tt2279339,Love the Coopers,2015-11-13 00:00:00, Diane Keaton,26302731,28577414,63282880,6665478.445
1445,tt1401152,Unknown,2011-02-18 00:00:00, Diane Kruger,63686397,73564620,0,0
6655,tt1355631,The Infiltrator,2016-07-13 00:00:00, Diane Kruger,15436808,16346954,15436808,1755240.82
6026,tt3203606,Trumbo,2015-11-27 00:00:00, Diane Lane,7857741,8514898,0,0
