,tconst,title,released_date,actor,dombox,adj_dombox,CRev,WICAR
680,tt2025690,The Finest Hours,2016-01-29 00:00:00, Casey Affleck,27569558,29195045,39292018,5258768.059
3880,tt5144236,Glass,2015-08-01 00:00:00, Casey Manderson,111048468,111048468,0,0
1917,tt2156791,Gone,2011-01-12 00:00:00, Casimiro Cuevas,11682205,13443335,0,0
7471,tt4472010,Black and Blue,2018-10-01 00:00:00, Cassandra Fairbanks,22012729,22012729,0,0
2986,tt5325452,Boo! A Madea Halloween,2016-10-21 00:00:00, Cassi Davis,73206343,77522555,0,0
3375,tt6217804,Tyler Perry's Boo 2! A Madea Halloween,2017-10-20 00:00:00, Cassi Davis,47319572,48321876,47319572,15834112.33
3902,tt7054636,A Madea Family Funeral,2019-03-01 00:00:00, Cassi Davis,73257045,73257045,120576617,36491738.04
2539,tt2467046,Left Behind,2014-10-03 00:00:00, Cassi Thomson,14019924,15718780,0,0
6450,tt4871980,The Perfect Match,2016-03-11 00:00:00, Cassie Ventura,9669521,10239625,0,0
3228,tt3216348,Incarnate,2016-12-02 00:00:00, Catalina Sandino Moreno,4799774,5082765,0,0
5584,tt7480724,Sauvages,2019-01-17 00:00:00, Catarina Wallenstein,37880356,41843311,0,0
1071,tt0955308,Robin Hood,2010-05-14 00:00:00, Cate Blanchett,105487148,122466699,0,0
1074,tt0955308,Robin Hood,2010-05-14 00:00:00, Cate Blanchett,30824628,30992814,30824628,2662262.451
1077,tt0955308,Robin Hood,2010-05-14 00:00:00, Cate Blanchett,105487148,122466699,136311776,10748495.94
1080,tt0955308,Robin Hood,2010-05-14 00:00:00, Cate Blanchett,30824628,30992814,167136404,3585551.222
1492,tt0993842,Hanna,2011-04-08 00:00:00, Cate Blanchett,40259119,46503589,207395523,4302624.383
393,tt1646971,How to Train Your Dragon 2,2014-06-13 00:00:00, Cate Blanchett,177002924,198451253,384398447,21770531.81
485,tt1661199,Cinderella,2015-03-13 00:00:00, Cate Blanchett,201151353,218570149,585549800,50403093.94
3306,tt3501632,Thor: Ragnarok,2017-11-03 00:00:00, Cate Blanchett,315058289,321671601,900608089,97537148.83
3620,tt5164214,Ocean's Eight,2018-06-08 00:00:00, Cate Blanchett,140218711,140988302,1040826800,97700024.66
837,tt2119543,The House with a Clock in Its Walls,2018-09-21 00:00:00, Cate Blanchett,68549695,68912558,1109376495,85305642.32
4135,tt1488589,Pinocchio,2021-01-01 00:00:00, Cate Blanchett,1831718,1831718,1111208213,44614328.48
4270,tt1772252,Conviction,, Catharine Pilafas,6797696,7891871,0,0
5100,tt1656190,Safe,2012-04-27 00:00:00, Catherine Chan,17142080,19726307,0,0
4674,tt1529572,Trust,2011-04-28 00:00:00, Catherine Keener,120016,138627,0,0
2231,tt2390361,Enough Said,2013-10-11 00:00:00, Catherine Keener,17550872,19774104,17550872,2123228.25
300,tt1142977,Frankenweenie,2012-10-05 00:00:00, Catherine O'Hara,35287788,40599025,0,0
5528,tt1235522,Broken City,2013-01-18 00:00:00, Catherine Zeta-Jones,19701164,22197126,0,0
4479,tt6598256,No Strings Attached,, Cathy Salvodon,70662220,81622443,0,0
726,tt9173998,Beauty and the Beast,2018-11-15 00:00:00, Caye Duran,504014165,514690049,0,0
5666,tt2828996,A Haunted House 2,2014-04-18 00:00:00, Cedric the Entertainer,17329487,19429386,0,0
7286,tt6053438,First Reformed,2018-05-18 00:00:00, Cedric the Entertainer,3448256,3467179,3448256,727120.1374
7644,tt10919380,Freaky,2020-11-13 00:00:00, Celeste O'Connor,9030855,9030855,0,0
4007,tt5125894,Poms,2019-05-10 00:00:00, Celia Weston,13631124,13631124,0,0
7092,tt7959026,The Mule,2018-12-14 00:00:00, Cesar De León,103804407,104249942,0,0
2152,tt2609758,A Madea Christmas,2013-12-13 00:00:00, Chad Michael Murray,52543354,59187349,0,0
2498,tt2223990,Draft Day,2014-04-11 00:00:00, Chadwick Boseman,28842237,32337191,0,0
3952,tt1773741,The Intruder,2011-03-02 00:00:00, Chaiwat Boonsungnuern,35388976,35388976,0,0
6138,tt6096190,Brotherly Love,2018-08-07 00:00:00, Chance McKee,478595,520032,0,0
5213,tt7069784,The Family,, Chance Tanner,36918811,41596091,0,0
4877,tt10300710,Hit & Run,2019-06-04 00:00:00, Chandra Liow,13749300,15822050,0,0
1759,tt1606389,The Vow,2012-02-10 00:00:00, Channing Tatum,125014030,143860365,0,0
5018,tt1232829,21 Jump Street,2012-03-16 00:00:00, Channing Tatum,138447667,159319166,138447667,21383456.49
5228,tt2053463,Side Effects,2013-02-08 00:00:00, Channing Tatum,32172757,36248758,170620424,7735264.888
2058,tt1583421,G.I. Joe: Retaliation,2013-03-28 00:00:00, Channing Tatum,122523060,138045661,293143484,24457980.82
436,tt2262227,The Book of Life,2014-10-17 00:00:00, Channing Tatum,50151543,56199980,343295027,13532160.31
5683,tt1100089,Foxcatcher,2015-01-16 00:00:00, Channing Tatum,12096300,13418429,355391327,5651948.227
4088,tt7798646,The Photograph,2020-02-14 00:00:00, Chanté Adams,20578185,20578185,0,0
870,tt9204088,Dog Days,2018-10-22 00:00:00, Charles Aaron Salazar,6809080,6846450,0,0
2298,tt2051894,Home Run,2013-04-19 00:00:00, Charles Henry Wyson,2859955,3222277,0,0
4049,tt6423362,The Sun Is Also a Star,2019-05-17 00:00:00, Charles Melton,4950029,4950029,0,0
4216,tt1038686,Legion,2010-01-22 00:00:00, Charles S. Dutton,40168080,46633661,0,0
4737,tt1499658,Horrible Bosses,2011-07-08 00:00:00, Charlie Day,117538559,135769630,0,0
5840,tt2170439,Horrible Bosses 2,2014-11-26 00:00:00, Charlie Day,54445357,60994984,54445357,6549286.538
6815,tt3401882,Fist Fight,2017-02-17 00:00:00, Charlie Day,32187017,32868791,86632374,8266570.014
3218,tt2582500,Shut In,2016-11-11 00:00:00, Charlie Heaton,6900335,7307069,0,0
4077,tt4682266,The New Mutants,2020-08-28 00:00:00, Charlie Heaton,23855569,23855569,23855569,7816992.85
4981,tt1667310,Deadfall,2012-11-09 00:00:00, Charlie Hunnam,66351,76275,0,0
2074,tt1663662,Pacific Rim,2013-07-12 00:00:00, Charlie Hunnam,101802906,114700439,101802906,15394832.32
7615,tt8367814,The Gentlemen,2020-01-24 00:00:00, Charlie Hunnam,36471796,36471796,138274702,8701776.266
1918,tt2156791,Gone,2011-01-12 00:00:00, Charlie Kanter,11682205,13443335,0,0
2187,tt0795461,Scary Movie 5,2013-04-12 00:00:00, Charlie Sheen,32015787,36071906,0,0
1264,tt1438254,Charlie St. Cloud,2010-07-30 00:00:00, Charlie Tahan,31206263,36229321,0,0
3717,tt6869948,Truth or Dare,2018-08-07 00:00:00, Charline Chavarria,41411015,41638301,0,0
1744,tt1735898,Snow White and the Huntsman,2012-06-01 00:00:00, Charlize Theron,155136755,178524205,0,0
5849,tt2557490,A Million Ways to Die in the West,2014-05-30 00:00:00, Charlize Theron,42720965,47897677,42720965,6428717.383
6244,tt1392190,Mad Max: Fury Road,2015-05-15 00:00:00, Charlize Theron,153636354,166482038,196357319,36262013.65
3056,tt2381991,The Huntsman: Winter's War,2016-04-22 00:00:00, Charlize Theron,48003015,50833246,244360334,22831499.75
922,tt1620981,The Addams Family,2019-10-11 00:00:00, Charlize Theron,97864733,97864733,342225067,39549741.55
5939,tt3474788,The Gift,2014-03-08 00:00:00, Charlotte Bradley,43787265,47579037,0,0
4586,tt1527186,Melancholia,2011-05-26 00:00:00, Charlotte Gainsbourg,3030848,3498717,0,0
6970,tt1758810,The Snowman,2017-10-20 00:00:00, Charlotte Gainsbourg,6670765,6812063,6670765,731439.6951
616,tt3488710,The Walk,2015-10-09 00:00:00, Charlotte Le Bon,10161183,11041098,0,0
3497,tt4776998,The Promise,2017-04-21 00:00:00, Charlotte Le Bon,8224288,8398483,8224288,2201611.928
6128,tt4301034,By the Sea,2016-02-04 00:00:00, Cheddy García,538460,585086,0,0
4685,tt5541186,Trust,2018-04-01 00:00:00, Chelsea Bennett,120016,138627,0,0
3559,tt6574272,Phoenix Forgotten,2017-04-21 00:00:00, Chelsea Lopez,3600146,3676403,0,0
4965,tt3599496,The Awakening,2014-07-17 00:00:00, Chelsi Archambeau,95933,110387,0,0
7717,tt13694588,Spiral,2013-08-22 00:00:00, Chen Maimon,23216862,23216862,0,0
6332,tt10467288,Dragon Blade,2018-06-01 00:00:00, Chen Yifan,74070,80480,0,0
5110,tt4273106,The Master,2015-02-24 00:00:00, Cheng Ni,16247159,18690037,0,0
7019,tt11062030,The Wall,2018-07-06 00:00:00, Chennan Nakphoo,1803064,1841252,0,0
1490,tt8983360,The Artist,2018-07-11 00:00:00, Cherry Kiss,44667095,51422774,0,0
7470,tt4472010,Black and Blue,2018-10-01 00:00:00, Cheryl Dorsey,22012729,22012729,0,0
5165,tt12971924,The Call,2020-10-02 00:00:00, Chester Rushing,51872378,58444153,0,0
6883,tt2416192,The House,2013-04-12 00:00:00, Chi Chi Navarro,25584504,26126427,0,0
1586,tt12211406,One Day,2020-05-08 00:00:00, Chi Mun Liew,13843771,15991033,0,0
841,tt5758778,Skyscraper,2018-07-13 00:00:00, Chin Han,68420120,68795640,0,0
1280,tt3746918,The Losers,2014-05-09 00:00:00, Chin-Yu Pan,23591432,27388785,0,0
3839,tt3576728,Bilal: A New Breed of Hero,2018-02-02 00:00:00, China Anne McClain,490973,493660,0,0
2715,tt6180144,Joy,2016-12-09 00:00:00, Chinkhuslen Byambasuren,56451232,60561945,0,0
1056,tt0944835,Salt,2010-07-23 00:00:00, Chiwetel Ejiofor,118311368,137355153,0,0
6433,tt1712261,Triple 9,2016-02-26 00:00:00, Chiwetel Ejiofor,12639297,13384500,12639297,1149719.795
2937,tt1211837,Doctor Strange,2016-11-04 00:00:00, Chiwetel Ejiofor,232641920,246262634,245281217,81072080.09
4207,tt1250777,Kick-Ass,2010-04-16 00:00:00, Chloë Grace Moretz,48071303,55809013,0,0
4251,tt1228987,Let Me In,2010-10-01 00:00:00, Chloë Grace Moretz,12134935,14088217,12134935,1210168.625
113,tt0970179,Hugo,2011-11-23 00:00:00, Chloë Grace Moretz,73864507,85218888,85999442,7424199.433
5231,tt1650554,Kick-Ass 2,2013-08-16 00:00:00, Chloë Grace Moretz,28795985,32444180,114795427,4280834.645
5831,tt0455944,The Equalizer,2014-09-26 00:00:00, Chloë Grace Moretz,101530738,113827977,216326165,19815370.44
923,tt1620981,The Addams Family,2019-10-11 00:00:00, Chloë Grace Moretz,97864733,97864733,314190898,24679306.43
5825,tt2872732,Lucy,2014-07-25 00:00:00, Choi Min-sik,126573960,141911556,0,0
6343,tt1092634,Shanghai,2015-10-02 00:00:00, Chow Yun-Fat,46425,50444,0,0
7613,tt7651078,The Invisible Man,2018-02-04 00:00:00, Chris Coon,64914050,64914050,0,0
4583,tt1172991,The Company Men,2011-02-11 00:00:00, Chris Cooper,4444612,5133997,0,0
4671,tt1562847,Amigo,2011-07-06 00:00:00, Chris Cooper,184705,213327,184705,22905.81221
99,tt1204342,The Muppets,2011-11-23 00:00:00, Chris Cooper,88625922,102345889,88810627,10991765.65
14,tt3606752,Cars 3,2017-06-16 00:00:00, Chris Cooper,152901115,156139821,241711742,17945617.47
929,tt3224458,A Beautiful Day in the Neighborhood,2019-11-22 00:00:00, Chris Cooper,61696436,61696436,303408178,32621385.1
297,tt0383010,The Three Stooges,2012-04-13 00:00:00, Chris Diamantopoulos,44338224,51022372,0,0
4546,tt0770703,What's Your Number?,2011-09-30 00:00:00, Chris Evans,14011084,16184300,0,0
1716,tt0848228,The Avengers,2012-05-04 00:00:00, Chris Evans,623357910,717331462,623357910,77022879.24
5336,tt1491044,The Iceman,2013-05-02 00:00:00, Chris Evans,1930282,2174831,625288192,10629736.73
2598,tt2395427,Avengers: Age of Ultron,2015-05-01 00:00:00, Chris Evans,459005868,498753701,1084294060,85460359.62
3841,tt4154796,Avengers: Endgame,2019-04-26 00:00:00, Chris Evans,858373000,858373002,1942667060,247420252.7
3862,tt8946378,Knives Out,2019-11-27 00:00:00, Chris Evans,165364060,165364060,2108031120,264181960.2
5515,tt4912936,Rush,2015-02-12 00:00:00, Chris Fleming,26947624,30361644,0,0
4392,tt1106860,Ca$h,2010-03-26 00:00:00, Chris Hemsworth,46488,53971,0,0
4839,tt1259521,The Cabin in the Woods,2012-04-13 00:00:00, Chris Hemsworth,42073277,48415977,42073277,4158900.756
1743,tt1735898,Snow White and the Huntsman,2012-06-01 00:00:00, Chris Hemsworth,155136755,178524205,197210032,24519311.4
5504,tt1979320,Rush,2013-09-27 00:00:00, Chris Hemsworth,26947624,30361644,224157656,7365997.144
3577,tt4154756,Avengers: Infinity War,2018-04-27 00:00:00, Chris Hemsworth,678815482,682541141,902973138,115747210.8
5899,tt7326798,Sisters,2018-05-27 00:00:00, Chris Linnat-Scott,87044645,93534326,0,0
6823,tt1458169,Kidnap,2017-08-04 00:00:00, Chris McGinn,30718107,31368768,0,0
2009,tt1769363,The Giant Mechanical Man,2012-04-27 00:00:00, Chris Messina,7396,8510,0,0
411,tt1911658,Penguins of Madagascar,2014-11-26 00:00:00, Chris Miller,83350911,93128575,0,0
5212,tt7069784,The Family,, Chris Moller,36918811,41596091,0,0
161,tt1287468,Cats & Dogs: The Revenge of Kitty Galore,2010-07-30 00:00:00, Chris O'Donnell,43585753,50601461,0,0
1169,tt0477080,Unstoppable,2010-11-12 00:00:00, Chris Pine,81562942,94679308,0,0
1802,tt1596350,This Means War,2012-02-17 00:00:00, Chris Pine,54760791,63016183,54760791,5413048.902
397,tt2180411,Into the Woods,2014-12-25 00:00:00, Chris Pine,128002372,142229088,182763163,19816192.17
3284,tt0451279,Wonder Woman,2017-06-02 00:00:00, Chris Pine,412563408,421302210,595326571,92509233.94
4070,tt7126948,Wonder Woman 1984,2020-12-25 00:00:00, Chris Pine,46530051,46530051,641856622,56950491.11
4319,tt1421051,Somewhere,2011-01-21 00:00:00, Chris Pontius,1785645,2065131,0,0
7277,tt6495770,Action Point,2018-06-01 00:00:00, Chris Pontius,5059608,5087382,5059608,546253.4828
4850,tt1195478,The Five-Year Engagement,2012-04-27 00:00:00, Chris Pratt,28700285,33026957,0,0
5034,tt1790885,Zero Dark Thirty,2013-01-11 00:00:00, Chris Pratt,95720716,107953705,95720716,14489301.01
2192,tt2387559,Delivery Man,2013-11-22 00:00:00, Chris Pratt,30659817,34539759,126380533,8225711.301
2974,tt2404435,The Magnificent Seven,2016-09-23 00:00:00, Chris Pratt,93432655,98940934,219813188,17979579.56
2971,tt1355644,Passengers,2016-12-21 00:00:00, Chris Pratt,100014699,104225320,319827887,40044101.49
7590,tt4975920,The Kid,2019-03-08 00:00:00, Chris Pratt,1508593,1508593,321336480,13615986.93
1010,tt7146812,Onward,2020-03-06 00:00:00, Chris Pratt,61555145,61555145,382891625,48109524.44
256,tt1277953,Madagascar 3: Europe's Most Wanted,2012-06-08 00:00:00, Chris Rock,216391482,249013308,0,0
2050,tt2191701,Grown Ups 2,2013-07-12 00:00:00, Chris Rock,133668525,150603151,133668525,20213612.76
5101,tt1656190,Safe,2012-04-27 00:00:00, Chris Sarandon,17142080,19726307,0,0
7629,tt3206146,Unhinged,2014-10-31 00:00:00, Chrissy Hübler,20831465,20831465,0,0
4200,tt0964517,The Fighter,2010-12-17 00:00:00, Christian Bale,93617009,108409333,0,0
3498,tt4776998,The Promise,2017-04-21 00:00:00, Christian Bale,8224288,8398483,8224288,721424.1964
3868,tt1950186,Ford v Ferrari,2019-11-15 00:00:00, Christian Bale,117624357,117624357,125848645,48474431.98
539,tt5923662,Home,, Christian Convery,177397510,192759330,0,0
2634,tt1632705,Creed,, Christian Delevante,109767581,118986028,0,0
2560,tt1777595,50 to 1,2014-03-21 00:00:00, Christian Kane,1069454,1199044,0,0
5534,tt1308729,Bullet to the Head,2013-02-01 00:00:00, Christian Slater,9489829,10692102,0,0
2959,tt0918940,The Legend of Tarzan,2016-07-01 00:00:00, Christian Stevens,126643061,134109875,0,0
1238,tt1126591,Burlesque,2010-11-24 00:00:00, Christina Aguilera,39440655,45779152,0,0
4753,tt0480687,Hall Pass,2011-02-25 00:00:00, Christina Applegate,45060734,52049978,0,0
2055,tt1229340,Anchorman 2: The Legend Continues,2013-12-18 00:00:00, Christina Applegate,127413176,143452488,127413176,15403093.61
6278,tt1524930,Vacation,2015-07-29 00:00:00, Christina Applegate,58884188,63983287,186297364,13318824.55
2249,tt7371048,Getaway,2017-12-31 00:00:00, Christina Christensen,10501938,11832439,0,0
1241,tt1586713,Burlesque,2010-08-26 00:00:00, Christina Hallett,39440655,45779152,0,0
6530,tt1974419,The Neon Demon,2016-06-24 00:00:00, Christina Hendricks,1333124,1411721,0,0
1903,tt1758741,People Like Us,, Christina Norris,12431792,14305923,0,0
4606,tt1411664,Bucky Larson: Born to Be a Star,2011-09-09 00:00:00, Christina Ricci,2529395,2921719,0,0
7755,tt7826276,Profile,2021-05-14 00:00:00, Christine Adams,1744740,1744740,0,0
3236,tt5897002,Denial,2016-06-01 00:00:00, Christine David Hallquist,4073448,4313609,0,0
3915,tt5748392,Escape Room,2018-06-08 00:00:00, Christine Donlon,57000756,57100848,0,0
5957,tt8474974,The Gift,2018-05-24 00:00:00, Christine Hakim,43787265,47579037,0,0
1414,tt0990407,The Green Hornet,2011-01-14 00:00:00, Christoph Waltz,98780042,114101531,0,0
1454,tt1067583,Water for Elephants,2011-04-22 00:00:00, Christoph Waltz,58709717,67816014,58709717,7281689.057
4600,tt1692486,Carnage,2011-11-18 00:00:00, Christoph Waltz,2546747,2932189,61256464,1096706.805
5015,tt1853728,Django Unchained,2012-12-25 00:00:00, Christoph Waltz,162805434,185988817,224061898,20088155.16
2532,tt1126590,Big Eyes,2014-12-25 00:00:00, Christoph Waltz,14482031,16079262,238543929,4854308.559
2610,tt2379713,Spectre,2015-11-06 00:00:00, Christoph Waltz,200074175,217317574,438618104,46592820.79
6897,tt1389072,Downsizing,2017-12-22 00:00:00, Christoph Waltz,24449754,24853260,463067858,18729161.4
3896,tt0437086,Alita: Battle Angel,2019-02-14 00:00:00, Christoph Waltz,85838210,85838210,548906068,42830795.33
6934,tt4695012,It Comes at Night,2017-06-09 00:00:00, Christopher Abbott,13985117,14281338,0,0
6512,tt3060600,Elle,2013-10-12 00:00:00, Christopher Brancato,2339735,2423901,0,0
4114,tt9173418,Brahms: The Boy II,2020-02-21 00:00:00, Christopher Convery,12611536,12611536,0,0
3326,tt2660118,Split,2016-08-02 00:00:00, Christopher Guetig,138141585,141067655,0,0
4535,tt0881320,Sanctum,2011-02-04 00:00:00, Christopher James Baker,23209310,26809241,0,0
6500,tt3566920,The Other Side of the Door,, Christopher John Karr,3000342,3177238,0,0
228,tt1531663,Everything Must Go,2011-10-14 00:00:00, Christopher Jordan Wallace,2712131,3132793,0,0
6554,tt4254584,Kicks,2016-09-09 00:00:00, Christopher Jordan Wallace,150191,159045,150191,17077.32684
412,tt1911658,Penguins of Madagascar,2014-11-26 00:00:00, Christopher Knights,83350911,93128575,0,0
6211,tt3453052,10 Days in a Madhouse,2015-11-11 00:00:00, Christopher Lambert,14616,15874,0,0
114,tt0970179,Hugo,2011-11-23 00:00:00, Christopher Lee,73864507,85218888,0,0
4890,tt1748227,The Collection,2012-11-30 00:00:00, Christopher McDonald,6810754,7837498,0,0
4158,tt1199588,Black Widow,, Christopher McDonald,175777006,175777006,175777006,23592390.38
6553,tt4254584,Kicks,2016-09-09 00:00:00, Christopher Meyer,150191,159045,0,0
57,tt0892769,How to Train Your Dragon,2010-03-26 00:00:00, Christopher Mintz-Plasse,217581232,252603809,0,0
286,tt1623288,ParaNorman,2012-08-17 00:00:00, Christopher Mintz-Plasse,56003051,64445720,56003051,5535845.195
5232,tt1650554,Kick-Ass 2,2013-08-16 00:00:00, Christopher Mintz-Plasse,28795985,32444180,84799036,5097592.691
4465,tt1778304,Paranormal Activity 3,2011-10-21 00:00:00, Christopher Nicholas Smith,104028807,120164324,0,0
4571,tt1532503,Beginners,2011-06-09 00:00:00, Christopher Plummer,5790894,6689099,0,0
4741,tt1568346,The Girl with the Dragon Tattoo,2011-12-21 00:00:00, Christopher Plummer,102515793,118212411,102515793,12692960.98
2576,tt2113659,Elsa & Fred,2014-11-07 00:00:00, Christopher Plummer,67657,74920,102583450,1370940.781
6894,tt5294550,All the Money in the World,2017-12-25 00:00:00, Christopher Plummer,25106325,25443613,127689775,5623419.509
696,tt2950418,Greater,2016-08-26 00:00:00, Christopher Severio,2000093,2118012,0,0
6304,tt2126400,Unfinished Business,, Christopher Viverito,10219501,11104466,0,0
4614,tt1416801,Kill the Irishman,2012-05-11 00:00:00, Christopher Walken,1188194,1372489,0,0
2729,tt2949588,Focus,2014-03-15 00:00:00, Christopher Young,53862963,58527252,0,0
6690,tt3194744,Silence,2014-06-16 00:00:00, Christèle Cervelle,7100177,7262295,0,0
525,tt2821866,Home,2013-02-27 00:00:00, Chuck Beatty,177397510,192759330,0,0
6180,tt6096414,Knock Knock,2017-10-06 00:00:00, Chuk Hell,36336,39480,0,0
5940,tt3474788,The Gift,2014-03-08 00:00:00, Ciarán Charles,43787265,47579037,0,0
1526,tt1161864,The Rite,2011-01-28 00:00:00, Ciarán Hinds,33047633,38173558,0,0
1806,tt1596365,The Woman in Black,2012-02-03 00:00:00, Ciarán Hinds,54333290,62524236,54333290,6713488.721
1808,tt1071875,Ghost Rider: Spirit of Vengeance,2012-02-17 00:00:00, Ciarán Hinds,51774002,59579122,106107292,8897643.594
5346,tt13275834,Phantom,2015-01-14 00:00:00, Cicilia Bohle,1034589,1165656,0,0
1505,tt1637688,In Time,2011-10-28 00:00:00, Cillian Murphy,37553932,43376731,0,0
4987,tt1748179,Red Lights,2012-03-02 00:00:00, Cillian Murphy,49521,56984,49521,6118.61041
6152,tt2494384,Aloft,2015-01-23 00:00:00, Cillian Murphy,53086,57681,102607,8563.038756
2805,tt1390411,In the Heart of the Sea,2015-12-11 00:00:00, Cillian Murphy,25020758,27133349,25123365,7115089.389
4171,tt8332922,A Quiet Place Part II,2021-05-28 00:00:00, Cillian Murphy,159578799,159578799,184702164,43697802.68
6544,tt3139764,Unsullied,2015-08-28 00:00:00, Cindy Karr,510957,541081,0,0
926,tt5814534,Spies in Disguise,2019-12-25 00:00:00, Claire Crosby,66757013,66757013,0,0
1561,tt0479997,Season of the Witch,2011-01-07 00:00:00, Claire Foy,24827228,28678101,0,0
3690,tt1213641,First Man,2018-10-12 00:00:00, Claire Foy,44936545,45169590,44936545,4850047.796
1994,tt1758575,Blue Like Jazz,2012-03-13 00:00:00, Claire Holt,595018,684719,0,0
3388,tt2932536,47 Meters Down,2017-06-16 00:00:00, Claire Holt,44307193,45245692,44307193,6072773.982
5549,tt9702034,Neighbors,, Clare Calbraith,150086800,168273569,0,0
6024,tt2637294,Hot Tub Time Machine 2,2015-02-20 00:00:00, Clark Duke,12314651,13381038,0,0
1161,tt2181948,Red,, Claudia Christian,90380162,104922918,0,0
6144,tt2515030,Escobar: Paradise Lost,2015-06-26 00:00:00, Claudia Traisac,195792,212741,0,0
7051,tt12690902,Personal Shopper,2022-03-31 00:00:00, Claudine Helen,1305195,1332835,0,0
6547,tt4082068,Dheepan,2016-05-13 00:00:00, Claudine Vinasithamby,248795,263460,0,0
140,tt7906260,Toof,2019-04-02 00:00:00, Claudine-Helene Aumord,60022256,69683637,0,0
2212,tt2514592,Mud,2014-05-22 00:00:00, Claudio Miño,21590086,24325360,0,0
4699,tt1334553,The Perfect Host,2011-05-07 00:00:00, Clayne Crawford,48764,56325,0,0
1839,tt1800741,Step Up Revolution,2012-07-27 00:00:00, Cleopatra Coleman,35074677,40362313,0,0
3176,tt1984204,Masterminds,2013-05-28 00:00:00, Clevetta Anthony,17356894,18380245,0,0
1871,tt0763831,A Thousand Words,2012-03-09 00:00:00, Cliff Curtis,18450127,21231552,0,0
4777,tt1448755,Killer Elite,2011-09-23 00:00:00, Clive Owen,25124986,29022049,0,0
3395,tt2239822,Valerian and the City of a Thousand Planets,2017-07-21 00:00:00, Clive Owen,40479370,41336790,40479370,4438504.029
3931,tt1025100,Gemini Man,2019-10-11 00:00:00, Clive Owen,48546770,48546770,89026140,21702768.24
2129,tt1702439,Safe Haven,2013-02-14 00:00:00, Cobie Smulders,71399120,80444760,0,0
2193,tt2387559,Delivery Man,2013-11-22 00:00:00, Cobie Smulders,30659817,34539759,30659817,5794809.973
3023,tt3393786,Jack Reacher: Never Go Back,2016-10-21 00:00:00, Cobie Smulders,58697076,62153192,89356893,11399783.06
6186,tt13734114,Trash,2020-12-30 00:00:00, Coby Cook,17484,18998,0,0
5222,tt10648938,Side Effects,, Cole Kiker,32172757,36248758,0,0
3933,tt6472976,Five Feet Apart,2019-03-15 00:00:00, Cole Sprouse,45729221,45729221,0,0
1496,tt0491152,Something Borrowed,2011-05-06 00:00:00, Colin Egglesfield,39046489,45102878,0,0
7636,tt1023114,The Way Back,2011-01-21 00:00:00, Colin Farrell,13590514,13590514,0,0
4537,tt1438176,Fright Night,2011-08-19 00:00:00, Colin Farrell,18298649,21136892,18298649,2269556.497
3479,tt6000478,"Roman J. Israel, Esq.",2017-11-22 00:00:00, Colin Farrell,11962712,12214347,30261361,1555197.296
4528,tt1340800,Tinker Tailor Soldier Spy,2012-01-06 00:00:00, Colin Firth,24149393,27807223,0,0
5715,tt1726592,Before I Go to Sleep,2014-10-31 00:00:00, Colin Firth,3242457,3635357,3242457,487929.357
6744,tt4649466,Kingsman: The Golden Circle,2017-09-22 00:00:00, Colin Firth,100234838,102357861,103477295,21568325.49
7306,tt2404639,The Happy Prince,2018-10-10 00:00:00, Colin Morgan,464495,467041,0,0
5863,tt11850870,The Interview,2021-06-01 00:00:00, Colin Morgan,6105175,6756700,6105175,3459430.4
7329,tt2924392,Higher Power,2018-05-11 00:00:00, Colm Feore,528,528,0,0
4052,tt3361792,Tolkien,2019-05-10 00:00:00, Colm Meaney,4535154,4535154,0,0
197,tt1407061,Just Wright,2010-05-14 00:00:00, Common,21540363,25007569,0,0
2061,tt1670345,Now You See Me,2013-05-31 00:00:00, Common,117723989,132638586,117723989,11393567.78
7226,tt1846589,Hunter Killer,2018-10-26 00:00:00, Common,15767460,15854000,133491449,4571383.301
7687,tt1833116,The Informer,2019-08-30 00:00:00, Common,300460,300460,133791909,2494383.77
6064,tt13735138,Youth,2020-09-03 00:00:00, Conley Rodgers,2703296,2898526,0,0
6011,tt3316948,American Ultra,2015-08-21 00:00:00, Connie Britton,14439985,15690420,0,0
2493,tt2172934,3 Days to Kill,2014-02-21 00:00:00, Connie Nielsen,30697999,34417830,0,0
7712,tt7888964,Nobody,2021-03-26 00:00:00, Connie Nielsen,27268035,27268035,27268035,5718521.414
7005,tt3352390,Friend Request,2017-09-22 00:00:00, Connor Paolo,3759078,3838700,0,0
7742,tt9278312,Spiral,2021-09-15 00:00:00, Constantin Leu,23216862,23216862,0,0
2698,tt1465490,Joy,2010-04-08 00:00:00, Coosje Smid,56451232,60561945,0,0
6806,tt2133340,The Foreigner,2011-09-04 00:00:00, Cora Deitz,34393507,35122014,0,0
4351,tt7449274,All Good Things,2019-07-29 00:00:00, Corbin Bernsen,582024,674185,0,0
6399,tt1540011,Blair Witch,2016-09-16 00:00:00, Corbin Reid,20777061,22002064,0,0
5879,tt1398426,Straight Outta Compton,2015-08-14 00:00:00, Corey Hawkins,161197785,175156787,0,0
4176,tt1321510,In the Heights,2021-06-11 00:00:00, Corey Hawkins,29852536,29852536,29852536,7825663.197
1303,tt4843358,Remember Me,2017-11-28 00:00:00, Corey Jackson,19068240,22137522,0,0
2620,tt0478970,Ant-Man,2015-07-17 00:00:00, Corey Stoll,180202163,195806853,0,0
