,Unnamed: 0,Released,ReleasedWorldwide,Title,TheatricalDistributor,Genre,Source,ProductionMethod,CreativeType,ProductionBudget,Opening WeekendTheaters,MaximumTheaters,TheatricalEngagements,Opening WeekendRevenue,DomesticBox Office,Infl. Adj. Dom.Box Office,InternationalBox Office,WorldwideBox Office,TitleLower,tconst,titleType,primaryTitle,originalTitle,startYear,endYear,runtimeMinutes,primaryTitleLower
1433,1497,2020,2020,Fantasy Island,Sony Pictures,Horror,Based on TV,Live Action,Contemporary Fiction,7000000.0,2784.0,2784.0,10169.0,12310420.0,26441782.0,26441782.0,22138019.0,48579801.0,fantasy island,tt0983946,movie,Fantasy Island,Fantasy Island,2020.0,\N,109,fantasy island
1434,1498,2020,2020,The New Mutants,20th Century Studios,Horror,Based on Comic/Graphic Novel,Live Action,Super Hero,67000000.0,2412.0,2754.0,20198.0,7037017.0,23855569.0,23855569.0,20756711.0,44612280.0,the new mutants,tt4682266,movie,The New Mutants,The New Mutants,2020.0,\N,94,the new mutants
1435,1499,2020,2020,The Photograph,Universal,Drama,Original Screenplay,Live Action,Contemporary Fiction,15000000.0,2516.0,2516.0,7061.0,12181865.0,20578185.0,20578185.0,126196.0,20704381.0,the photograph,tt13570012,movie,The Photograph,The Photograph,2021.0,\N,95,the photograph
1436,1500,2020,2020,The Photograph,Universal,Drama,Original Screenplay,Live Action,Contemporary Fiction,15000000.0,2516.0,2516.0,7061.0,12181865.0,20578185.0,20578185.0,126196.0,20704381.0,the photograph,tt2150674,movie,The Photograph,Zdjecie,2012.0,\N,80,the photograph
1437,1501,2020,2020,The Photograph,Universal,Drama,Original Screenplay,Live Action,Contemporary Fiction,15000000.0,2516.0,2516.0,7061.0,12181865.0,20578185.0,20578185.0,126196.0,20704381.0,the photograph,tt7798646,movie,The Photograph,The Photograph,2020.0,\N,106,the photograph
1438,1502,2020,2019,Underwater,20th Century Fox,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,65000000.0,2791.0,2791.0,8376.0,7008297.0,17291078.0,17291078.0,21903186.0,39194264.0,underwater,tt5774060,movie,Underwater,Underwater,2020.0,\N,95,underwater
1439,1503,2020,2020,The Turning,Universal,Horror,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,12000000.0,2571.0,2571.0,8051.0,6950045.0,15472775.0,15472775.0,2987964.0,18460739.0,the turning,tt2322641,movie,The Turning,The Turning,2013.0,\N,180,the turning
1440,1504,2020,2020,The Turning,Universal,Horror,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,12000000.0,2571.0,2571.0,8051.0,6950045.0,15472775.0,15472775.0,2987964.0,18460739.0,the turning,tt7510346,movie,The Turning,The Turning,2020.0,\N,94,the turning
1441,1505,2020,2020,Gretel & Hansel,United Artists,Horror,Based on Folk Tale/Legend/Fairytale,Live Action,Historical Fiction,5000000.0,3007.0,3007.0,8719.0,6154007.0,15347654.0,15347654.0,6711557.0,22059211.0,gretel & hansel,tt9086228,movie,Gretel & Hansel,Gretel & Hansel,2020.0,\N,87,gretel & hansel
1442,1506,2020,2020,Monster Hunter,Sony Pictures,Action,Based on Game,Live Action,Science Fiction,60000000.0,1736.0,1817.0,20193.0,2201269.0,15104790.0,15104790.0,29295751.0,44400541.0,monster hunter,tt12240392,movie,Monster Hunter,Monster Hunter,2019.0,\N,\N,monster hunter
1443,1507,2020,2020,Monster Hunter,Sony Pictures,Action,Based on Game,Live Action,Science Fiction,60000000.0,1736.0,1817.0,20193.0,2201269.0,15104790.0,15104790.0,29295751.0,44400541.0,monster hunter,tt13612186,movie,Monster Hunter,Monster Hunter,2020.0,\N,77,monster hunter
1444,1508,2020,2020,Monster Hunter,Sony Pictures,Action,Based on Game,Live Action,Science Fiction,60000000.0,1736.0,1817.0,20193.0,2201269.0,15104790.0,15104790.0,29295751.0,44400541.0,monster hunter,tt6475714,movie,Monster Hunter,Monster Hunter,2020.0,\N,103,monster hunter
1445,1509,2020,2020,News of the World,Universal,Western,Based on Fiction Book/Short Story,Live Action,Historical Fiction,38000000.0,1900.0,1986.0,19649.0,2250430.0,12668325.0,12668325.0,0.0,12668325.0,news of the world,tt6878306,movie,News of the World,News of the World,2020.0,\N,118,news of the world
1446,1510,2020,2020,Brahms: The Boy II,STX Entertainment,Horror,Original Screenplay,Live Action,Contemporary Fiction,10000000.0,2151.0,2151.0,6264.0,5823006.0,12611536.0,12611536.0,6364941.0,18976477.0,brahms: the boy ii,tt9173418,movie,Brahms: The Boy II,Brahms: The Boy II,2020.0,\N,86,brahms: the boy ii
1447,1511,2020,2020,Come Play,Focus Features,Horror,Based on Short Film,Live Action,Contemporary Fiction,9000000.0,2183.0,2213.0,12018.0,3119875.0,10475990.0,10475990.0,2148184.0,12624174.0,come play,tt8004664,movie,Come Play,Come Play,2020.0,\N,96,come play
1448,1512,2020,2020,Impractical Jokers: The Movie,truTV,Comedy,Compilation,Live Action,Contemporary Fiction,3000000.0,357.0,1900.0,4912.0,2607049.0,10466091.0,10466091.0,0.0,10466091.0,impractical jokers: the movie,tt9208444,movie,Impractical Jokers: The Movie,Impractical Jokers: The Movie,2020.0,\N,92,impractical jokers: the movie
1449,1513,2020,2019,Bloodshot,Sony Pictures,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,45000000.0,2861.0,2861.0,2861.0,9176695.0,10021787.0,10021787.0,27299294.0,37321081.0,bloodshot,tt1634106,movie,Bloodshot,Bloodshot,2020.0,\N,109,bloodshot
1450,1514,2020,2020,Bill & Ted Face the Music,United Artists,Comedy,Original Screenplay,Live Action,Science Fiction,25000000.0,1007.0,1007.0,4083.0,1125007.0,3439660.0,3439660.0,2826949.0,6266609.0,bill & ted face the music,tt1086064,movie,Bill & Ted Face the Music,Bill & Ted Face the Music,2020.0,\N,91,bill & ted face the music
1451,1515,2020,2020,Minari,A24,Drama,Original Screenplay,Live Action,Historical Fiction,2000000.0,0.0,912.0,5127.0,0.0,2964816.0,2964816.0,12515544.0,15480360.0,minari,tt10633456,movie,Minari,Minari,2020.0,\N,115,minari
1452,1516,2020,2020,Words on Bathroom Walls,Roadside Attractions,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,9300000.0,924.0,1395.0,6373.0,432968.0,2542518.0,2542518.0,574835.0,3117353.0,words on bathroom walls,tt8045906,movie,Words on Bathroom Walls,Words on Bathroom Walls,2020.0,\N,110,words on bathroom walls
1453,1517,2020,2019,Pinocchio,Roadside Attractions,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Fantasy,13200000.0,786.0,824.0,4859.0,272109.0,1831718.0,1831718.0,24163937.0,25995655.0,pinocchio,tt1488589,movie,Pinocchio,Pinocchio,2021.0,\N,\N,pinocchio
1454,1518,2020,2019,Pinocchio,Roadside Attractions,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Fantasy,13200000.0,786.0,824.0,4859.0,272109.0,1831718.0,1831718.0,24163937.0,25995655.0,pinocchio,tt1693039,movie,Pinocchio,Pinocchio,2012.0,\N,75,pinocchio
1455,1519,2020,2019,Pinocchio,Roadside Attractions,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Fantasy,13200000.0,786.0,824.0,4859.0,272109.0,1831718.0,1831718.0,24163937.0,25995655.0,pinocchio,tt4242112,movie,Pinocchio,Pinocchio,2015.0,\N,96,pinocchio
1456,1520,2020,2019,Pinocchio,Roadside Attractions,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Fantasy,13200000.0,786.0,824.0,4859.0,272109.0,1831718.0,1831718.0,24163937.0,25995655.0,pinocchio,tt4593060,movie,Pinocchio,Pinocchio,2022.0,\N,\N,pinocchio
1457,1521,2020,2019,Pinocchio,Roadside Attractions,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Fantasy,13200000.0,786.0,824.0,4859.0,272109.0,1831718.0,1831718.0,24163937.0,25995655.0,pinocchio,tt5263832,movie,Pinocchio,Pinocchio,2015.0,\N,75,pinocchio
1458,1522,2020,2019,Pinocchio,Roadside Attractions,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Fantasy,13200000.0,786.0,824.0,4859.0,272109.0,1831718.0,1831718.0,24163937.0,25995655.0,pinocchio,tt8333746,movie,Pinocchio,Pinocchio,2019.0,\N,125,pinocchio
1459,1523,2020,2020,All My Life,Universal,Drama,Based on Real Life Events,Live Action,Dramatization,25000000.0,970.0,970.0,2765.0,370315.0,913935.0,913935.0,1101537.0,2015472.0,all my life,tt8305852,movie,All My Life,All My Life,2020.0,\N,91,all my life
1460,1524,2021,2021,Black Widow,Walt Disney,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,200000000.0,4160.0,4275.0,19145.0,80366312.0,175777006.0,175777006.0,176500000.0,352277006.0,black widow,tt10534948,movie,Black Widow,Black Widow,2016.0,\N,\N,black widow
1461,1525,2021,2021,Black Widow,Walt Disney,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,200000000.0,4160.0,4275.0,19145.0,80366312.0,175777006.0,175777006.0,176500000.0,352277006.0,black widow,tt1199588,movie,Black Widow,Black Widow,2010.0,\N,75,black widow
1462,1526,2021,2021,Black Widow,Walt Disney,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,200000000.0,4160.0,4275.0,19145.0,80366312.0,175777006.0,175777006.0,176500000.0,352277006.0,black widow,tt3480822,movie,Black Widow,Black Widow,2021.0,\N,134,black widow
1463,1527,2021,2021,Black Widow,Walt Disney,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,200000000.0,4160.0,4275.0,19145.0,80366312.0,175777006.0,175777006.0,176500000.0,352277006.0,black widow,tt9158074,movie,Black Widow,Black Widow,2017.0,\N,\N,black widow
1464,1528,2021,2021,Black Widow,Walt Disney,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,200000000.0,4160.0,4275.0,19145.0,80366312.0,175777006.0,175777006.0,176500000.0,352277006.0,black widow,tt9272572,movie,Black Widow,Penoza: The Final Chapter,2019.0,\N,116,black widow
1465,1529,2021,2021,A Quiet Place Part II,Paramount Pictures,Horror,Original Screenplay,Live Action,Science Fiction,61000000.0,3726.0,3744.0,27356.0,47547231.0,159578799.0,159578799.0,109047080.0,268625879.0,a quiet place part ii,tt8332922,movie,A Quiet Place Part II,A Quiet Place Part II,2020.0,\N,97,a quiet place part ii
1466,1530,2021,2021,Godzilla vs. Kong,Warner Bros.,Action,Original Screenplay,Live Action,Science Fiction,155000000.0,3064.0,3084.0,27504.0,32200000.0,100563133.0,100563133.0,367300000.0,467863133.0,godzilla vs. kong,tt5034838,movie,Godzilla vs. Kong,Godzilla vs. Kong,2021.0,\N,113,godzilla vs. kong
1467,1531,2021,2021,In the Heights,Warner Bros.,Musical,Based on Musical or Opera,Live Action,Contemporary Fiction,55000000.0,3456.0,3509.0,12587.0,11504710.0,29852536.0,29852536.0,14000000.0,43852536.0,in the heights,tt1321510,movie,In the Heights,In the Heights,2021.0,\N,143,in the heights
1468,1532,2021,2021,Snake Eyes: G.I. Joe Origins,Paramount Pictures,Action,Based on Toy,Live Action,Contemporary Fiction,88000000.0,3521.0,3540.0,9141.0,13367853.0,26757149.0,26757149.0,2955999.0,29713148.0,snake eyes: g.i. joe origins,,,,,,,,
1469,1533,2021,2021,Escape Room: Tournament of Champions,Sony Pictures,Horror,Original Screenplay,Live Action,Contemporary Fiction,15000000.0,2815.0,2815.0,9019.0,8801391.0,23701661.0,23701661.0,10500000.0,34201661.0,escape room: tournament of champions,tt9844522,movie,Escape Room: Tournament of Champions,Escape Room: Tournament of Champions,2021.0,\N,88,escape room: tournament of champions
1470,1534,2021,2021,The Marksman,Open Road,Action,Original Screenplay,Live Action,Contemporary Fiction,23000000.0,1975.0,2018.0,18317.0,3104204.0,15566093.0,15566093.0,5631181.0,21197274.0,the marksman,tt6902332,movie,The Marksman,The Marksman,2021.0,\N,108,the marksman
1471,1535,2021,2021,The Unholy,Sony Pictures,Horror,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,10000000.0,1850.0,2057.0,12519.0,3153456.0,15530440.0,15530440.0,15299045.0,30829485.0,the unholy,tt9419056,movie,The Unholy,The Unholy,2021.0,\N,99,the unholy
1472,1536,2021,2021,Chaos Walking,Lionsgate,Action,Based on Fiction Book/Short Story,Live Action,Science Fiction,100000000.0,1980.0,2132.0,14276.0,3775350.0,13287908.0,13287908.0,12384355.0,25672263.0,chaos walking,tt2076822,movie,Chaos Walking,Chaos Walking,2021.0,\N,109,chaos walking
1473,1537,2021,2021,Voyagers,Lionsgate,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,29000000.0,1972.0,1996.0,6946.0,1379988.0,3149935.0,3149935.0,976119.0,4126054.0,voyagers,tt9664108,movie,Voyagers,Voyagers,2021.0,\N,108,voyagers
1474,1539,2010,2010,Jackass 3D,Paramount Pictures,Documentary,Based on TV,Live Action,Factual,20000000.0,3081.0,3139.0,14677.0,50353641.0,117229692.0,136098657.0,54456101.0,171685793.0,jackass 3d,tt1116184,movie,Jackass 3D,Jackass 3D,2010.0,\N,95,jackass 3d
1475,1540,2010,2010,Black Swan,Fox Searchlight,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,13000000.0,18.0,2407.0,18797.0,1443809.0,106954678.0,123824083.0,224312032.0,331266710.0,black swan,tt0947798,movie,Black Swan,Black Swan,2010.0,\N,108,black swan
1476,1541,2010,2010,The Fighter,Paramount Pictures,Drama,Based on Real Life Events,Live Action,Dramatization,11000000.0,4.0,2534.0,22354.0,300010.0,93617009.0,108409333.0,35645379.0,129262388.0,the fighter,tt0964517,movie,The Fighter,The Fighter,2010.0,\N,116,the fighter
1477,1542,2010,2010,Paranormal Activity 2,Paramount Pictures,Horror,Original Screenplay,Live Action,Contemporary Fiction,3000000.0,3216.0,3239.0,14325.0,40678424.0,84752907.0,98394467.0,92759125.0,177512032.0,paranormal activity 2,tt1536044,movie,Paranormal Activity 2,Paranormal Activity 2,2010.0,\N,91,paranormal activity 2
1478,1543,2010,2010,Kick-Ass,Lionsgate,Black Comedy,Based on Comic/Graphic Novel,Live Action,Contemporary Fiction,28000000.0,3065.0,3065.0,12066.0,19828687.0,48071303.0,55809013.0,49459831.0,97531134.0,kick-ass,tt1250777,movie,Kick-Ass,Kick-Ass,2010.0,\N,117,kick-ass
1479,1544,2010,2010,Saw: The Final Chapter,Lionsgate,Horror,Original Screenplay,Live Action,Contemporary Fiction,17000000.0,2808.0,2808.0,8543.0,24230123.0,45710178.0,53067828.0,88025106.0,133735284.0,saw: the final chapter,tt1477076,movie,Saw: The Final Chapter,Saw 3D,2010.0,\N,90,saw: the final chapter
1480,1545,2010,2010,Death at a Funeral,Sony Pictures,Black Comedy,Remake,Live Action,Contemporary Fiction,21000000.0,2459.0,2459.0,11386.0,16217540.0,42739347.0,49618813.0,6237886.0,48977233.0,death at a funeral,tt1321509,movie,Death at a Funeral,Death at a Funeral,2010.0,\N,92,death at a funeral
1481,1546,2010,2010,Legion,Sony Pictures,Horror,Original Screenplay,Live Action,Fantasy,26000000.0,2476.0,2476.0,10324.0,17501625.0,40168080.0,46633661.0,27479494.0,67647574.0,legion,tt1038686,movie,Legion,Legion,2010.0,\N,100,legion
1482,1547,2010,2010,The Crazies,Overture Films,Horror,Remake,Live Action,Contemporary Fiction,19000000.0,2477.0,2479.0,11004.0,16067552.0,39123589.0,45421051.0,17321945.0,56445534.0,the crazies,tt0455407,movie,The Crazies,The Crazies,2010.0,\N,101,the crazies
1483,1548,2010,2010,For Colored Girls,Lionsgate,Drama,Based on Play,Live Action,Contemporary Fiction,21000000.0,2127.0,2127.0,7081.0,19497324.0,37729698.0,43802470.0,288175.0,38017873.0,for colored girls,tt1405500,movie,For Colored Girls,For Colored Girls,2010.0,\N,134,for colored girls
1484,1549,2010,2010,The American,Focus Features,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,20000000.0,2823.0,2833.0,10238.0,13177790.0,35606376.0,41337688.0,32344347.0,67950723.0,the american,tt1440728,movie,The American,The American,2010.0,\N,105,the american
1485,1550,2010,2010,Love & Other Drugs,20th Century Fox,Drama,Based on Factual Book/Article,Live Action,Contemporary Fiction,30000000.0,2455.0,2458.0,9374.0,9739161.0,32367005.0,37570464.0,70349316.0,102716321.0,love & other drugs,tt0758752,movie,Love & Other Drugs,Love & Other Drugs,2010.0,\N,112,love & other drugs
1486,1551,2010,2010,She's Out of My League,Paramount Pictures,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,20000000.0,2956.0,2958.0,11797.0,9775278.0,32010860.0,37163430.0,16670117.0,48680977.0,she's out of my league,tt0815236,movie,She's Out of My League,She's Out of My League,2010.0,\N,104,she's out of my league
1487,1552,2010,2010,Daybreakers,Lionsgate,Horror,Original Screenplay,Live Action,Science Fiction,20000000.0,2523.0,2523.0,7632.0,15146692.0,30101577.0,34946820.0,21343926.0,51445503.0,daybreakers,,,,,,,,
1488,1553,2010,2010,Brooklyn's Finest,Overture Films,Thriller/Suspense,Remake,Live Action,Contemporary Fiction,17000000.0,1936.0,1939.0,6789.0,13350299.0,27163593.0,31535929.0,12069640.0,39233233.0,brooklyn's finest,,,,,,,,
1489,1554,2010,2010,Machete,20th Century Fox,Action,Original Screenplay,Live Action,Contemporary Fiction,12500000.0,2670.0,2678.0,8468.0,11416164.0,26593646.0,30874247.0,19777324.0,46370970.0,machete,tt0985694,movie,Machete,Machete,2010.0,\N,105,machete
1490,1555,2010,2010,Piranha 3D,Weinstein/Dimension,Horror,Remake,Live Action,Science Fiction,24000000.0,2470.0,2491.0,8117.0,10106872.0,25003155.0,29027738.0,58657005.0,83660160.0,piranha 3d,tt0464154,movie,Piranha 3D,Piranha 3D,2010.0,\N,88,piranha 3d
1491,1556,2010,2010,Faster,CBS Films,Action,Original Screenplay,Live Action,Contemporary Fiction,24000000.0,2454.0,2470.0,8395.0,8523153.0,23240020.0,26978554.0,12552925.0,35792945.0,faster,tt1433108,movie,Faster,Faster,2010.0,\N,98,faster
1492,1557,2010,2010,The Kids Are All Right,Focus Features,Comedy,Original Screenplay,Live Action,Contemporary Fiction,4000000.0,7.0,994.0,4519.0,491971.0,20811365.0,24161222.0,15464104.0,36275469.0,the kids are all right,tt0842926,movie,The Kids Are All Right,The Kids Are All Right,2010.0,\N,106,the kids are all right
1493,1558,2010,2010,127 Hours,Fox Searchlight,Drama,Based on Real Life Events,Live Action,Dramatization,18000000.0,4.0,916.0,4992.0,264851.0,18335230.0,21240263.0,41881941.0,60217171.0,127 hours,tt1542344,movie,127 Hours,127 Hours,2010.0,\N,94,127 hours
1494,1559,2010,2010,Splice,Warner Bros.,Horror,Original Screenplay,Animation/Live Action,Science Fiction,30000000.0,2450.0,2450.0,6698.0,7385277.0,17010170.0,19748181.0,11532324.0,28542494.0,splice,,,,,,,,
1495,1560,2010,2010,Youth in Revolt,Weinstein/Dimension,Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,18000000.0,1873.0,1873.0,5055.0,6888334.0,15285588.0,17745998.0,4400000.0,19685588.0,youth in revolt,,,,,,,,
1496,1561,2010,2010,My Soul to Take,Universal,Horror,Original Screenplay,Live Action,Contemporary Fiction,25000000.0,2572.0,2572.0,7503.0,6842220.0,14744435.0,17117750.0,1983035.0,16727470.0,my soul to take,tt0872230,movie,My Soul to Take,My Soul to Take,2010.0,\N,107,my soul to take
1497,1562,2010,2010,Case 39,Paramount Vantage,Horror,Original Screenplay,Live Action,Fantasy,27000000.0,2211.0,2212.0,7219.0,5350570.0,13261851.0,15396522.0,15511976.0,28773827.0,case 39,,,,,,,,
1498,1563,2010,2010,Let Me In,Overture Films,Thriller/Suspense,Remake,Live Action,Fantasy,20000000.0,2021.0,2042.0,6530.0,5147479.0,12134935.0,14088217.0,16135464.0,28270399.0,let me in,tt1228987,movie,Let Me In,Let Me In,2010.0,\N,116,let me in
1499,1564,2010,2010,Let Me In,Overture Films,Thriller/Suspense,Remake,Live Action,Fantasy,20000000.0,2021.0,2042.0,6530.0,5147479.0,12134935.0,14088217.0,16135464.0,28270399.0,let me in,tt7122852,movie,Let Me In,Let Me In,2017.0,\N,74,let me in
1500,1565,2010,2010,Blue Valentine,Weinstein Co.,Drama,Original Screenplay,Live Action,Contemporary Fiction,1000000.0,4.0,450.0,2492.0,193728.0,9737892.0,11250010.0,6828348.0,16566240.0,blue valentine,tt1120985,movie,Blue Valentine,Blue Valentine,2010.0,\N,112,blue valentine
1501,1566,2010,2010,MacGruber,Universal,Comedy,Based on TV,Live Action,,10000000.0,2551.0,2551.0,5274.0,4043495.0,8525600.0,9897911.0,104295.0,8629895.0,macgruber,tt1470023,movie,MacGruber,MacGruber,2010.0,\N,90,macgruber
1502,1567,2010,2010,Cyrus,Fox Searchlight,Comedy,Original Screenplay,Live Action,Contemporary Fiction,7000000.0,4.0,454.0,1820.0,181716.0,7468936.0,8671158.0,2593960.0,10062896.0,cyrus,tt1327709,movie,Cyrus,Cyrus,2010.0,\N,87,cyrus
1503,1568,2010,2010,Cyrus,Fox Searchlight,Comedy,Original Screenplay,Live Action,Contemporary Fiction,7000000.0,4.0,454.0,1820.0,181716.0,7468936.0,8671158.0,2593960.0,10062896.0,cyrus,tt1336617,movie,Cyrus,Cyrus,2010.0,\N,91,cyrus
1504,1569,2010,2010,Incendies,,Drama,Based on Play,Live Action,Contemporary Fiction,6800000.0,0.0,90.0,737.0,0.0,6857096.0,7920679.0,9181247.0,16038343.0,incendies,tt1255953,movie,Incendies,Incendies,2010.0,\N,131,incendies
1505,1570,2010,2010,Conviction,Fox Searchlight,Drama,Based on Real Life Events,Live Action,Dramatization,12500000.0,11.0,672.0,2302.0,102351.0,6797696.0,7891871.0,5029284.0,11826980.0,conviction,tt11109600,movie,Conviction,Conviction,2019.0,\N,78,conviction
1506,1571,2010,2010,Conviction,Fox Searchlight,Drama,Based on Real Life Events,Live Action,Dramatization,12500000.0,11.0,672.0,2302.0,102351.0,6797696.0,7891871.0,5029284.0,11826980.0,conviction,tt1244754,movie,Conviction,Conviction,2010.0,\N,107,conviction
1507,1572,2010,2010,Conviction,Fox Searchlight,Drama,Based on Real Life Events,Live Action,Dramatization,12500000.0,11.0,672.0,2302.0,102351.0,6797696.0,7891871.0,5029284.0,11826980.0,conviction,tt1772252,movie,Conviction,Conviction,2013.0,\N,\N,conviction
1508,1573,2010,2010,Conviction,Fox Searchlight,Drama,Based on Real Life Events,Live Action,Dramatization,12500000.0,11.0,672.0,2302.0,102351.0,6797696.0,7891871.0,5029284.0,11826980.0,conviction,tt7799386,movie,Conviction,Une intime conviction,2018.0,\N,110,conviction
1509,1574,2010,2010,The Last Station,Sony Pictures Classics,Drama,Based on Fiction Book/Short Story,Live Action,Dramatization,18000000.0,3.0,354.0,2095.0,73723.0,6617867.0,7683097.0,9078279.0,15696146.0,the last station,tt2627798,movie,The Last Station,The Last Station,2011.0,\N,\N,the last station
1510,1575,2010,2010,The Last Station,Sony Pictures Classics,Drama,Based on Fiction Book/Short Story,Live Action,Dramatization,18000000.0,3.0,354.0,2095.0,73723.0,6617867.0,7683097.0,9078279.0,15696146.0,the last station,tt3436064,movie,The Last Station,La última estación,2012.0,\N,90,the last station
1511,1576,2010,2010,Winter's Bone,Roadside Attractions,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,2000000.0,4.0,141.0,2125.0,84797.0,6531503.0,7581146.0,9600048.0,16131551.0,winter's bone,tt1399683,movie,Winter's Bone,Winter's Bone,2010.0,\N,100,winter's bone
1512,1577,2010,2010,El secreto de sus ojos,Sony Pictures Classics,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Historical Fiction,3500000.0,10.0,166.0,1741.0,167866.0,6391436.0,7420214.0,34136283.0,40527719.0,el secreto de sus ojos,,,,,,,,
1513,1578,2010,2010,Io sono l'amore,Magnolia Pictures,Drama,Original Screenplay,Live Action,Historical Fiction,10000000.0,8.0,166.0,1228.0,121504.0,5005465.0,5811159.0,10116063.0,15121528.0,io sono l'amore,,,,,,,,
1514,1579,2010,2010,Solitary Man,Anchor Bay Entertainment,Drama,Original Screenplay,Live Action,Contemporary Fiction,12500000.0,4.0,177.0,1193.0,94936.0,4360548.0,5062430.0,0.0,4360548.0,solitary man,,,,,,,,
1515,1580,2010,2010,Please Give,Sony Pictures Classics,Black Comedy,Original Screenplay,Live Action,Contemporary Fiction,3000000.0,5.0,272.0,1399.0,118123.0,4033574.0,4682830.0,533088.0,4566662.0,please give,tt0878835,movie,Please Give,Please Give,2010.0,\N,87,please give
1516,1581,2010,2010,The Runaways,Apparition,Drama,Based on Real Life Events,Live Action,Dramatization,9500000.0,244.0,244.0,1459.0,805115.0,3573673.0,4148903.0,1704959.0,5278632.0,the runaways,tt1017451,movie,The Runaways,The Runaways,2010.0,\N,106,the runaways
1517,1582,2010,2010,The Runaways,Apparition,Drama,Based on Real Life Events,Live Action,Dramatization,9500000.0,244.0,244.0,1459.0,805115.0,3573673.0,4148903.0,1704959.0,5278632.0,the runaways,tt6168914,movie,The Runaways,The Runaways,2019.0,\N,113,the runaways
1518,1583,2010,2010,You Will Meet a Tall Dark Stranger,Sony Pictures Classics,Drama,Original Screenplay,Live Action,Contemporary Fiction,15000000.0,6.0,402.0,1378.0,160103.0,3247816.0,3770476.0,35287932.0,38535748.0,you will meet a tall dark stranger,tt1182350,movie,You Will Meet a Tall Dark Stranger,You Will Meet a Tall Dark Stranger,2010.0,\N,98,you will meet a tall dark stranger
1519,1584,2010,2010,Chloe,Sony Pictures Classics,Thriller/Suspense,Remake,Live Action,Contemporary Fiction,13000000.0,350.0,350.0,1407.0,900688.0,3075255.0,3570257.0,10101357.0,13176612.0,chloe,tt1833881,movie,Chloe,The 10 Commandments of Chloe,2013.0,\N,73,chloe
1520,1585,2010,2010,N-Secure,Freestyle Releasing,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,1600000.0,486.0,486.0,1423.0,1166406.0,2595644.0,3013438.0,0.0,2595644.0,n-secure,tt1289419,movie,N-Secure,N-Secure,2010.0,\N,105,n-secure
1521,1586,2010,2010,Never Let Me Go,Fox Searchlight,Drama,Based on Fiction Book/Short Story,Live Action,Science Fiction,15000000.0,4.0,232.0,925.0,111734.0,2434652.0,2826538.0,8739066.0,11173718.0,never let me go,tt1334260,movie,Never Let Me Go,Never Let Me Go,2010.0,\N,103,never let me go
1522,1587,2010,2010,Never Let Me Go,Fox Searchlight,Drama,Based on Fiction Book/Short Story,Live Action,Science Fiction,15000000.0,4.0,232.0,925.0,111734.0,2434652.0,2826538.0,8739066.0,11173718.0,never let me go,tt9776362,movie,Never Let Me Go,Never Let Me Go,2019.0,\N,\N,never let me go
1523,1588,2010,2010,Un Prophète,Sony Pictures Classics,Drama,Original Screenplay,Live Action,Contemporary Fiction,13000000.0,9.0,83.0,729.0,163773.0,2087720.0,2423763.0,17822904.0,19910624.0,un prophète,,,,,,,,
1524,1589,2010,2010,Casino Jack,Samuel Goldwyn Films,Thriller/Suspense,Based on Real Life Events,Live Action,Historical Fiction,12500000.0,7.0,60.0,414.0,34528.0,2039869.0,2363463.0,232317.0,2272186.0,casino jack,tt1194417,movie,Casino Jack,Casino Jack,2010.0,\N,108,casino jack
1525,1590,2010,2010,"I Love You, Phillip Morris",Roadside Attractions,Comedy,Based on Real Life Events,Live Action,Contemporary Fiction,13000000.0,7.0,100.0,697.0,112712.0,2037459.0,2360074.0,20976568.0,23014027.0,"i love you, phillip morris",,,,,,,,
1526,1591,2010,2010,Harry Brown,Samuel Goldwyn Films,Thriller/Suspense,,Live Action,,7300000.0,19.0,67.0,600.0,173353.0,1818681.0,2111417.0,10204925.0,12023606.0,harry brown,,,,,,,,
