,Unnamed: 0,Released,ReleasedWorldwide,Title,TheatricalDistributor,Genre,Source,ProductionMethod,CreativeType,ProductionBudget,Opening WeekendTheaters,MaximumTheaters,TheatricalEngagements,Opening WeekendRevenue,DomesticBox Office,Infl. Adj. Dom.Box Office,InternationalBox Office,WorldwideBox Office,TitleLower,tconst,titleType,primaryTitle,originalTitle,startYear,endYear,runtimeMinutes,primaryTitleLower
929,993,2015,2015,Pitch Perfect 2,Universal,Comedy,Based on Factual Book/Article,Live Action,Contemporary Fiction,29000000.0,3473.0,3660.0,21228.0,69216890.0,184296230.0,200255453.0,102918966.0,287215196.0,pitch perfect 2,tt2848292,movie,Pitch Perfect 2,Pitch Perfect 2,2015.0,\N,115,pitch perfect 2
930,994,2015,2015,Ant-Man,Walt Disney,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,130000000.0,3856.0,3868.0,25916.0,57225526.0,180202163.0,195806853.0,338656286.0,518858449.0,ant-man,tt0478970,movie,Ant-Man,Ant-Man,2015.0,\N,117,ant-man
931,995,2015,2015,San Andreas,Warner Bros.,Adventure,Original Screenplay,Live Action,Science Fiction,110000000.0,3777.0,3812.0,21999.0,54588173.0,155190832.0,168629655.0,301067707.0,456258539.0,san andreas,tt2126355,movie,San Andreas,San Andreas,2015.0,\N,114,san andreas
932,996,2015,2015,Daddy's Home,Paramount Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,50000000.0,3271.0,3483.0,21404.0,38740203.0,150357137.0,161816850.0,91147852.0,241504989.0,daddy's home,tt1528854,movie,Daddy's Home,Daddy's Home,2015.0,\N,96,daddy's home
933,997,2015,2015,Daddy's Home,Paramount Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,50000000.0,3271.0,3483.0,21404.0,38740203.0,150357137.0,161816850.0,91147852.0,241504989.0,daddy's home,tt1617630,movie,Daddy's Home,Daddy's Home,2010.0,\N,90,daddy's home
934,998,2015,2015,The Divergent Series: Insurgent,Lionsgate,Action,Based on Fiction Book/Short Story,Live Action,Science Fiction,110000000.0,3875.0,3875.0,22954.0,52263680.0,130179072.0,141451990.0,164896810.0,295075882.0,the divergent series: insurgent,tt2908446,movie,The Divergent Series: Insurgent,Insurgent,2015.0,\N,119,the divergent series: insurgent
935,999,2015,2015,Creed,Warner Bros.,Drama,Original Screenplay,Live Action,Contemporary Fiction,37000000.0,3284.0,3502.0,19042.0,29632823.0,109767581.0,118986028.0,63800000.0,173567581.0,creed,tt1632705,movie,Creed,Creed,2010.0,\N,77,creed
936,1000,2015,2015,Creed,Warner Bros.,Drama,Original Screenplay,Live Action,Contemporary Fiction,37000000.0,3284.0,3502.0,19042.0,29632823.0,109767581.0,118986028.0,63800000.0,173567581.0,creed,tt3076658,movie,Creed,Creed,2015.0,\N,133,creed
937,1001,2015,2015,Creed,Warner Bros.,Drama,Original Screenplay,Live Action,Contemporary Fiction,37000000.0,3284.0,3502.0,19042.0,29632823.0,109767581.0,118986028.0,63800000.0,173567581.0,creed,tt4354930,movie,Creed,Creed,2016.0,\N,80,creed
938,1002,2015,2015,Terminator Genisys,Paramount Pictures,Action,Original Screenplay,Live Action,Science Fiction,155000000.0,3758.0,3783.0,14033.0,27018486.0,89760956.0,97533848.0,342389938.0,432150894.0,terminator genisys,tt1340138,movie,Terminator Genisys,Terminator Genisys,2015.0,\N,126,terminator genisys
939,1003,2015,2015,Taken 3,20th Century Fox,Action,Original Screenplay,Live Action,Contemporary Fiction,48000000.0,3594.0,3594.0,16697.0,39201657.0,89256424.0,96985631.0,238400000.0,327656424.0,taken 3,tt2446042,movie,Taken 3,Taken 3,2014.0,\N,108,taken 3
940,1004,2015,2015,Maze Runner: The Scorch Trials,20th Century Fox,Action,Based on Fiction Book/Short Story,Live Action,Science Fiction,61000000.0,3791.0,3792.0,19348.0,30316510.0,81697192.0,88769954.0,228868970.0,310566162.0,maze runner: the scorch trials,tt4046784,movie,Maze Runner: The Scorch Trials,Maze Runner: The Scorch Trials,2015.0,\N,131,maze runner: the scorch trials
