,title,year,M,p,q
354,The Raven,2012,2003522.2857075825,0.5970017953304877,0.03821307071327251
355,The Railway Man,2014,542040.326137395,0.06420136834015909,0.5402047220148681
356,The Raid: Redemption,2012,511014.88985399384,0.06359424938977937,1.0907719867348504
357,The Queen of Versailles,2012,299162.65312970086,0.0791091270800857,0.3875748453212368
358,The Queen of Katwe,2016,1005588.7825084903,0.20435020632296327,0.5351089612550091
359,The Queen,2019,1436.2290619776325,-0.5056764210479178,5.304472540070784e-05
360,The Public,2019,63148.35231932756,0.633625824537904,-0.3301287003813783
361,The Pruitt-Igoe Myth,2012,5491.571431513526,0.2679144189716584,0.08106798308887148
362,The Private Lives of …,2009,44969.707228185376,0.0867374558018791,0.09751231826099815
363,The Princess of Montp…,2011,45090.294350759206,0.12208761970867194,0.23387356962126127
364,The Princess and the …,2009,13206968.001392847,0.7055891259860826,-0.40309045753642503
365,The Predator,2018,5605450.627366978,0.6209204284550541,0.03791778660773404
366,The Post,2017,8915174.53892188,0.08600406541319723,0.5685615082091203
367,The Possession of Han…,2018,1613074.4868569437,0.566078239864878,0.24395948102324694
368,The Possession,2012,6189985.8652365785,0.4815889947726235,-0.005215317794301566
369,The Polar Express,2009,258276.01495943428,-0.023156251196633382,5.4347505170201e-10
370,The Place Beyond the …,2013,2577825.372665324,0.08980283417454572,0.8888151528395106
371,The Pirates! Band of …,2012,3861521.6542958054,0.4290544222957669,-0.11026581892744175
372,The Perks of Being a …,2012,2162574.353751783,0.06863741768286971,0.4541378048219644
373,The Perfect Host,2011,1196.6107323154451,-0.29020652686058906,2.6486217768785525e-05
374,The Perfect Guy,2015,6769400.412924503,0.5555042833773195,-0.11415668676314872
375,The Perfect Candidate,2021,3139.4730414981113,0.14172181620332416,0.6671859399281654
376,The Pearl Button,2015,865.5652737553328,-0.2673030267923349,2.3409371392694873e-05
377,The Peanuts Movie,2015,15126494.642931571,0.45212395375098485,-0.0081315300352236
378,The Peanut Butter Falcon,2019,2203597.526003055,0.08660841419966123,0.5218235964830679
379,The Party,2018,80644.10930906454,0.12068015909112771,0.6525935544387828
380,The Paris Opera,2017,5794.0354277249,0.16108943991267588,0.5085088479121704
381,The Overnighters,2014,12614.959857001442,0.06303644130919454,0.4901551214920828
382,The Other Woman,2011,10204868.578021387,0.08134857513139852,0.6179261421763301
383,The Other Story,2019,18184.70234599005,0.15284615274070723,-0.013756374937575033
384,The Other Son,2012,157573.02940203034,0.15643492749042262,0.12996572144093388
385,The Other Side of Hope,2017,20176.777592384868,0.18796357348081813,0.34096721517919404
386,The Other Side of Hea…,2019,199049.98985798325,0.43381614063737317,-0.2547171437612691
387,The Other Guys,2010,15192973.249712484,0.43724770781618205,-0.12107062986822814
388,The Ornithologist,2017,5138.115950870612,0.24529346602822094,0.5257286776105933
389,The Old Man and the Gun,2018,1210948.5624992964,0.06298178739433749,0.8948809526103572
390,The Odd Life of Timot…,2012,6396529.9194569215,0.17487131487434998,0.4304874097548507
391,The Oath,2010,44075.64229660722,0.03513792037744883,1.0418234826428983
392,The Nutcracker and th…,2018,6001569.219773287,0.47068751833820976,-0.02126379305038134
393,The Nut Job,2014,7800597.014599727,0.4395961559063551,-0.07312214755656571
394,The Nun,2018,12980592.660774523,0.5645209360826782,-0.150226687813669
395,The November Man,2014,3041246.1160136913,0.24127544506857468,0.7346461204301004
396,The Notebook,2014,8412.21254423344,0.08817260307319458,0.25448572475659403
397,The Nile Hilton Incident,2017,9157.484647562098,0.13213543276085596,0.3590382315366242
398,The Night,2016,4149.735919990205,0.34666981477340036,0.06526633383866676
399,The Nice Guys,2016,4169787.2898308025,0.4287654590550401,0.10820387788333091
400,The New Rijksmuseum,2015,5041.569815681674,0.06744516102250231,0.2250890797271821
401,The New Mutants,2020,2660814.940372989,0.3543542116347662,-0.1430049153692609
402,The Nature of Existence,2010,748.3877269838217,-0.08844678354136981,5.772436369799706e-06
403,The Names of Love,2011,66735.58076512556,0.06877378455325782,0.15094864202251923
404,The Music of Stranger…,2016,131842.17703384257,0.05811694148908746,0.5743536116816166
405,The Music Never Stopped,2011,32566.020181145257,0.6063003698263514,-0.48149938883415655
406,The Muppets ,2011,11030543.875932334,0.23640767297207396,0.2505210787205991
407,The Mummy,2017,8930290.710043741,0.5318626163785048,0.0060192465268736894
408,The Mule,2018,11291600.064975634,0.24730272881668247,0.28916094440298
409,The Mountain Between Us,2017,3353464.458209643,0.49409737744217785,0.04967892679754893
410,The Mountain,2019,6435.7570063864905,0.4032378673686032,-0.01098961592410902
411,The Most Dangerous Ma…,2010,57664.03643928192,0.03338816608707058,0.23939232957296827
412,The Monuments Men,2014,9500291.525856689,0.37479058467521276,0.08059775911453487
413,The Miracle Season,2018,1112595.0646692775,0.47775028963714256,0.11810453829761414
414,The Mill and the Cross,2011,36428.38555222909,0.06433764138158889,0.22876218769121365
415,The Midwife,2017,66517.72849255812,0.13220955690645655,0.32718719326839785
416,The Messenger,2009,149302.59240379295,-0.009589192889754305,0.15198588268224367
417,The Meg,2018,15966631.762364669,0.426602516736967,-0.10744690379219451
418,The Meddler,2016,485973.2342667042,0.03719959075784336,0.8552007358852561
419,The Mechanic,2011,3678148.7158518457,0.5015261557772014,0.10140483950524926
420,The Measure of a Man,2016,13339.4444799081,0.14036418548583154,0.08380306178325911
421,The Maze Runner,2014,12408230.108419545,0.396559122022881,-0.06216210168636155
422,The Master,2012,1978916.012047719,0.19818312791003836,0.4902973635988658
423,The Martian,2015,26661378.386522934,0.32142631014363965,-0.02780658467843633
424,The Marksman,2021,434459.8886597684,-0.4021321271388984,9.728185266035793e-08
425,The Man Who Knew Infi…,2016,443353.5978800698,0.08229973637714391,0.5138173612106404
426,The Man Who Fell to E…,2011,1693.4081705718986,-0.20821969250000696,7.945922626334039e-06
427,The Man Nobody Knew: …,2011,24109.452704901716,0.10550408110103182,0.07276155818349553
428,The Man From U.N.C.L.E.,2015,5475118.367915403,0.41254687353595604,-0.008568764433586007
429,The Magnificent Seven,2016,10831735.695151689,0.4877053649634736,-0.05561085884060635
430,The Lure,2017,11365.373651574842,0.08264964681268537,0.24610424933542463
431,The Lunchbox,2014,519368.65007055114,-0.0048196956054280355,0.3532777486097265
432,The Lucky One,2012,7611778.22863709,0.4709142268670609,-0.06818707840382227
433,The Lucky Man,2017,655.2330214922999,-0.40764092148797926,7.906026934516854e-05
434,The Lovers,2017,239381.71628642606,0.04796790385682375,1.5493313734720653
435,The Lovely Bones,2009,5520924.260024528,0.09908722664278811,0.7307545367134941
436,The Love Witch,2016,25992.58249067504,0.18869990072250048,-0.00713193107593485
437,The Lost City of Z,2017,934551.4530513039,0.18328476766629928,0.637499860502044
438,The Look of Silence,2015,12647.832789986302,0.14742079790492857,0.4021242663761672
439,The Longest Ride,2015,4441590.223200855,0.44474243639863453,0.02253603269449711
440,The Lone Ranger,2013,10810152.557511795,0.2828444092300055,0.745622919827765
441,The Lobster,2016,1039091.9585562447,0.004879022294374255,0.6830512205177214
442,The Little Traitor,2009,49981.18311992412,-0.015543036230396566,0.1924144959870367
443,The Little Prince,2016,149975.45489339696,0.0961902030512801,0.4093412402570875
444,The Little Hours,2017,180281.6560898849,0.1284800232885239,0.4517548479113629
445,The Lion King,2011,57329072.66433766,0.534612851217772,-0.2895407288415953
446,The Lincoln Lawyer,2011,7241273.305243318,0.31812792104762294,0.10601304635666112
447,The Lighthouse,2019,1164501.5948294515,0.21513136979539382,0.6084834043534368
448,The Leisure Seeker,2018,347478.2522773786,0.05846882430545978,0.6295343025619637
449,The Lego Ninjago Movie,2017,6639844.279191031,0.39221996056205893,0.02395624717169148
450,The Lego Movie,2014,31303400.438571516,0.3263565391112797,0.10396232875126407
451,The Lego Batman Movie,2017,19498553.131337486,0.3764867890344419,0.08407099863964829
452,The Legend of Tarzan,2016,14650717.239941608,0.47816369938819475,0.017639849462457113
453,The Lazarus Effect,2015,3052809.8735683067,0.47662181487243466,0.06217833165022785
454,The Last Witch Hunter,2015,3247827.210667972,0.5051121212412224,0.05922038833174831
455,The Last Station,2010,826887.1719189489,0.024175498599560728,0.6173717897235512
456,The Last Song,2010,7863543.739258745,0.23151343615761383,0.4069907783940195
457,The Last Sentence,2014,9057.437809566458,0.21568699040121955,-0.1190775475876035
458,The Last Resort,2018,17065.789202329957,0.027179439296403513,0.5756374524461253
459,The Last Lions,2011,79301.19980821428,0.09605845298704924,0.5138649731714298
460,The Last Dalai Lama?,2017,17814.998418050047,0.07192620084782332,0.07215898140411342
461,The Last Circus,2011,5380.198510667889,0.15220370392042706,0.11523304740129323
462,The Last Black Man in…,2019,492923.397215929,0.08929266376020932,0.44207629784831365
463,The Last Airbender,2010,16377534.971355874,0.27219264747590255,0.657311687925404
464,The Lady in the Van,2016,1136131.599530909,0.028786242656283066,0.6064394860003258
465,The LEGO Movie 2: The…,2019,11482702.176642742,0.400905324385476,0.10291140090889278
466,The Kitchen,2013,1316608.6696718752,0.22607059575029242,0.8232099902371997
467,The Kingâs Speech,2010,17533242.77041072,0.0226081647819895,0.34246858424669574
468,The Kingmaker,2019,2904.704966876294,-0.287774146155767,7.916424160929958e-06
469,The King,2018,28009.825873319707,0.07064024758675887,0.6324313238907209
470,The Kindergarten Teacher,2015,4211.011831077611,0.43043786103336074,0.08405794723654025
471,The Kind Words,2016,15999.950937675521,0.12280288334395607,0.31625756804525806
472,The Killing of a Sacr…,2017,249608.6814344689,0.09477899671113751,0.9120187500459163
473,The Kids Are All Right,2010,2579297.0068389312,0.07917522990771012,0.6779386966584473
474,The Kid Who Would Be …,2019,1825574.3514056697,0.5374324117770884,0.2405902822809412
475,The Keeping Room,2015,3352.322977196586,0.2775624342313474,-0.029647537128722035
476,The Karate Kid,2010,22332037.218188163,0.4381966739229373,-0.008472375206586225
477,The Jungle Book,2016,42038155.78325924,0.358960487169774,-0.04426062878227621
478,The Judge,2014,5649690.052010375,0.05294342691073292,0.6391670309327652
479,The Joneses,2010,184727.75842171212,0.47817884250636256,0.0855448374851181
480,The Iron Lady,2011,3697848.3299771883,0.10355088476395556,0.326110271680249
481,The Invitation,2016,26811.662497247176,0.3846379085765691,0.12696566728613373
482,The Invisibles,2019,46471.243838000315,0.10055444801082888,0.14537782011124878
483,The Intouchables,2012,1626396.6213387456,0.03662592698731508,0.2507879949694931
484,The Internship,2013,5458079.851655357,0.5400454642039586,-0.004909112629651213
485,The Intern,2015,8986595.3322912,0.32514739782361585,0.022991939161742858
486,The Insult,2018,106630.3967277265,0.05156402142464393,0.6005598172995076
487,The Innocents,2016,118917.03527434511,0.1252337622050132,0.4306593478526104
488,The Infiltrator,2016,1759924.8557374647,0.24067220653692475,1.007933538911033
489,The Incredible 25th Y…,2021,324.25711560406546,-0.8221499389670824,0.0006339511780473258
490,The Imposter,2012,111261.99198379922,0.02683178649721277,0.42752166790421475
491,The Impossible,2012,2293962.0892519583,0.07429933392023627,0.5396849984024962
492,The Imitation Game,2014,10760389.377995383,0.04060982126324458,0.3884144388811056
493,The Imaginarium of Do…,2009,958766.5155872571,0.13322312410757023,0.47818977243514704
494,The Image Book,2019,4320.252130981829,-0.6992638350071954,2.8601679173218946e-05
495,The Illusionist,2010,277361.90658726793,0.011903940486132747,0.5367710546537676
496,The Ides of March,2011,5145727.990793662,0.3577882723623721,0.04830422450049493
497,The Hunting Ground,2015,46775.19293716214,0.0467154188246749,0.35016995992427025
498,The Hunter,2012,21668.621655737777,0.16528884311683675,0.643691166961857
499,The Hunt,2013,32215.025448716435,11.955771005651341,-4.968029136845589
500,The Hunger Games: Moc…,2014,40502401.878086254,0.4764831801668608,-0.4207472215808073
501,The Hunger Games: Cat…,2013,52038469.85087511,0.5271935072161382,-0.23951877373482056
502,The Hunger Games,2012,51133244.383411415,0.4665964080632105,-0.21160102325312263
503,The Hundred-Foot Journey,2014,6693992.602673561,0.2920268246200477,0.04556745444644611
504,The Human Resources M…,2011,7573.533269822088,0.2785757603915879,0.08077177772000718
505,The Housemaid,2011,27062.201362921493,0.10796878101702602,0.010017434221493426
506,The House with a Cloc…,2018,7529785.173979539,0.4674651464784117,-0.02485797300207243
507,The House I Live In,2012,25398.70140276226,0.14900991292470947,0.16266894203916862
508,The Hornetâs Nest,2014,37842.12512486034,0.5386030355050689,0.17210188840891422
509,The Homesman,2014,282757.7998203451,0.06274874955532538,0.8962769595614131
510,The Hollars,2016,116562.63992409805,0.050456103153989705,0.8775713396828486
511,The Hobbit: The Desol…,2013,31527891.986375008,0.3738470154441935,0.08718128179280465
512,The Hobbit: The Battl…,2014,29880335.16424938,0.21652468071803896,0.7374014805491732
513,The Hobbit: An Unexpe…,2012,37057367.439797245,0.383286130756512,0.13025988959967572
514,The Hitmanâs Bodyguard,2017,8515849.057222094,0.377436312926205,0.038201706435984806
515,The Hitman's Wife's Bodyguard,2021,4090896.0880532693,0.23852171464082506,0.5594592498189062
516,The Hero,2017,446778.4768703468,0.07617598106090169,0.8808726796262255
517,The Help,2011,21203840.086585686,0.14405009923933337,0.3191658093616324
518,The Heiresses,2019,8603.29963306969,0.14603840869037837,0.03172764665556535
519,The Heat,2013,19627655.05469573,0.3847414019039896,-0.02397841428518932
520,The Heart of Nuba,2018,3978.0902488434213,0.13368537879917164,0.4757788262313319
521,The Hateful Eight,2015,6186603.239178279,0.29862793963912865,0.5085344942748286
522,The Hate U Give,2018,3218332.4145548684,0.11189711885468367,0.7415546876022183
523,The Happys,2018,1021.9228479296847,-0.8752155172369135,0.00019787265734653143
524,The Happy Prince,2018,49692.19969253075,0.060154576446545184,1.1375008230109624
525,The Hangover Part II,2011,31712272.696254533,0.2689719338097192,0.48598757736695436
526,The Hangover 3,2013,13619064.439243454,0.27668474757380657,0.7745881793610278
527,The Handmaiden,2016,219665.7726658032,0.15526854516882135,0.3703688016850107
528,The Guilt Trip,2012,4480986.243459141,0.18045390839958875,0.8519754539124429
529,The Guardians,2018,20751.25175372355,0.057504095537728166,0.21898860698307207
530,The Guard,2011,665555.182838767,0.050268832213977044,0.3748616246239557
531,The Grizzlies,2019,70521.76709485025,0.12103610252729036,0.35083395021540054
532,The Grey,2012,6491716.09418714,0.48640210882716584,0.017647809353564414
533,The Green Prince,2014,32301.163606238155,0.18627848588731577,0.10156199473932394
534,The Green Hornet,2011,12475211.403924128,0.4561485081507723,-0.0590722198638049
535,The Greatest Showman,2017,19074468.448287003,0.10781966510144535,0.2241520934798094
536,The Great Silence (19…,2018,1985.8869167231364,-0.7710831918759965,7.966999059588498e-05
537,The Great Gatsby,2013,17771636.366845917,0.46027202387474486,-0.01320681616105751
538,The Great Beauty,2013,589188.1513283041,0.014944646439901307,0.06547532024500759
539,The Grand Seduction,2014,455674.9238008978,0.10881832777027209,0.053128809591171534
