,title,year,M,p,q
1200,Mississippi Mermaid,2010,1339.4727265567753,-0.8906742389008091,0.0001549125284932776
1201,Mission: ImpossibleâR…,2015,23496868.627917085,0.39890036205857066,-0.10745156238487902
1202,Mission: ImpossibleâG…,2011,26007944.858180493,0.21854245485260573,0.4911254473361
1203,Mission: ImpossibleâF…,2018,24328474.855874024,0.4061698817094821,-0.06365323674244805
1204,Missing Link,2019,1806413.79786536,0.5226174284902836,0.3625955698295531
1205,Miss Sharon Jones,2016,14004.757820270683,0.11087534437072737,0.3338394335816233
1206,Miss Peregrineâs Home…,2016,9962341.385970557,0.41839689150398224,-0.009970850654649477
1207,Mirror Mirror,2012,8063975.397817839,0.4024761158401714,0.01685004778676541
1208,Mirai no Mirai,2018,80823.59376924804,0.2967043732949797,0.6332546426654813
1209,Miracles from Heaven,2016,7041715.880707159,0.1856183360838061,0.4995036573613427
1210,Minions,2015,39727096.472443566,0.4987269200389594,-0.16294379241991103
1211,Mimimalism: A Documen…,2016,30371.331947111375,0.5782667407810731,-0.28605733589393634
1212,Million Dollar Arm,2014,4395959.253788683,0.38480371617174425,0.15924632423767673
1213,Miles Davis: Birth of…,2019,67238.41668564851,0.08234898760574215,0.39907313317199555
1214,Miles Ahead,2016,296570.0919823495,0.0743772695444738,0.8266858360279883
1215,Mike and Dave Need We…,2016,5311652.002773326,0.5169468247235091,0.09964731611908256
1216,Mike Wallace is Here,2019,30415.827754797858,0.156322196787837,0.49242469348641904
1217,Midway,2019,6280667.939665555,0.4551716575007451,-0.08578237301661068
1218,Midsommar,2019,2895722.8574550166,0.2438845483020597,0.5252420982781437
1219,Midnight's Children,2013,103863.54598113845,-1.9669411007539868,2.6304619432169956
1220,Midnight in Paris,2011,7015596.539499586,0.06416344684148406,0.2681543483009119
1221,Midnight Traveler,2019,4725.940811715055,0.07979659173856439,0.3513605458411032
1222,Midnight Special,2016,417630.70655341673,0.05606550395723059,1.2720704228043023
1223,Midnight Family,2019,6354.856376464879,0.08457679059484052,0.09533686169183775
1224,Mid-August Lunch,2010,84719.67778115963,0.03554239008850697,0.21310445159249947
1225,Micmacs,2010,156682.79282826255,0.12068084377063529,0.20407756127761661
1226,Mia madre,2016,34449.943118158866,0.22299142341862613,0.3047930695350076
1227,Metropolis,2010,99399.43054710569,0.05542610329089254,-0.044536717451302374
1228,Mesrine: Public Enemy…,2010,33599.40259272707,0.49001906947067875,-0.21762859506397358
1229,Mesrine: Killer Instinct,2010,68467.97290545612,0.4160643845314571,-0.15393720281013112
1230,Meru,2015,271851.0684320413,0.08128471982630478,0.671514289125738
1231,Menashe,2017,188438.1641268331,0.06820034379990994,0.5617366712445615
1232,Men in Black: Interna…,2019,8749296.603681067,0.5211350058272533,-0.11748179627308664
1233,Men in Black 3,2012,22479146.50781547,0.46306375407668443,-0.11393884651312314
1234,Men go to Battle,2016,2030.955648580481,0.20148765261582638,0.2809045041819366
1235,Men & Chicken,2016,3496.527320037002,0.12503263048844726,0.48361312346650265
1236,Memoir of War,2018,11066.21378694005,0.23526786391750346,0.17652746253669216
1237,Melancholia,2011,380473.50290899107,0.14243805007236385,0.20715141467469292
1238,Megan Leavey,2017,1464611.2990076956,0.44720347594551096,0.08700556214433558
1239,MegaMind,2010,18569917.96433087,0.4038468342248221,0.02694100927686721
1240,Meeting Gorbachev,2019,26674.791335347458,0.1391778914222906,0.4346510496617153
1241,Meet the Patels,2015,201761.01132597637,0.08180398611992161,0.4339140678725767
1242,Meet the Mormons,2014,725240.2424645076,0.6677604055496896,-0.24485644326852407
1243,Meet the Fokkens,2012,3581.7965140001365,0.2276350024872584,0.7294747679602628
1244,Meet the Blacks,2016,1042522.6877653389,0.5837266152984694,0.15041548214324257
1245,Meerkats,2013,22307.97862767108,-0.4669658598838926,2.4831314002913954e-06
1246,Meek's Cutoff,2011,120623.41127714033,0.028513810503731054,0.4692200126341343
1247,Me and Orson Welles,2009,150604.41444487954,0.3933021406303013,-0.04020966425447642
1248,Me and Earl and the D…,2015,785524.440324878,0.08356860333537029,1.0242914763170936
1249,Me Before You,2016,6483603.693037396,0.49272612593346354,0.03274632471574601
1250,McQueen,2018,136331.6275998904,0.11689406365381404,0.572162605741774
1251,"McFarland, USA",2015,5239614.694771049,0.3190983964113537,0.0663696239624349
1252,Maze Runner: The Scor…,2015,9639722.742439836,0.46260060247991236,-0.0945539161437034
1253,Maze Runner: The Deat…,2018,6377776.310412479,0.5062695251804284,-0.007363396053561844
1254,Max,2015,4998639.2882386865,0.44812337089802323,0.058110450056965746
1255,Maudie,2017,734381.5515240877,0.036155669306554346,0.10381271169086834
1256,Matangi/Maya/M.I.A.,2018,25100.086775493484,0.2765864976048135,0.18022333733547255
1257,Massacre on Aisle 12,2017,270.0441005335656,-0.12924930675877971,2.2362446407656636e-05
1258,Masquerade,2012,114781.606018077,0.12399543202247663,0.24239876302569546
1259,Mary and the Witchâs …,2018,180709.26922211843,-1.2909190723670134,2.3284001831784965e-06
1260,Mary Poppins Returns,2018,18520002.116323274,0.19876111584412737,0.5900361050347127
1261,Martha Marcy May Marlene,2011,367183.84923948644,0.09255125058361896,0.6747911539941263
1262,Marshall,2017,1084335.3640458768,0.4071250129702328,-0.11625888155500069
1263,Mars Needs Moms,2011,2651435.54867946,0.44051580696776577,0.44361281477827413
1264,Marmaduke,2010,4207108.562342633,0.4949092234788691,-0.008075752029341965
1265,Marley,2012,178939.27629763895,0.25633170919674936,0.008852470296324688
1266,Marjorie Prime,2017,19912.895948604688,0.17332710162639742,0.3903156083891439
1267,Marianne & Leonard: W…,2019,108424.09460289415,0.12335763690162277,0.3856888352826456
1268,Maria by Callas,2018,138550.4571626268,0.13400819101410308,0.34432362132911865
1269,Marguerite,2016,56094.70212129112,0.07424943960703086,0.6332342468595474
1270,Margin Call,2011,671238.2511479793,0.16248657068138478,0.26789698731888756
1271,Mao's Last Dancer,2010,619000.3820629332,0.06188759137002408,0.238057310614911
1272,Manolo: The Boy Who M…,2017,6522.137996677398,0.27387528137424816,0.3053743088783675
1273,Manifesto,2017,18549.441275699617,0.05947338001209248,0.2889693769337048
1274,Mandela: Long Walk to…,2013,998609.8228345475,0.06196944048488601,1.3873059805948174
1275,Manchester-by-the Sea,2016,5255308.644724784,0.047238247477623174,0.4390313099602767
1276,Man of Steel,2013,35435253.047143996,0.27644093146286813,0.4602489182312925
1277,Mamma Mia: Here We Go…,2018,13323016.460088989,0.45528350400648077,-0.08258724797062134
1278,Mama,2013,8889884.231353758,0.49398290390778665,-0.1093200375368677
1279,Maleficent: Mistress …,2019,12470733.222660696,0.4060563083751499,-0.01026025260056218
1280,Maleficent,2014,29554568.03273827,0.3886484824408041,-0.12740710425664326
1281,Making the Boys,2011,1413.1718947537065,-0.7623012130120689,0.00011037845990730466
1282,Maidentrip,2014,1746.4234507556394,-0.39320584846772105,2.6281410007764005e-05
1283,Maiden,2019,345365.31047138205,0.04968416807645954,0.39129023253787976
1284,Magnificent Desolation,2010,4318912.308847426,-0.6024508068519819,0.6823653527736503
1285,Magic in the Moonlight,2014,1276209.8707159408,0.07317222583371369,0.6029805551355161
1286,Magic Trip,2011,19884.416284466744,0.1553109096706386,0.15806912762646674
1287,Magic Mike XXL,2015,7770269.331551407,0.2569634190637799,0.6234618592612349
1288,Magic Mike,2012,14324618.961967299,0.5002493871443838,-0.06829178275890846
1289,Maggieâs Plan,2016,383740.21114725055,0.06644255813178399,0.5704332146965034
1290,Mademoiselle Chambon,2010,74460.10286798516,0.0472400247707985,0.05052648110689956
1291,Madea's Big Happy Family,2011,6698505.997522994,0.5842752913615997,-0.08452248612901025
1292,Made in Dagenham,2010,136203.08642822815,0.03121202342060652,0.37519341734906264
1293,Madagascar 3: Europe'…,2012,27031210.61782051,0.3948723848407443,0.01680760996313546
1294,Mad Max: Fury Road,2015,18097516.09403512,0.41880925487825443,-0.0027983346723227664
1295,Machine Gun Preacher,2011,66159.97738618463,0.14886455498311085,0.7821781346119643
1296,Machete,2010,3367602.289828347,0.6254543479262249,-0.02678925778237684
1297,Macbeth,2015,125031.78753813743,0.22484059396326606,0.3901028884115783
1298,M,2013,5146.015512365248,0.2537089253863708,-0.22776086536622447
1299,Lucy,2014,15530408.240607139,0.4836887435751895,-0.17082799346585925
1300,Lucky,2017,105640.47529998372,0.09805278276379514,0.5838841097830624
1301,Luce,2019,218368.72432783127,0.05806326987255691,0.7367604832120096
1302,Loving Vincent,2017,724789.6638403088,0.03605379087310866,0.42590162403953713
1303,Loving,2016,852664.1942308586,0.0746639877587202,0.8844101234485212
1304,Loveless,2018,62186.09456973472,0.1267539963605429,0.35223647584197343
1305,"Love, Simon",2018,4479556.331472754,0.3877265938216349,0.2132327287404034
1306,"Love, Kennedy",2017,9621.412221767223,-0.3270422805624907,2.8140626709543937e-06
1307,"Love, Cecil",2018,11617.53169972636,0.14765102224537452,0.2611407823046389
1308,Love is Strange,2014,266481.72294823424,0.118287840687536,0.40882168911061667
1309,Love and Other Drugs,2010,4019149.561782296,0.22215878234017572,0.6851544055357239
1310,Love Me True,2016,2783.89607342986,0.10686925943063645,0.04492858417648683
1311,Love Is All You Need,2013,198910.09447660446,0.026683833895699727,0.4045821346697116
1312,Love Crime,2011,69182.16574585732,0.09526244386273454,0.28203890563779305
1313,Love & Mercy,2015,1481593.5527207907,0.23306068869886784,0.22998265111322366
1314,Love & Friendship,2016,1596010.2369649378,0.10440810961060296,0.5136576845751423
1315,Lottery Ticket,2010,3146076.2407484995,0.5397719453176318,-0.15652033760736572
1316,Lost in Paris,2017,75821.08373486204,0.04524879485165291,0.35431754014106687
1317,Lore,2013,116210.15671269762,0.015930328798746902,0.43787175460223177
1318,Looper,2012,8326305.021793685,0.4256881044339546,0.015645163313582344
1319,Long Dayâs Journey In…,2019,54904.10289148689,0.13125074339505366,0.11673281998423408
1320,Lone Survivor,2013,15139860.094140384,0.10514151850240687,0.5377494751531975
1321,London Has Fallen,2016,7221444.711884613,0.4493178612609842,0.013146439002465427
1322,Lolo,2016,3031.702183021387,0.21838820856554397,-0.0280883248135341
1323,Logan Lucky,2017,3113922.914518592,0.37135930752096064,0.1793065280226559
1324,Logan,2017,25218766.642044205,0.5081446569534575,-0.10265288662465188
1325,Locke,2014,161710.52600952663,0.11198313400202925,0.5908730536344703
1326,"Lo And Behold, Reveri…",2016,68155.78590831227,0.309857618586882,0.22034550999089908
1327,Liyana,2018,5937.828931763628,0.055349573363612764,0.05624235070197508
1328,Live by Night,2016,1150488.9516759992,0.17269104461412707,1.192462240387918
1329,Little Women,2018,11512753.17083593,0.028279624392672228,0.6608837785528405
1330,Little Men,2016,80162.15460795873,0.08537844722732234,0.43053862499384155
1331,Little Fockers,2010,18444629.46440302,0.2323726940900042,0.5372297889163822
1332,Listen to Me Marlon,2015,50869.58711189127,0.12286752887215611,0.3909144154886144
1333,Listen Up Philip,2014,22715.942213848524,0.24535011394192668,0.6120400050831134
1334,Lion,2016,5821566.83708555,0.01232542624856141,0.4054097025099228
1335,Linda Ronstadt: The S…,2019,463224.04604845727,0.13695045081946652,0.27008945931496997
1336,Lincoln,2012,22495840.3614732,0.11820589831841617,0.13764361458217775
1337,Limitless,2011,9955967.985410118,0.33389667886442664,0.0918220598304603
1338,Like Someone in Love,2013,28683.02730947344,0.1285101911048408,0.25957175953621836
1339,"Like Father, Like Son",2014,39042.490523218956,0.06195033685206908,0.34864693315484335
1340,Like Crazy,2011,420184.41937459353,0.0062916980544547065,0.883343047926476
1341,Lights Out,2016,7777480.387271696,0.47600813962137073,0.007531484476893169
1342,Light From Light,2019,818.4176054347112,-0.4342694643597488,5.798140554934935e-05
1343,"Life, Animated",2016,28689.937363254394,0.1312279069547599,0.28398297637928566
1344,"Life, Above All",2011,3365.8596918764565,-0.33287763198851333,9.12933441742611e-06
1345,Life of the Party,2018,5868645.47626331,0.42847301630115464,-0.032717695709617634
1346,Life of Pi,2012,15388531.252642073,0.1495197072262523,0.0300863870580865
1347,Life as We Know It,2010,6739301.061179521,0.3645545093346175,0.028169138351121725
1348,Life Itself,2014,110068.74390043778,0.9713105154383316,-0.2981150972590373
1349,Life & Nothing More,2018,551.0853995033641,-0.43266611183533227,9.539887097646478e-05
1350,Liberal Arts,2012,39370.27532435021,0.15984674300954027,0.3597201409128019
1351,Levitated Mass,2014,750.5842899465488,-1.0364276413680187,0.0003847526792161696
1352,Letâs Be Cops,2014,10024387.24418448,0.18785985914928743,0.34673181322799407
1353,Letters to Juliet,2010,6678345.813792492,0.34747127320516036,0.07057802705469063
1354,Letters to God,2010,359809.06484467024,0.4953025869534513,0.08507543566539488
1355,Letters from Baghdad,2017,36698.54928291778,0.08891556109874747,0.33812760255529195
1356,Let the Fire Burn,2013,6245.890795512764,0.07338091331695136,0.4637565047254347
1357,Let the Corpses Tan,2018,10174.677388102005,0.29787720532366124,0.08095539213883052
1358,Let There Be Light,2017,796458.1539341824,0.3375610114182462,0.49175032241201894
1359,Let The Sunshine In,2018,94232.29326241328,0.08041193096141687,0.5669747360069889
1360,Let Me In,2010,1529610.6597217948,0.5583097538502932,0.1410415092693142
1361,Les MisÃ©rables,2012,17924383.227999456,0.048988027046871295,0.7368890786181502
1362,Leonie,2013,6522.3171360713295,0.06547460215017904,0.6333193085108482
1363,Legends of Oz: Doroth…,2014,1029662.8470423099,0.5487358541036468,0.23375046399542626
1364,Legend of the Guardia…,2010,7021815.130004143,0.3442943711333544,0.0873179975545334
1365,Left Behind,2014,1697505.7222751903,0.5783832789806866,0.1355717909071249
1366,Lee Daniels' The Butler,2013,14225729.539037803,0.5645674813594068,-0.21418188036724417
1367,Lebanon,2010,46074.5393717673,0.082718812861227,0.37684797812211007
1368,Leaving,2010,28269.046043229562,0.08984455642273355,0.06879719272896867
1369,Leave No Trace,2018,645111.1623386844,0.10819471773678653,0.6838350774368699
1370,Learning to Drive,2015,401928.58231624356,0.06711587433252346,0.8787731677443819
1371,Leap!,2017,2413065.3336339514,0.31545509727398213,0.26297475057729497
1372,Leap Year,2010,3234365.0418239147,0.06653332732868228,1.0193049439444297
1373,Leaning into the Wind,2018,42697.95213970406,0.11840431491599955,0.41927644997941216
1374,Lean on Pete,2018,125177.32577457068,0.07283648068909221,0.9663298610789842
1375,Le combat dans l'Ã®le,2009,6078.477369483249,-0.9602226324040922,1.611173676588865
1376,Le Week-End,2014,269420.3922998192,0.06327410170390742,0.5782273225711753
1377,Le Refuge,2010,1978.1863769397012,-0.804677893136285,8.287053888330733e-05
1378,Le Havre,2011,77765.28309859755,0.05574143936761821,0.16464159527014988
1379,Lawless,2012,4676348.479368194,0.21199002355893898,0.5547800163359347
1380,Late Night,2019,1671890.7270831603,0.2572750359677489,0.4871212631335791
1381,Last Year at Marienba…,2019,12528.28743891265,-1.0334227964617662,2.163792982918683e-05
1382,Last Vegas,2013,7801018.331336713,0.35135108018473193,0.12746593750135787
1383,Last Train Home,2010,39842.28074921376,0.08797566582202437,0.10052639434958097
1384,Last Mountain The,2011,15353.021790792494,0.1923193141140776,0.20216016075599808
1385,Last Days in Vietnam,2014,53777.15208624418,0.07176592866325036,0.4765244091356899
1386,Last Cab to Darwin,2016,3826.028182110283,0.09233005102636398,0.5603567709231779
1387,Landline,2017,102665.92287799675,0.12538598711782187,1.0020100725273633
1388,Land of Mine,2017,48562.72243779049,0.0682009521681954,0.38673085135215735
1389,Land Ho!,2014,88720.53041273358,0.03526682500776717,0.3810111745101252
1390,Lambert & Stamp,2015,22287.151732820148,0.06589352659905087,0.2939868328730909
1391,Lady Macbeth,2017,122562.18653278518,0.11756191261576475,0.7001205228209282
1392,Lady Bird,2017,5388493.894308183,0.05908182346115227,0.21918298613967405
1393,Labyrinth of Lies,2015,90250.38365610146,0.05554824666280925,0.5028520129964648
1394,La piscine,2021,18140.291933284796,0.08072241979244736,0.15209649533173897
1395,La Sapienza,2015,2925.6852438466844,-0.3207828094456724,8.821131898436882e-06
1396,La Mission,2010,134069.94541152313,0.11939911788257206,0.1985494257464418
1397,La La Land,2016,16780484.3252437,0.05503023268701559,0.36538335582036924
1398,La Danse,2009,72564.34098943255,0.22971509128069947,-0.07230262665997575
1399,L'armÃ©e du crime,2010,1878.5375713606777,-0.6946048168929473,6.547737744181195e-05
1400,Kusama: Infinity,2018,38634.64172952808,0.16008591838885536,0.3715680530001336
1401,Kung Fu Panda 3,2016,16527195.705441926,0.3242111091087513,0.07278967697020933
1402,Kung Fu Panda 2,2011,20530162.234997116,0.222155201348253,0.39685671001827827
1403,"Kumiko, The Treasure …",2015,72168.74512912848,0.090865869594542,0.5609679760224802
1404,Kubo and the Two Strings,2016,5537090.982959684,0.3490498890348512,0.11980994418114654
1405,Krisha,2016,15981.680787160501,0.22738229280043373,0.6990715651159304
1406,Korkoro,2011,233.31396139586343,-0.43617896011228086,0.0002719031921933021
1407,Korengal,2014,12936.655037402788,0.08349417285177678,0.3220775529489484
1408,Kong: Skull Island,2017,18740831.354169756,0.4832912584807036,-0.09789013942256236
1409,Kon-Tiki,2013,183754.5423384622,0.05649144142843025,0.46267461298975504
1410,Koch,2013,42656.84671726972,0.13824472578239727,0.16907539492927523
1411,Knives Out,2019,18185724.944328025,0.13426568024353921,0.1710777147972894
1412,Knight of Cups,2016,64059.45518518693,0.17125576214517563,0.7194198976446198
1413,Knight and Day,2010,9574860.988257691,0.2023944106508597,0.5981862663158165
1414,Kingsman: The Secret …,2015,15363040.966899041,0.37837293248958415,-0.14257818153656532
1415,Kingsman: The Golden …,2017,11209269.852894813,0.4931201677701661,-0.09187425017731055
1416,Kings of the Evening,2010,12200.078441597208,0.047118676421456236,0.6401750167817978
1417,Kings of Pastry,2010,43151.60342212401,0.049972429728854725,0.05742200144737312
1418,King Arthur: Legend o…,2017,4350847.325320065,0.5205115882301502,0.08517939323541651
1419,Kind Hearts and Coronets,2019,3760.318654046718,0.21357368381283962,0.21978112580198195
1420,Killing Kasztner,2009,1356.3744063572526,-0.1230989444068872,3.968727815223762e-06
1421,Killers,2010,5930927.248169942,0.47308633850182835,0.0918585757202825
1422,Kill The Irishman,2011,149409.6497110315,0.1667541776046943,0.20552478393546053
1423,"Kill Me, Deadly",2016,1634.1404815608767,-0.853296437589082,0.00011662045394183902
1424,Kids for Cash,2014,17757.197228602323,0.32907884216088923,-0.15972594054453992
1425,Kidnap,2017,3433595.1222153143,0.4587290779150701,-0.01294337948962887
1426,Kid With A Bike,2012,173158.53468835403,0.0709492915930698,0.4589784226260491
1427,Kick-Ass,2010,6068828.883080003,0.5293775110251528,0.047277227855511916
1428,Khodorkovsky,2011,4802.282324044819,0.18489471107241479,0.2658685065679117
1429,Keyhole,2012,821.2412242662036,-0.5015739031676802,8.42062706324058e-05
1430,Kevin Hart: Laugh at …,2011,978650.2841033777,0.30018004310386986,0.1426286103503308
1431,Keeping Up with the J…,2016,1711638.931253882,0.502810708588107,0.24045652658841116
1432,Keep the Lights On,2012,31734.48358216248,0.3189722857661622,-0.15079599105977115
1433,Keep The Change,2018,26222.602746774395,0.08289758797485948,0.0769055234193809
1434,Keep On Keepinâ On,2014,20312.655917893622,0.10610907468889531,0.2511737000125474
1435,Kamikaze 89,2016,1354.3123145236054,-1.440246134424561,0.0003871511175593128
1436,Kaili Blues,2016,976.4484121572202,-0.4777613007282925,5.985842246294636e-05
1437,Kai Po Che,2013,137954.03257599665,0.5517663153417581,0.06987680828619641
1438,Kahlil Gibran's The P…,2015,40273.929513416304,0.12533218688483044,0.5258423293703259
1439,Kaboom,2011,15503.858534087449,0.16043273703407931,0.12476456166829951
1440,KEDi,2017,307456.5355730768,0.053555695544953374,0.38287239054654376
1441,Justin Bieber:  Never…,2011,9213308.661188755,0.46909407992251695,0.08247939527221226
1442,Justice League,2017,25174119.618263826,0.5792028547189944,-0.09265863527963858
1443,Just a Sigh,2014,9904.934000342075,0.25318096379018823,-0.10073214657491636
1444,Just Wright,2010,2752885.213095073,0.7319792961767486,-0.3748694450665404
1445,Just Mercy,2019,3875006.6866059527,0.09445946789030128,0.6771692714869433
1446,Just Go With It,2011,12969798.908932442,0.41536845034838926,-0.004879931234391344
1447,Jurassic World: Falle…,2018,45620801.84125083,0.49491015147780887,-0.09068470662607514
1448,Jurassic World,2015,76992093.753033,0.4575002071018779,-0.0887505881240076
1449,Jupiter Ascending,2015,5583608.940816212,0.4936831502870367,0.02653639726617424
1450,Jumanji: Welcome to t…,2017,43918825.47621707,0.15524079266728308,0.24685009917924347
1451,Jumanji: The Next Level,2019,34090540.4699597,0.2488061269655292,0.1519433786944003
1452,"Juliet, Naked",2018,369599.7817307884,0.11745866754516247,1.0256705115136484
1453,Judy Moody and the No…,2011,1860131.3943766998,0.6075437675972403,0.027301407175145953
1454,Judy,2019,2626054.6351514915,0.2180478096235879,0.4563323879761144
1455,Joyful Noise,2012,3884177.7264636443,0.5112431533356926,0.010138549338395864
1456,Joy,2015,6540430.512602167,0.5129833609977625,-0.048068453670982
1457,Journey to the South …,2014,869086.540726848,0.03205336397077633,-0.0030314943802272273
1458,Journey 2: The Myster…,2012,12839582.980749452,0.3396858917920368,0.1188824357525361
1459,Joker,2012,36322044.3651136,0.10744138879584733,0.4915101805663422
1460,Jojo Rabbit,2019,4006184.66888341,0.06783926287749255,0.060894183673448184
1461,John Wick: Chapter Two,2017,10267172.077163605,0.4577863584392916,0.022323156662764354
1462,John Wick: Chapter 3 …,2019,18747017.401150934,0.4489294361516202,-0.17095269210968
1463,John Wick,2014,5188231.714143998,0.46084646970923937,0.061619903337260695
1464,John Rabe,2010,9014.301880352088,0.12025179393336871,0.08104942590051206
1465,John Dies at the End,2013,17628.228968327832,0.09543161205194824,0.38166628035758815
1466,John Carter ,2012,8976697.019251307,0.5580740074739954,-0.07219353944557849
1467,Jodorowsky's Dune,2014,79049.7659613286,0.07995893113700418,0.31833747185889916
1468,Joan Rivers: A Piece …,2010,365966.87657193886,0.1037358854048425,0.4680636510450878
1469,Jiro Dreams of Sushi,2012,315081.0090844954,0.0590287346168342,0.331083540684249
1470,Jimmy's Hall,2015,67033.75654495158,0.10600987948893352,0.1733452623985277
1471,Jet Trash,2018,720.2625035200239,-0.5932751976785439,0.0001318425396987287
1472,Jerusalem,2013,536876.6196134356,0.41414356511205713,-0.2779742221397183
1473,Jersey Boys,2014,5748324.117910226,0.41770460095966994,0.08024172860154993
1474,Jeremiah Tower: The L…,2017,25821.565628834185,0.17118930879309405,0.22618948037529224
1475,Jean-Michel Basquiat:…,2010,31778.65186783693,0.08718245655239178,0.23701309976388812
1476,Jay and Silent Bob Re…,2019,104360.71110971805,-0.5332309522897672,8.093317589382515e-07
1477,Jay Myself,2019,16311.128405043472,0.11177672999437105,0.30377626712187167
1478,Jauja,2015,6927.202314425849,0.27176364593817387,-0.1394497914022481
1479,Jason Bourne,2016,18931108.455819413,0.4912786913025746,-0.1696214282975015
1480,Jasmine,2017,1169.5714057707848,-0.8607040131063198,0.0001711434578698666
1481,Janis: Little Girl Blue,2015,46334.50595870802,0.1530808755128249,0.13110982572238766
1482,Jane's Journey,2011,977.2821066745831,-0.5416869289370847,8.298693431813707e-05
1483,Jane and Emma,2018,40764.80584717724,0.39110560454532467,-0.06242504461537651
1484,Jane Eyre,2011,1397616.3209720831,0.06425665567300316,0.40448818890950144
1485,Jane,2017,184549.17518943734,0.11157855626946028,0.2397840665454153
1486,Jafar Panahiâs Taxi,2015,36232.45427646595,0.12300038890719607,0.2780170108631472
1487,Jackie,2016,1534691.096362854,0.07217018958817586,0.48126553368558134
1488,Jackass Presents: Bad…,2013,12506795.762124911,0.4078078603527792,0.06503955608670536
1489,Jackass 3D,2010,14847084.933951369,0.5592235304484036,-0.03636540226463625
1490,Jack the Giant Slayer,2013,7964645.9769158745,0.5207308549333807,-0.10125915372502348
1491,Jack and Jill,2011,9233236.745913759,0.39500981375071675,0.06152318163798087
1492,Jack Ryan: Shadow Rec…,2014,6229321.098595321,0.41789966737271655,0.014269046595312251
1493,Jack Reacher: Never G…,2016,6758141.990799226,0.5138284341457199,-0.03290716331130372
1494,Jack Reacher,2012,9766519.024286868,0.39878797344894623,0.2455435713889093
1495,Jack Goes Boating,2010,66075.50458902707,0.16194196815070133,0.4556409648281037
1496,J. Edgar,2011,4646034.999339929,0.20203375501354104,0.4615608868764098
1497,"Iyengar: The Man, Yog…",2019,22097.95832150006,0.05340343453032089,0.09262289329843049
1498,Itzhak,2018,65554.58101192715,0.06522325454626055,0.2393645431749515
1499,It: Chapter Two,2019,23139843.30327396,0.5339115323313658,-0.09073270040567105
1500,It's Complicated,2009,14439775.864330985,0.3698088428633749,-0.05985706583162442
1501,It Follows,2015,1720810.5405676141,0.11544963570653385,0.7882508416098559
1502,It Comes at Night,2017,1545119.5651837944,0.615255220540834,0.12358319619166253
1503,It,2017,36523112.11929471,0.4854853410869272,-0.07667274825710424
1504,Isnât it Romantic,2019,5258234.041610627,0.23660815114607373,0.49366427190635875
1505,Isle of Dogs,2018,3478114.2093916982,0.11003236390562263,0.5233260183704702
1506,Island of Lemurs: Mad…,2014,1225458.5743149302,0.03088262258444717,0.03820586776848542
1507,Irrational Man,2015,467321.4691895816,0.08025753555756794,0.8162374524365398
1508,Iron Man 3,2013,50213700.738171816,0.5200015526050341,-0.11348400349768961
1509,Iron Man 2,2010,39612756.641207576,0.5084254279459202,-0.1461949614546847
1510,Iris,2015,151530.91633920342,0.0793826300292978,0.5297265718199529
1511,Ip Man 2: Legend of t…,2011,25470.639967306237,0.40246557145299516,-0.0598168636489142
1512,Invictus,2009,4685839.417422225,0.17867203009563987,0.4485140725723017
1513,Into the Woods,2014,14995862.805755917,0.2597463122625668,0.4416181849698759
1514,Into the Storm,2014,5817399.715225456,0.49758393605922957,-0.10484959150021267
1515,Into Eternity,2011,7560.29100815692,0.060894051595193614,0.08857328331712493
1516,Interstellar,2014,22200347.08885873,0.18833264089163135,0.2987690004723058
1517,Instructions Not Incl…,2013,5494231.228243278,0.27022463135008684,0.13938225220730116
1518,Instant Family,2018,7440580.655176014,0.3402127526826549,0.04456147634223856
1519,Insidious Chapter 3,2015,6224275.45163768,0.5714970306065622,-0.07312404229700131
1520,Insidious Chapter 2,2013,10323837.472170284,0.5520815243487283,-0.20657014765342163
1521,Insidious ,2011,6773348.243698117,0.17773422945270362,0.3188546897443201
1522,Inside Out,2015,41963522.58815119,0.3793597590513332,-0.045990993359500354
1523,Inside Llewyn Davis,2013,1612261.183285211,0.025252861588759702,0.589268052278277
1524,Inside Job,2010,525809.4515030441,0.05099249908735057,0.2536388354458312
1525,Inni,2011,14960.08854665921,0.009779633489918697,0.6185302152452989
1526,Inherent Vice,2014,934232.0976177779,0.028878795007187298,1.1567526835567004
1527,Ingrid Goes West,2017,330584.7864347606,0.10391678591474249,1.194211611150729
1528,Ingrid Bergman - In H…,2015,16116.046514173924,0.06831211175727692,0.15393984476483846
1529,Infinitely Polar Bear,2015,167688.6651188366,0.08255205384891215,0.4341118560796511
1530,Infidel,2020,444527.53446254635,0.47120551944836264,0.08687578305257743
1531,Inferno,2016,3929922.7272680635,0.5816580104591446,0.07174800333455833
1532,Indivisible,2018,383749.04519577,0.6095194513538735,0.2846384262044896
1533,Indignation,2016,384884.3099215761,0.12430499756218699,0.7376095895563985
1534,Independence Day: Res…,2016,11890775.26271626,0.5461572344424194,0.07838473871716856
1535,Incredibles 2,2018,66718132.50042525,0.4424293673164244,-0.13983508688205343
1536,Inception,2010,36960956.83002214,0.3447195768092689,-0.013436920191024049
1537,Incendies,2011,860584.1884268023,-0.7346870123594614,1.1267346371557827
1538,In the Shadow of Women,2016,1825.8482988659844,-0.5018765550946511,3.738489931759423e-05
1539,In the Aisles,2019,3129.7254787795277,0.15794644592120954,0.111538904857716
1540,In a World...,2013,357064.3656827985,0.07948091011307504,0.45641095367733886
