,tconst,title,released,nconst,primaryName,boxoffice,inf_adj_boxoffice,cr,wicar
26339,tt0097376,Force majeure,04-05-1989,nm0000218,Kristin Scott Thomas,0,0,11651129,140.6802788
26372,tt0092903,Bille en tête,06-21-1989,nm0000218,Kristin Scott Thomas,0,0,11651129,128.678293
26384,tt0099098,Le bal du gouverneur,02-28-1990,nm0000218,Kristin Scott Thomas,0,0,11651129,183.8261329
26385,tt0102449,Mio caro dottor Gräsler,03-30-1990,nm0000218,Kristin Scott Thomas,0,0,11651129,183.8261329
26338,tt0099072,Aux yeux du monde,04-03-1991,nm0000218,Kristin Scott Thomas,0,0,11651129,262.6087613
26366,tt0104779,Bitter Moon,03-18-1994,nm0000218,Kristin Scott Thomas,"$1,862,805",2924045.009,11651129,765.6232108
26350,tt0111546,Un été inoubliable,11-11-1994,nm0000218,Kristin Scott Thomas,"$65,352",102583.0344,13513934,957.769116
26382,tt0112365,Angels and Insects,01-26-1996,nm0000218,Kristin Scott Thomas,"$3,414,301",5215344.778,13579286,1826.06837
26357,tt0108182,Souvenir,06-14-1996,nm0000218,Kristin Scott Thomas,0,0,16993587,2520.488955
26360,tt0112714,Le confessionnal,08-16-1996,nm0000218,Kristin Scott Thomas,"$575,001",878314.0275,16993587,2278.956626
26344,tt0117040,Microcosmos: Le peuple de l'herbe,09-06-1996,nm0000218,Kristin Scott Thomas,"$1,433,210",2189228.275,17568588,2396.744564
26342,tt0116209,The English Patient,12-06-1996,nm0000218,Kristin Scott Thomas,"$78,676,425",120178239.2,19001798,2649.65874
26340,tt0118612,Amour & confusions,02-05-1997,nm0000218,Kristin Scott Thomas,0,0,97678223,26664.28291
26359,tt0119314,The Horse Whisperer,05-15-1998,nm0000218,Kristin Scott Thomas,"$75,383,563",111967206.1,97678223,26733.30606
26354,tt0120013,The Revengers' Comedies,01-13-1999,nm0000218,Kristin Scott Thomas,0,0,173061786,81967.61115
26345,tt0156934,Random Hearts,10-08-1999,nm0000218,Kristin Scott Thomas,"$31,502,583",46126082.03,173061786,67664.06136
26368,tt0153464,Up at the Villa,05-19-2000,nm0000218,Kristin Scott Thomas,"$2,933,161",4232844.639,204564369,122426.4771
26347,tt0264796,Life as a House,11-09-2001,nm0000218,Kristin Scott Thomas,"$15,667,270",22278857.94,207497530,166604.0287
26365,tt0280707,Gosford Park,01-18-2002,nm0000218,Kristin Scott Thomas,"$41,308,615",57869238.75,223164800,261919.6962
26352,tt0304547,Small Cuts,02-12-2003,nm0000218,Kristin Scott Thomas,0,0,264473415,457639.6502
26356,tt0373690,Arsène Lupin,10-13-2004,nm0000218,Kristin Scott Thomas,0,0,264473415,615245.8647
26353,tt0397530,Man to Man,04-13-2005,nm0000218,Kristin Scott Thomas,0,0,264473415,878922.6638
26343,tt0444653,Keeping Mum,10-06-2006,nm0000218,Kristin Scott Thomas,"$1,619,466",2132026.989,264473415,1255603.805
26334,tt0362225,Ne le dis à personne,11-01-2006,nm0000218,Kristin Scott Thomas,"$6,177,192",8132273.268,266092881,1265725.735
26333,tt0449851,La doublure,06-01-2007,nm0000218,Kristin Scott Thomas,"$1,926,800",2495976.72,272270073,1859858.268
26348,tt0783608,The Walker,08-10-2007,nm0000218,Kristin Scott Thomas,"$79,698",103240.7892,274196873,1863526.746
26364,tt0808339,Largo Winch,12-17-2008,nm0000218,Kristin Scott Thomas,"$10,352",13191.5536,274276571,2657666.658
26370,tt1068649,Il y a longtemps que je t'aime,02-20-2009,nm0000218,Kristin Scott Thomas,"$3,169,305",3971773.026,274286923,3796523.38
26367,tt0808244,Easy Virtue,06-19-2009,nm0000218,Kristin Scott Thomas,"$2,656,784",3329481.709,277456228,3851458.528
26351,tt1315962,Partir,08-12-2009,nm0000218,Kristin Scott Thomas,"$176,113",220704.8116,280113012,3886435.65
26380,tt1266029,Nowhere Boy,12-25-2009,nm0000218,Kristin Scott Thomas,"$1,457,248",1826223.194,280289125,3880179.487
26335,tt1235853,Contre toi,02-02-2011,nm0000218,Kristin Scott Thomas,0,0,281746373,7969060.323
26376,tt1668200,Elle s'appelait Sarah,07-22-2011,nm0000218,Kristin Scott Thomas,"$7,693,187",9316449.457,281746373,7958637.687
26337,tt1459012,Crime d'amour,09-02-2011,nm0000218,Kristin Scott Thomas,"$539,792",653688.112,289439560,8221804.325
26363,tt1605777,La femme du Vème,11-16-2011,nm0000218,Kristin Scott Thomas,"$113,800",137811.8,289979352,8194416.249
26346,tt1440732,Bel Ami,03-09-2012,nm0000218,Kristin Scott Thomas,"$120,462",143337.7338,290093152,11707274.01
26369,tt1441952,Salmon Fishing in the Yemen,04-20-2012,nm0000218,Kristin Scott Thomas,"$9,047,981",10766192.59,290213614,11712089.24
26341,tt1906347,Cherchez Hortense,09-05-2012,nm0000218,Kristin Scott Thomas,0,0,299261595,12145620.83
26349,tt1964624,Dans la maison,10-10-2012,nm0000218,Kristin Scott Thomas,"$389,757",463771.8543,299261595,12076284.79
26377,tt1602613,Only God Forgives,05-22-2013,nm0000218,Kristin Scott Thomas,"$779,188",910714.9344,299651352,17278570.95
26383,tt2231630,Avant l'hiver,11-27-2013,nm0000218,Kristin Scott Thomas,0,0,300430540,17326805.04
26371,tt1700845,The Invisible Woman,02-21-2014,nm0000218,Kristin Scott Thomas,"$1,234,254",1416553.316,300430540,24741746.82
26373,tt2908856,My Old Lady,11-21-2014,nm0000218,Kristin Scott Thomas,"$4,013,786",4606622.192,301664794,24858406.08
26355,tt0900387,Suite Française,03-13-2015,nm0000218,Kristin Scott Thomas,0,0,305678580,36032525.84
26375,tt4555426,Darkest Hour,12-22-2017,nm0000218,Kristin Scott Thomas,"$56,468,410",61234343.8,305678580,73393427.06
26361,tt5814592,The Party,02-16-2018,nm0000218,Kristin Scott Thomas,"$749,827",797291.0491,362146990,125851132.9
26381,tt6858020,Au bout des doigts,12-26-2018,nm0000218,Kristin Scott Thomas,0,0,362896817,124489888.4
26378,tt8951692,Military Wives,05-22-2020,nm0000218,Kristin Scott Thomas,0,0,362896817,254027771.9
26374,tt2235695,Rebecca,10-21-2020,nm0000218,Kristin Scott Thomas,0,0,362896817,254027771.9
26362,tt11032810,Cinquième set,06-16-2021,nm0000218,Kristin Scott Thomas,0,0,362896817,362896817
26387,tt2800038,Atlas Shrugged: Part III,09-12-2014,nm1119340,Kristoffer Polaha,"$846,704",971762.1808,0,0
26388,tt3200980,Where Hope Grows,05-15-2015,nm1119340,Kristoffer Polaha,"$1,156,000",1302349.6,846704,114326.8488
26389,tt6121592,Bachelor Lions,03-21-2018,nm1119340,Kristoffer Polaha,0,0,2002704,737125.3848
26386,tt4574654,Beneath the Leaves,02-08-2019,nm1119340,Kristoffer Polaha,0,0,2002704,981324.96
26390,tt3201736,Run the Race,02-22-2019,nm1119340,Kristoffer Polaha,"$6,424,420",6695530.524,2002704,981324.96
26391,tt10384246,Friend Request,01-07-2020,nm10717898,Kruze Princeton Dillard,0,0,0,0
26393,tt1695994,The Virginity Hit,09-24-2010,nm3106253,Krysta Rodriguez,"$636,706",784485.4626,0,0
26392,tt4065212,My Bakery in Brooklyn,01-20-2017,nm3106253,Krysta Rodriguez,0,0,636706,188354.9596
26405,tt1241017,How to Make Love to a Woman,12-30-1899,nm1269983,Krysten Ritter,0,0,0,0
26406,tt10521144,Nightbooks,12-30-1899,nm1269983,Krysten Ritter,0,0,0,0
26400,tt1093908,Confessions of a Shopaholic,02-13-2009,nm1269983,Krysten Ritter,"$44,277,350",55488375.02,0,0
26397,tt1037090,Frost,06-12-2009,nm1269983,Krysten Ritter,0,0,44277350,768030.535
26394,tt1535101,Killing Bono,04-01-2011,nm1269983,Krysten Ritter,0,0,44277350,1250725.547
26401,tt1093355,BuzzKill,01-20-2012,nm1269983,Krysten Ritter,"$5,860",6972.814,44277350,1786750.781
26399,tt1726589,L!fe Happens,04-13-2012,nm1269983,Krysten Ritter,"$30,905",36773.8595,44283210,1787032.159
26395,tt1545106,Vamps,11-02-2012,nm1269983,Krysten Ritter,"$3,361",3999.2539,44314115,1788471.211
26398,tt1844763,Refuge,06-12-2014,nm1269983,Krysten Ritter,"$2,631",3019.5987,44317476,3649787.277
26402,tt3093546,Listen Up Philip,10-21-2014,nm1269983,Krysten Ritter,"$200,126",229684.6102,44320107,3649983.391
26404,tt1126590,Big Eyes,12-25-2014,nm1269983,Krysten Ritter,"$14,482,031",16621026.98,44520233,3668866.903
26403,tt3042626,Asthma,11-24-2016,nm1269983,Krysten Ritter,0,0,59002264,10276011.56
26396,tt5655222,The Hero,06-09-2017,nm1269983,Krysten Ritter,"$4,077,333",4421459.905,59002264,14166443.59
26407,tt3184798,Brooklyn,09-23-2015,nm5945163,Kt Gorique,0,0,0,0
26408,tt6684818,The Artist,12-05-2015,nm8870121,Kudzai Nigel Chitewe,0,0,0,0
26409,tt6684874,The Artist 2,12-19-2015,nm8870121,Kudzai Nigel Chitewe,0,0,0,0
26414,tt3249660,The Last of the Great Romantics,07-17-2014,nm3529685,Kumail Nanjiani,0,0,0,0
26418,tt2608030,Loaded,03-23-2015,nm3529685,Kumail Nanjiani,0,0,0,0
26410,tt1588878,The Late Bloomer,10-07-2016,nm3529685,Kumail Nanjiani,0,0,0,0
26412,tt5462602,The Big Sick,07-14-2017,nm3529685,Kumail Nanjiani,"$42,873,127",46491618.92,0,0
26417,tt3014284,The Lego Ninjago Movie,09-22-2017,nm3529685,Kumail Nanjiani,"$59,281,555",64284918.24,42873127,11162637.7
26415,tt5228262,A Happening of Monumental Proportions,09-21-2018,nm3529685,Kumail Nanjiani,0,0,102154682,36755209.52
26413,tt2283336,Men in Black: International,06-14-2019,nm3529685,Kumail Nanjiani,"$80,001,807",83377883.26,102154682,50055794.18
26411,tt7734218,Stuber,07-12-2019,nm3529685,Kumail Nanjiani,"$22,370,452",23314485.07,182156489,90910956.98
26416,tt8851668,The Lovebirds,05-22-2020,nm3529685,Kumail Nanjiani,0,0,204526941,143829681.9
26486,tt10375094,Pada,12-30-1899,nm0090283,Kunchacko Boban,0,0,0,0
26487,tt0214629,Dhanya,12-30-1899,nm0090283,Kunchacko Boban,0,0,0,0
26488,tt0281594,Aniyathi Pravu,12-30-1899,nm0090283,Kunchacko Boban,0,0,0,0
26489,tt0273867,Nakshathra Tharattu,12-30-1899,nm0090283,Kunchacko Boban,0,0,0,0
26490,tt0250668,Prem Poojari,12-30-1899,nm0090283,Kunchacko Boban,0,0,0,0
26491,tt0255042,Chandamama,12-30-1899,nm0090283,Kunchacko Boban,0,0,0,0
26492,tt0255426,Niram,12-30-1899,nm0090283,Kunchacko Boban,0,0,0,0
26493,tt0282615,Ingine Oru Nilapakshi,12-30-1899,nm0090283,Kunchacko Boban,0,0,0,0
26494,tt0282863,Priyam,12-30-1899,nm0090283,Kunchacko Boban,0,0,0,0
26495,tt0319316,Dosth,12-30-1899,nm0090283,Kunchacko Boban,0,0,0,0
26496,tt0357063,Puthooramputhri Unniyarcha,12-30-1899,nm0090283,Kunchacko Boban,0,0,0,0
26497,tt0357192,Snehithan,12-30-1899,nm0090283,Kunchacko Boban,0,0,0,0
26498,tt0388286,Mullavalliyum Thenmavum,12-30-1899,nm0090283,Kunchacko Boban,0,0,0,0
26499,tt0481093,Ee Snehatheerathu,12-30-1899,nm0090283,Kunchacko Boban,0,0,0,0
26500,tt0827770,Junior Senior,12-30-1899,nm0090283,Kunchacko Boban,0,0,0,0
26501,tt1137456,Five Fingers,12-30-1899,nm0090283,Kunchacko Boban,0,0,0,0
26502,tt1640146,Lollipop,12-30-1899,nm0090283,Kunchacko Boban,0,0,0,0
26503,tt1645757,Gulumaal: The Escape,12-30-1899,nm0090283,Kunchacko Boban,0,0,0,0
26504,tt1995389,Oridathoru Postman,12-30-1899,nm0090283,Kunchacko Boban,0,0,0,0
26505,tt3604244,Kadhaveedu,12-30-1899,nm0090283,Kunchacko Boban,0,0,0,0
26506,tt14188930,"Nna, Thaan Case Kodu",12-30-1899,nm0090283,Kunchacko Boban,0,0,0,0
26507,tt14312358,Ottu,12-30-1899,nm0090283,Kunchacko Boban,0,0,0,0
26508,tt13824834,Aaraam Pathiraa,12-30-1899,nm0090283,Kunchacko Boban,0,0,0,0
26434,tt0273768,Mailpeelikkavu,09-05-1998,nm0090283,Kunchacko Boban,0,0,0,0
26457,tt0246674,Harikrishnans,09-16-1998,nm0090283,Kunchacko Boban,0,0,0,0
26455,tt0255360,Mazhavillu,10-16-1999,nm0090283,Kunchacko Boban,0,0,0,0
26420,tt0282139,"Satyam, Shivam, Sundaram",02-01-2000,nm0090283,Kunchacko Boban,0,0,0,0
26480,tt13300924,Sahayathrikakku Snehapoorvam,07-28-2000,nm0090283,Kunchacko Boban,0,0,0,0
26419,tt0323364,Narendran Makan Jayakanthan Vaka,08-01-2001,nm0090283,Kunchacko Boban,0,0,0,0
26428,tt0396684,Kasthuriman,04-04-2003,nm0090283,Kunchacko Boban,0,0,0,0
26422,tt0390527,Swapnam Kondu Thulabharam,06-01-2003,nm0090283,Kunchacko Boban,0,0,0,0
26435,tt0378826,Swapnakoodu,09-05-2003,nm0090283,Kunchacko Boban,0,0,0,0
26449,tt0396664,Jalolsavam,04-14-2004,nm0090283,Kunchacko Boban,0,0,0,0
26431,tt0448565,Iruvattam Manavatti,02-04-2005,nm0090283,Kunchacko Boban,0,0,0,0
26463,tt0448543,Hridayathil Sookshikkan,02-18-2005,nm0090283,Kunchacko Boban,0,0,0,0
26423,tt1102252,Kilukkam Kilukilukkam,03-01-2006,nm0090283,Kunchacko Boban,0,0,0,0
26472,tt1671474,Mummy & Me,05-21-2010,nm0090283,Kunchacko Boban,0,0,0,0
26475,tt1820643,Sakudumbam Shyamala,07-23-2010,nm0090283,Kunchacko Boban,0,0,0,0
26445,tt1711471,Elsamma Enna Aankutty,09-10-2010,nm0090283,Kunchacko Boban,0,0,0,0
26482,tt1820446,Four Friends,10-28-2010,nm0090283,Kunchacko Boban,0,0,0,0
26439,tt1821682,Traffic,01-07-2011,nm0090283,Kunchacko Boban,0,0,0,0
26461,tt1867035,Race,03-17-2011,nm0090283,Kunchacko Boban,0,0,0,0
26446,tt1844031,Seniors,05-12-2011,nm0090283,Kunchacko Boban,0,0,0,0
26440,tt1869233,Three Kings,07-07-2011,nm0090283,Kunchacko Boban,0,0,0,0
26485,tt2258583,Sevenes,08-31-2011,nm0090283,Kunchacko Boban,0,0,0,0
26453,tt2061650,Doctor Love,09-15-2011,nm0090283,Kunchacko Boban,0,0,0,0
26451,tt2089788,Sandwich,10-14-2011,nm0090283,Kunchacko Boban,0,0,0,0
26467,tt2210993,Spanish Masala,01-20-2012,nm0090283,Kunchacko Boban,0,0,0,0
26462,tt2355765,Ordinary,03-17-2012,nm0090283,Kunchacko Boban,0,0,0,0
26427,tt2157186,Mallu Singh,05-03-2012,nm0090283,Kunchacko Boban,0,0,0,0
26483,tt2545176,101 Weddings,11-29-2012,nm0090283,Kunchacko Boban,0,0,0,0
26484,tt2318992,Poppins,11-30-2012,nm0090283,Kunchacko Boban,0,0,0,0
26458,tt2640444,Romans,01-17-2013,nm0090283,Kunchacko Boban,0,0,0,0
26469,tt2866804,3 Dots,03-20-2013,nm0090283,Kunchacko Boban,0,0,0,0
26481,tt3708828,God for Sale,06-28-2013,nm0090283,Kunchacko Boban,0,0,0,0
26443,tt3111680,Pullipulikalum Aattinkuttiyum,08-09-2013,nm0090283,Kunchacko Boban,0,0,0,0
26474,tt3558190,Vishudhan,11-22-2013,nm0090283,Kunchacko Boban,0,0,0,0
26450,tt3602210,Konthayum Poonoolum,03-14-2014,nm0090283,Kunchacko Boban,0,0,0,0
26424,tt3705306,Law Point,05-01-2014,nm0090283,Kunchacko Boban,0,0,0,0
26454,tt3734466,How Old Are You?,05-16-2014,nm0090283,Kunchacko Boban,0,0,0,0
26436,tt4372114,Bhaiyya Bhaiyya,09-05-2014,nm0090283,Kunchacko Boban,0,0,0,0
26465,tt4295566,Cousins,12-19-2014,nm0090283,Kunchacko Boban,0,0,0,0
26425,tt4648298,Chirakodinja Kinavukal,05-01-2015,nm0090283,Kunchacko Boban,0,0,0,0
26460,tt4866654,Madhura Naranga,07-17-2015,nm0090283,Kunchacko Boban,0,0,0,0
26478,tt4974192,Jamna Pyari,08-27-2015,nm0090283,Kunchacko Boban,0,0,0,0
26456,tt5112972,Lord Livingstone 7000 Kandi,10-16-2015,nm0090283,Kunchacko Boban,0,0,0,0
26470,tt5202322,Rajamma @ Yahoo,11-20-2015,nm0090283,Kunchacko Boban,0,0,0,0
26430,tt4670590,Birds with Large Wings,12-04-2015,nm0090283,Kunchacko Boban,0,0,0,0
26477,tt5324456,Vettah,02-26-2016,nm0090283,Kunchacko Boban,0,0,0,0
26447,tt5370488,Valliyum Thetti Pulliyum Thetti,05-12-2016,nm0090283,Kunchacko Boban,0,0,0,0
26479,tt5454534,School Bus,05-27-2016,nm0090283,Kunchacko Boban,0,0,0,0
26437,tt5493498,Shajahanum Pareekuttiyum,07-06-2016,nm0090283,Kunchacko Boban,0,0,0,0
26444,tt5541812,Kochavva Paulo Ayyappa Coelho,09-09-2016,nm0090283,Kunchacko Boban,0,0,0,0
26438,tt6315524,Take Off,04-07-2017,nm0090283,Kunchacko Boban,0,0,0,0
26426,tt6517874,Ramante Edenthottam,06-02-2017,nm0090283,Kunchacko Boban,0,0,0,0
26429,tt6697468,Varnyathil Aashanka,08-04-2017,nm0090283,Kunchacko Boban,0,0,0,0
26432,tt6774126,Diwanji Moola Grand Prix,01-05-2018,nm0090283,Kunchacko Boban,0,0,0,0
26468,tt7372318,Shikkari Shambhu,01-20-2018,nm0090283,Kunchacko Boban,0,0,0,0
26476,tt6277824,Poomaram,03-23-2018,nm0090283,Kunchacko Boban,0,0,0,0
26448,tt7585540,Kuttanadan Marpappa,04-13-2018,nm0090283,Kunchacko Boban,0,0,0,0
26464,tt7450346,Panchavarnathatha,05-18-2018,nm0090283,Kunchacko Boban,0,0,0,0
26471,tt8408216,Mangalyam Thanthunanena,09-20-2018,nm0090283,Kunchacko Boban,0,0,0,0
26452,tt8635076,Johny Johny Yes Appa,11-15-2018,nm0090283,Kunchacko Boban,0,0,0,0
26473,tt8962486,Thattum Purath Achuthan,12-22-2018,nm0090283,Kunchacko Boban,0,0,0,0
26421,tt8406276,Allu Ramendran,02-01-2019,nm0090283,Kunchacko Boban,0,0,0,0
26459,tt10717738,Anjaam Pathiraa,01-17-2020,nm0090283,Kunchacko Boban,0,0,0,0
26466,tt11800272,Mohan Kumar Fans,03-19-2021,nm0090283,Kunchacko Boban,0,0,0,0
26441,tt11604676,Nayattu,04-08-2021,nm0090283,Kunchacko Boban,0,0,0,0
26442,tt13298992,Nizhal,04-09-2021,nm0090283,Kunchacko Boban,0,0,0,0
26433,tt11281502,Locals,11-05-2021,nm0090283,Kunchacko Boban,0,0,0,0
26518,tt0081698,Used Cars,07-11-1980,nm0000621,Kurt Russell,"$11,715,321",21850245.2,0,0
26515,tt0082340,Escape from New York,07-10-1981,nm0000621,Kurt Russell,"$25,244,626",46551090.34,11715321,13.9116267
26516,tt0082406,The Fox and the Hound,07-10-1981,nm0000621,Kurt Russell,"$63,456,988",117014685.9,36959947,37.09709234
26538,tt0084787,The Thing,06-25-1982,nm0000621,Kurt Russell,"$19,629,760",35783089.5,100416935,140.0466542
26541,tt0086312,Silkwood,01-27-1984,nm0000621,Kurt Russell,"$35,615,609",63420714.95,120046695,252.8160643
26520,tt0088213,Swing Shift,04-13-1984,nm0000621,Kurt Russell,"$6,650,206",11842021.82,155662304,340.5543331
26524,tt0089572,The Mean Season,02-15-1985,nm0000621,Kurt Russell,"$4,349,446",7653285.182,162312510,444.1763876
26546,tt0090713,The Best of Times,01-31-1986,nm0000621,Kurt Russell,"$7,790,931",13544533.54,166661956,643.8622026
26510,tt0090728,Big Trouble in Little China,07-02-1986,nm0000621,Kurt Russell,"$11,100,000",19297350,174452887,682.6558671
26526,tt0093693,Overboard,12-16-1987,nm0000621,Kurt Russell,"$26,713,187",45877227.35,185552887,1048.517306
26509,tt0096244,Tequila Sunrise,12-02-1988,nm0000621,Kurt Russell,"$41,292,551",70044554.26,212266074,1789.184761
26522,tt0098659,Winter People,04-14-1989,nm0000621,Kurt Russell,"$2,023,282",3389402.006,253558625,3117.916706
26532,tt0098439,Tango & Cash,12-22-1989,nm0000621,Kurt Russell,"$63,408,614",106222110.2,255581907,2837.805119
26536,tt0101393,Backdraft,05-24-1991,nm0000621,Kurt Russell,"$77,868,585",127159399.3,318990521,8154.823862
26540,tt0105699,Unlawful Entry,06-26-1992,nm0000621,Kurt Russell,"$57,138,719",92101901.16,396859106,14365.60696
26527,tt0103924,Captain Ron,09-18-1992,nm0000621,Kurt Russell,"$22,518,097",36296920.55,453997825,15744.08361
26537,tt0108358,Tombstone,12-25-1993,nm0000621,Kurt Russell,"$56,505,065",89888257.4,476515922,22552.89819
26542,tt0111282,Stargate,10-28-1994,nm0000621,Kurt Russell,"$71,567,262",112339131.2,533020987,37219.75668
26525,tt0116253,Executive Decision,03-15-1996,nm0000621,Kurt Russell,"$56,569,216",86409477.44,604588249,86547.22028
26514,tt0116225,Escape from L.A.,08-09-1996,nm0000621,Kurt Russell,"$25,477,365",38916675.04,661157465,92667.53672
26511,tt0118771,Breakdown,05-02-1997,nm0000621,Kurt Russell,"$50,159,144",75559734.52,686634830,134121.0658
26535,tt0120157,Soldier,10-23-1998,nm0000621,Kurt Russell,"$14,594,226",21676803.88,736793974,208603.1046
26534,tt0233142,3000 Miles to Graceland,02-23-2001,nm0000621,Kurt Russell,"$15,749,959",22396441.7,751388200,605201.0229
26523,tt0259711,Vanilla Sky,12-14-2001,nm0000621,Kurt Russell,"$100,618,344",143079285.2,767138159,617420.3019
26530,tt0279331,Dark Blue,02-21-2003,nm0000621,Kurt Russell,"$9,250,301",12763565.32,867756503,1482210.463
26517,tt0165832,Interstate 60: Episodes of the Road,09-10-2003,nm0000621,Kurt Russell,0,0,877006804,1433850.852
26513,tt0349825,Miracle,02-06-2004,nm0000621,Kurt Russell,"$64,378,093",87470514.96,877006804,2040185.436
26543,tt0405325,Sky High,07-29-2005,nm0000621,Kurt Russell,"$63,946,815",85535259.74,941384897,3205240.778
26531,tt0418647,Dreamer: Inspired by a True Story,10-21-2005,nm0000621,Kurt Russell,"$32,751,093",43807862,1005331712,3412756.627
26519,tt0409182,Poseidon,05-12-2006,nm0000621,Kurt Russell,"$60,674,817",79878396.58,1038082805,4980854.66
26512,tt0462322,Grindhouse,04-06-2007,nm0000621,Kurt Russell,"$25,037,897",32434091.77,1098757622,7582270.815
26547,tt1028528,Death Proof,05-31-2007,nm0000621,Kurt Russell,0,0,1123795519,7672003.201
26521,tt1628055,Touchback,04-13-2012,nm0000621,Kurt Russell,"$204,232",243015.6568,1123795519,45349202.72
26529,tt2172985,The Art of the Steal,06-20-2014,nm0000621,Kurt Russell,"$64,065",73527.4005,1123999751,92569406.69
26544,tt3460252,The Hateful Eight,12-30-2015,nm0000621,Kurt Russell,"$54,117,416",60968680.87,1124063816,132246097.1
26528,tt2494362,Bone Tomahawk,02-19-2016,nm0000621,Kurt Russell,0,0,1178181232,199168411.7
26545,tt1860357,Deepwater Horizon,09-30-2016,nm0000621,Kurt Russell,"$61,433,527",67914764.1,1178181232,198016919.7
26533,tt2990140,The Christmas Chronicles,11-22-2018,nm0000621,Kurt Russell,0,0,1239614759,427410926.7
26539,tt11057644,The Christmas Chronicles: Part Two,11-25-2020,nm0000621,Kurt Russell,0,0,1239614759,867730331.3
26549,tt12406160,The Last Regret,07-30-2020,nm10434798,Kyla Faith,0,0,0,0
26548,tt12757372,RED,08-08-2020,nm10434798,Kyla Faith,0,0,0,0
26562,tt13320662,Slumberland,12-30-1899,nm0151419,Kyle Chandler,0,0,0,0
26558,tt0105191,Pure Country,10-23-1992,nm0151419,Kyle Chandler,"$15,164,458",24443589.85,0,0
26559,tt0159995,Angel's Dance,02-25-1999,nm0151419,Kyle Chandler,0,0,15164458,9557.00621
26556,tt0139124,The Color of Evening,07-22-2006,nm0151419,Kyle Chandler,0,0,15164458,71994.19712
26551,tt1650062,Super 8,06-10-2011,nm0151419,Kyle Chandler,"$127,004,179",153802060.8,15164458,428358.405
26560,tt2415176,Touchdown Newport,04-30-2013,nm0151419,Kyle Chandler,0,0,142168637,9740583.564
26553,tt1714206,The Spectacular Now,09-13-2013,nm0151419,Kyle Chandler,"$6,854,611",8011669.337,142168637,8195739.007
26554,tt2402927,Carol,01-15-2016,nm0151419,Kyle Chandler,"$12,711,491",14052553.3,149023248,25240804.09
26555,tt4034228,Manchester by the Sea,12-16-2016,nm0151419,Kyle Chandler,"$47,695,371",52727232.64,161734739,27408149.92
26557,tt2704998,Game Night,02-23-2018,nm0151419,Kyle Chandler,"$69,179,066",73558100.88,209430110,73560456.27
26550,tt1291566,Sidney Hall,03-02-2018,nm0151419,Kyle Chandler,0,0,278609176,97064956.33
26552,tt1213641,First Man,10-12-2018,nm0151419,Kyle Chandler,"$44,936,545",47781028.3,278609176,95562947.37
26561,tt3741700,Godzilla: King of the Monsters,05-31-2019,nm0151419,Kyle Chandler,"$110,500,138",115163243.8,323545721,159931200.1
26563,tt9293690,Ma,11-17-2018,nm10264698,Kyle Espiritu,0,0,0,0
26582,tt1527813,Magic Valley,12-30-1899,nm0973177,Kyle Gallner,0,0,0,0
26573,tt0972883,Red,01-20-2008,nm0973177,Kyle Gallner,"$4,643",5916.5749,0,0
26580,tt0492044,The Haunting in Connecticut,03-27-2009,nm0973177,Kyle Gallner,"$55,389,516",69414141.45,4643,81.89301244
26581,tt1179056,A Nightmare on Elm Street,04-30-2010,nm0973177,Kyle Gallner,"$63,075,011",77714721.05,55394159,1372636.19
26569,tt1198075,Cougars Inc.,05-10-2011,nm0973177,Kyle Gallner,0,0,118469170,3759996.404
26578,tt1315350,Cherry,06-24-2011,nm0973177,Kyle Gallner,"$11,362",13759.382,118469170,3346460.829
26567,tt1533013,Beautiful Boy,11-04-2011,nm0973177,Kyle Gallner,"$77,247",93546.117,118480532,3346849.498
26579,tt1426748,Losers Take All,10-25-2013,nm0973177,Kyle Gallner,0,0,118557779,6835559.641
26565,tt2235108,Dear White People,12-04-2014,nm0973177,Kyle Gallner,"$4,404,154",5054647.546,118557779,9763742.899
26571,tt2179136,American Sniper,01-16-2015,nm0973177,Kyle Gallner,"$350,126,372",394452370.7,122961933,14542878.37
26570,tt4048668,Band of Robbers,04-15-2016,nm0973177,Kyle Gallner,"$20,555",22723.5525,473088305,86961822.02
26574,tt3564794,Welcome to Happiness,05-20-2016,nm0973177,Kyle Gallner,"$5,083",5619.2565,473108860,79515770.57
26566,tt3734354,The Master Cleanse,05-04-2018,nm0973177,Kyle Gallner,0,0,473113943,162278266.4
26576,tt3295180,Zen Dog,06-22-2018,nm0973177,Kyle Gallner,0,0,473113943,162278082.4
26568,tt5453522,The Men,08-07-2018,nm0973177,Kyle Gallner,0,0,473113943,162278082.4
26564,tt8009906,The Cleansing Hour,01-03-2020,nm0973177,Kyle Gallner,0,0,473113943,331179760.1
26572,tt6508228,Ghosts of War,07-17-2020,nm0973177,Kyle Gallner,0,0,473113943,331179760.1
26577,tt8191850,The Catch,10-22-2020,nm0973177,Kyle Gallner,0,0,473113943,331179760.1
26575,tt9058654,Dinner in America,01-21-2021,nm0973177,Kyle Gallner,0,0,473113943,473113943
26583,tt9314862,GetAWAY,12-22-2020,nm10273303,Kyle Mangold,0,0,0,0
26584,tt6716346,The Book of Life,12-25-2017,nm6429818,Kylie Brown,0,0,0,0
26585,tt4257926,Miracles from Heaven,03-16-2016,nm4814017,Kylie Rogers,"$61,705,123",68215013.48,0,0
