,tconst,title,released,nconst,primaryName,boxoffice,inf_adj_boxoffice,cr,wicar
26586,tt5606664,Doctor Sleep,11-08-2019,nm7738797,Kyliegh Curran,"$31,581,712",32914460.25,0,0
26595,tt0090291,War and Love,09-13-1985,nm0001718,Kyra Sedgwick,0,0,0,0
26590,tt0093403,Lemon Sky,02-10-1988,nm0001718,Kyra Sedgwick,0,0,0,0
26588,tt0102733,Pyrates,03-05-1992,nm0001718,Kyra Sedgwick,0,0,0,0
26601,tt0105415,Singles,09-18-1992,nm0001718,Kyra Sedgwick,"$18,471,850",29774775.02,0,0
26594,tt0107091,Heart and Souls,08-13-1993,nm0001718,Kyra Sedgwick,"$16,589,540",26390640.23,18471850,1369.599564
26587,tt0117333,Phenomenon,07-03-1996,nm0001718,Kyra Sedgwick,"$104,636,382",159832073.5,35061390,6016.367785
26593,tt0110400,The Low Life,07-12-1996,nm0001718,Kyra Sedgwick,"$45,436",69403.49,139697772,26136.55081
26611,tt0118901,Critical Care,10-31-1997,nm0001718,Kyra Sedgwick,"$221,193",333205.1352,139743208,26776.76759
26589,tt0172699,Labor Pains,11-07-2000,nm0001718,Kyra Sedgwick,0,0,139964401,78239.10121
26604,tt0295238,Personal Velocity: Three Portraits,12-20-2002,nm0001718,Kyra Sedgwick,"$811,299",1136548.769,139964401,159543.9537
26592,tt0282891,Behind the Red Door,01-12-2003,nm0001718,Kyra Sedgwick,0,0,140775700,229770.7053
26598,tt0245479,Just a Kiss,05-15-2003,nm0001718,Kyra Sedgwick,"$64,389",88843.9422,140775700,229241.0641
26602,tt0327137,Secondhand Lions,09-19-2003,nm0001718,Kyra Sedgwick,"$42,070,939",58049481.63,140840089,229385.7388
26608,tt0361127,The Woodsman,01-28-2005,nm0001718,Kyra Sedgwick,"$1,576,231",2108366.586,182911028,660968.3292
26606,tt0388213,Loverboy,04-28-2005,nm0001718,Kyra Sedgwick,"$33,223",44439.0848,184487259,614873.6694
26609,tt0492956,The Game Plan,09-28-2007,nm0001718,Kyra Sedgwick,"$90,648,202",117425680.9,184520482,1251536.553
26591,tt0367587,Cavedweller,09-10-2011,nm0001718,Kyra Sedgwick,0,0,275168684,8529231.754
26610,tt0431021,The Possession,08-31-2012,nm0001718,Kyra Sedgwick,"$49,130,154",58459970.24,275168684,11104048.93
26607,tt1590764,Chlorine,02-28-2014,nm0001718,Kyra Sedgwick,0,0,324298838,27475754.28
26605,tt0959306,Reach Me,11-21-2014,nm0001718,Kyra Sedgwick,0,0,324298838,26707403.79
26596,tt2689958,Big Sky,08-14-2015,nm0001718,Kyra Sedgwick,0,0,324298838,38153433.99
26600,tt1878870,The Edge of Seventeen,11-18-2016,nm0001718,Kyra Sedgwick,"$14,431,633",15954170.28,324298838,54504905.7
26597,tt2728784,After Darkness,01-15-2019,nm0001718,Kyra Sedgwick,0,0,338730471,166723974.1
26603,tt2707810,Submission,09-19-2019,nm0001718,Kyra Sedgwick,"$39,985",41672.367,338730471,165977930.8
26599,tt0119699,Montana,03-18-2020,nm0001718,Kyra Sedgwick,0,0,338770456,237140500.4
26612,tt7334528,Uncle Drew,06-29-2018,nm4489994,Kyrie Irving,"$42,469,946",45158293.58,0,0
26614,tt3953834,Ka-teu,11-13-2014,nm6765553,Kyung-soo Do,0,0,0,0
26618,tt5615904,Soonjung,02-24-2016,nm6765553,Kyung-soo Do,0,0,0,0
26613,tt6388082,Hyeong,12-09-2016,nm6765553,Kyung-soo Do,"$51,996",57481.578,0,0
26616,tt7465704,7 Hosil,11-15-2017,nm6765553,Kyung-soo Do,0,0,51996,13801.32688
26617,tt7046974,Seuwingkizeu,12-21-2018,nm6765553,Kyung-soo Do,"$222,001",236053.6633,51996,17834.628
26615,tt7852002,The Underdog,04-14-2020,nm6765553,Kyung-soo Do,0,0,273997,201634.7643
26636,tt0253109,Graham's Diner,12-30-1899,nm0129749,L. Scott Caldwell,0,0,0,0
26637,tt13372992,Bingo,12-30-1899,nm0129749,L. Scott Caldwell,0,0,0,0
26634,tt0103174,Up Against the Wall,01-18-1991,nm0129749,L. Scott Caldwell,0,0,0,0
26635,tt0111250,Soweto Green: This Is a 'Tree' Story,03-24-1995,nm0129749,L. Scott Caldwell,0,0,0,0
26633,tt0421206,Gridiron Gang,09-15-2006,nm0129749,L. Scott Caldwell,"$38,432,823",50596811.48,0,0
26632,tt3862750,The Perfect Guy,09-11-2015,nm0129749,L. Scott Caldwell,"$57,027,435",64247108.27,38432823,5952664.274
26631,tt6113488,The Case for Christ,04-07-2017,nm0129749,L. Scott Caldwell,"$14,682,684",15921902.53,95460258,24653451.5
26652,tt1517451,A Star Is Born,10-05-2018,nm3078932,Lady Gaga,"$215,288,866",228916651.2,0,0
26654,tt3139538,Amira & Sam,01-30-2015,nm1821298,Laith Nakli,"$31,849",35881.0834,0,0
26653,tt4218696,The Wall,05-18-2017,nm1821298,Laith Nakli,"$1,803,064",1955242.602,31849,8615.048124
26655,tt0785007,Over Her Dead Body,02-01-2008,nm1128572,Lake Bell,"$7,563,670",9638384.681,0,0
26659,tt1033643,What Happens in Vegas,05-09-2008,nm1128572,Lake Bell,"$80,277,646",102297804.3,7563670,93385.35537
26657,tt1493815,Little Murder,01-08-2011,nm1128572,Lake Bell,0,0,87841316,3103314.731
26667,tt1231586,A Good Old Fashioned Orgy,10-27-2011,nm1128572,Lake Bell,"$200,227",242474.897,87841316,2481299.761
26660,tt0902337,Under Still Waters,01-11-2013,nm1128572,Lake Bell,0,0,88041543,5077855.258
26663,tt1930294,Black Rock,05-17-2013,nm1128572,Lake Bell,0,0,88041543,5075419.751
26662,tt2294677,In a World...,09-13-2013,nm1128572,Lake Bell,"$2,963,902",3464208.658,88041543,5075419.751
26666,tt1781922,No Escape,08-26-2015,nm1128572,Lake Bell,"$27,288,872",30743643.2,91005445,10765560.18
26661,tt3064298,Man Up,11-13-2015,nm1128572,Lake Bell,0,0,118294317,14323658.48
26658,tt2709768,The Secret Life of Pets,07-08-2016,nm1128572,Lake Bell,"$368,384,330",407248876.8,118294317,19881725.86
26664,tt4633690,Shot Caller,08-18-2017,nm1128572,Lake Bell,0,0,486678647,126182920.8
26656,tt3234084,I Do... Until I Don't,09-01-2017,nm1128572,Lake Bell,"$280,668",304356.3792,486678647,116851543.1
26665,tt13622118,Cryptozoo,08-20-2021,nm1128572,Lake Bell,0,0,486959315,486983003.4
26649,tt4160706,Live Cargo,03-31-2017,nm3147751,LaKeith Stanfield,0,0,0,0
26648,tt5990342,The Incredible Jessica James,07-28-2017,nm3147751,LaKeith Stanfield,0,0,0,0
26644,tt3268340,Crown Heights,08-18-2017,nm3147751,LaKeith Stanfield,"$238,558",258692.2952,0,0
26647,tt1241317,Death Note,08-25-2017,nm3147751,LaKeith Stanfield,0,0,238558,62112.02008
26643,tt4157144,Quest: The Truth Always Rises,10-14-2017,nm3147751,LaKeith Stanfield,0,0,238558,57277.7758
26640,tt1690967,Come Sunday,04-13-2018,nm3147751,LaKeith Stanfield,0,0,238558,81825.394
26646,tt5198796,Izzy Gets the Fuck Across Town,06-22-2018,nm3147751,LaKeith Stanfield,"$20,208",21487.1664,238558,81825.394
26641,tt5688932,Sorry to Bother You,07-13-2018,nm3147751,LaKeith Stanfield,"$17,493,096",18600408.98,258766,89195.49208
26638,tt5177088,The Girl in the Spider's Web,11-09-2018,nm3147751,LaKeith Stanfield,"$14,841,338",15780794.7,17751862,6468697.017
26645,tt8075260,Someone Great,04-19-2019,nm3147751,LaKeith Stanfield,0,0,32593200,16431001.78
26642,tt7798646,The Photograph,02-14-2020,nm3147751,LaKeith Stanfield,"$20,578,185",21012384.7,32593200,22815240
26639,tt9784798,Judas and the Black Messiah,02-12-2021,nm3147751,LaKeith Stanfield,"$5,446,607",5446607,53171385,53605584.7
26675,tt7686414,Sharareh,12-30-1899,nm2305611,Laleh Eskandari,0,0,0,0
26676,tt0821777,Gerdab,12-30-1899,nm2305611,Laleh Eskandari,0,0,0,0
26677,tt13412178,Tanhaei,12-30-1899,nm2305611,Laleh Eskandari,0,0,0,0
26678,tt13637414,Notfe Shom,12-30-1899,nm2305611,Laleh Eskandari,0,0,0,0
26679,tt13803360,The last role,12-30-1899,nm2305611,Laleh Eskandari,0,0,0,0
26680,tt8144636,I'm Not Alone Anymore,12-30-1899,nm2305611,Laleh Eskandari,0,0,0,0
26669,tt6215484,in zan harf nemizanad,01-01-2002,nm2305611,Laleh Eskandari,0,0,0,0
26672,tt2247063,The Sun Shines on All Equally,04-17-2006,nm2305611,Laleh Eskandari,0,0,0,0
26673,tt5797456,Melancholy,06-17-2017,nm2305611,Laleh Eskandari,0,0,0,0
26671,tt6243086,Fish Lake,09-13-2017,nm2305611,Laleh Eskandari,0,0,0,0
26668,tt14631148,Simin,04-01-2019,nm2305611,Laleh Eskandari,0,0,0,0
26674,tt12832150,Tigh o Termeh,05-25-2020,nm2305611,Laleh Eskandari,0,0,0,0
26670,tt13830866,Dream About Sohrab,01-01-2021,nm2305611,Laleh Eskandari,0,0,0,0
26682,tt2121286,Home Again,10-22-2013,nm4045841,Lamar Johnson,0,0,0,0
26681,tt5843850,Kings,04-11-2018,nm4045841,Lamar Johnson,"$274,635",292019.3955,0,0
26650,tt13575408,The Assistant 2: Reconnected,10-31-2021,nm11871139,LaMarr Allen,0,0,0,0
26748,tt0083947,Five Days One Summer,12-30-1899,nm0933727,Lambert Wilson,"$199,078",711544.5876,0,0
26704,tt0083686,La boum 2,12-08-1982,nm0933727,Lambert Wilson,0,0,199078,0.6471808828
26688,tt0086232,Sahara,03-02-1984,nm0933727,Lambert Wilson,"$1,402,962",2498254.433,199078,0.3695308913
26718,tt0087250,La femme publique,05-16-1984,nm0933727,Lambert Wilson,0,0,1602040,5.006819731
26716,tt0089902,Rendez-vous,05-15-1985,nm0933727,Lambert Wilson,0,0,1602040,4.248178884
26713,tt0089290,L'homme aux yeux d'argent,11-13-1985,nm0933727,Lambert Wilson,0,0,1602040,4.248178884
26709,tt0090743,Bleu comme l'enfer,03-12-1986,nm0933727,Lambert Wilson,0,0,1602040,6.068826978
26737,tt0090877,Corps et biens,08-27-1986,nm0933727,Lambert Wilson,0,0,1602040,6.068826978
26690,tt0088768,Rouge Baiser,11-02-1986,nm0933727,Lambert Wilson,0,0,1602040,6.068826978
26719,tt0092637,The Belly of an Architect,10-16-1987,nm0933727,Lambert Wilson,"$287,725",494138.915,1602040,8.669752825
26723,tt0095053,El Dorado,04-20-1988,nm0933727,Lambert Wilson,0,0,1889765,16.20554603
26707,tt0098609,La vouivre,01-11-1989,nm0933727,Lambert Wilson,0,0,1889765,20.87108764
26722,tt0098409,Suivez cet avion,10-18-1989,nm0933727,Lambert Wilson,0,0,1889765,20.87108764
26685,tt0097515,"Hiver 54, l'abbé Pierre",11-01-1989,nm0933727,Lambert Wilson,0,0,1889765,20.87108764
26745,tt0103154,A Man and Two Women,10-30-1991,nm0933727,Lambert Wilson,0,0,1889765,42.5940564
26734,tt0105783,Warsaw: Year 5703,08-26-1992,nm0933727,Lambert Wilson,0,0,1889765,60.84865201
26739,tt0104514,L'instinct de l'ange,01-27-1993,nm0933727,Lambert Wilson,0,0,1889765,86.92664572
26711,tt0119623,Marquise,09-12-1997,nm0933727,Lambert Wilson,0,0,1889765,362.0435057
26701,tt0116845,The Leading Man,03-06-1998,nm0933727,Lambert Wilson,"$18,012",26753.2236,1889765,517.2050082
26732,tt0159052,Trop (peu) d'amour,03-25-1998,nm0933727,Lambert Wilson,0,0,1907777,524.5270303
26715,tt0216841,Jet Set,06-14-2000,nm0933727,Lambert Wilson,0,0,1907777,1065.580953
26727,tt0252335,Combat d'amour en songe,11-22-2000,nm0933727,Lambert Wilson,0,0,1907777,1065.580953
26712,tt0272116,HS - hors service,06-13-2001,nm0933727,Lambert Wilson,0,0,1907777,1522.258504
26724,tt0280661,Far from China,06-21-2001,nm0933727,Lambert Wilson,0,0,1907777,1522.258504
26706,tt0340086,Dédales,09-10-2003,nm0933727,Lambert Wilson,0,0,1907777,3106.650009
26728,tt0327554,Catwoman,07-23-2004,nm0933727,Lambert Wilson,"$40,202,379",54622972.35,1907777,4438.071441
26686,tt1419852,The Disappearing of Tuvalu: Trouble in Paradise,10-01-2004,nm0933727,Lambert Wilson,0,0,42110156,131507.7728
26725,tt0455078,L'anniversaire,09-21-2005,nm0933727,Lambert Wilson,0,0,42110156,139944.3891
26730,tt0424338,Palais royal!,11-23-2005,nm0933727,Lambert Wilson,0,0,42110156,139944.3891
26714,tt0434969,Gentille,12-14-2005,nm0933727,Lambert Wilson,0,0,42110156,139944.3891
26699,tt0792992,Tous à l'Ouest: Une aventure de Lucky Luke,12-05-2007,nm0933727,Lambert Wilson,0,0,42110156,285600.794
26687,tt0487928,Dante 01,01-02-2008,nm0933727,Lambert Wilson,0,0,42110156,408001.1343
26741,tt0780516,Flawless,03-28-2008,nm0933727,Lambert Wilson,"$1,200,234",1529458.186,42110156,408001.1343
26744,tt0991347,Le grand alibi,04-30-2008,nm0933727,Lambert Wilson,0,0,43310390,422819.9033
26692,tt1093352,Comme les autres,09-03-2008,nm0933727,Lambert Wilson,0,0,43310390,419630.0827
26703,tt1285228,Victor,10-07-2009,nm0933727,Lambert Wilson,0,0,43310390,599471.5468
26700,tt1376421,Imogène McCarthery,05-05-2010,nm0933727,Lambert Wilson,0,0,43310390,856387.924
26691,tt1599975,La princesse de Montpensier,11-03-2010,nm0933727,Lambert Wilson,"$352,428",434226.5388,43310390,856387.924
26733,tt1588337,Des hommes et des dieux,03-25-2011,nm0933727,Lambert Wilson,"$3,951,596",4785382.756,43662818,1235677.145
26694,tt1976514,"Africa, Blood & Beauty",01-04-2012,nm0933727,Lambert Wilson,0,0,47614414,1955059.653
26702,tt1959346,À l'aveugle,03-07-2012,nm0933727,Lambert Wilson,0,0,47614414,1921413.35
26693,tt1723642,Sur la piste du Marsupilami,04-04-2012,nm0933727,Lambert Wilson,0,0,47614414,1921413.35
26717,tt2207050,Alceste à bicyclette,01-16-2013,nm0933727,Lambert Wilson,"$59,874",69980.7312,47614414,2744876.214
26740,tt1816518,Ernest et Célestine,02-28-2014,nm0933727,Lambert Wilson,"$262,075",300783.4775,47674288,3927014.949
26689,tt1762233,Enchanted Kingdom 3D,05-02-2014,nm0933727,Lambert Wilson,0,0,47936363,3950953.429
26720,tt2463154,Posthumous,10-16-2014,nm0933727,Lambert Wilson,0,0,47936363,3947765.619
26735,tt3202120,Barbecue,12-26-2014,nm0933727,Lambert Wilson,0,0,47936363,3947765.619
26708,tt2486678,5 to 7,02-12-2015,nm0933727,Lambert Wilson,"$162,685",183280.921,47936363,5639665.171
26746,tt4379180,Enragés,09-30-2015,nm0933727,Lambert Wilson,0,0,48099048,5661227.988
26721,tt4505208,La vache,02-17-2016,nm0933727,Lambert Wilson,0,0,48099048,8084006.997
26726,tt4494706,Tout de suite maintenant,06-22-2016,nm0933727,Lambert Wilson,0,0,48099048,8084006.997
26731,tt7551562,"Hugo Pratt, trait pour trait",08-24-2016,nm0933727,Lambert Wilson,0,0,48099048,8084006.997
26710,tt1659619,L'odyssée,10-12-2016,nm0933727,Lambert Wilson,0,0,48099048,8084006.997
26683,tt6672342,Chroniques australes,03-01-2017,nm0933727,Lambert Wilson,0,0,48099048,11548581.42
26743,tt5975354,"Telle mère, telle fille",03-29-2017,nm0933727,Lambert Wilson,0,0,48099048,11548581.42
26698,tt5460548,Corporate,04-05-2017,nm0933727,Lambert Wilson,0,0,48099048,11548581.42
26738,tt6350304,L'échange des princesses,12-27-2017,nm0933727,Lambert Wilson,0,0,48099048,11548581.42
26729,tt5852632,L'empereur,03-23-2018,nm0933727,Lambert Wilson,0,0,48099048,16497973.46
26736,tt6858020,Au bout des doigts,12-26-2018,nm0933727,Lambert Wilson,0,0,48099048,16497973.46
26684,tt7146578,Volontaire,05-01-2019,nm0933727,Lambert Wilson,0,0,48099048,23568533.52
26742,tt6270534,Les traducteurs,01-29-2020,nm0933727,Lambert Wilson,0,0,48099048,33669333.6
26695,tt10880402,De Gaulle,03-04-2020,nm0933727,Lambert Wilson,0,0,48099048,33669333.6
26697,tt0102920,Shuttlecock,11-04-2020,nm0933727,Lambert Wilson,0,0,48099048,33669333.6
26747,tt14732108,Shuttlecock,12-31-2020,nm0933727,Lambert Wilson,0,0,48099048,33669333.6
26705,tt6823148,Benedetta,07-09-2021,nm0933727,Lambert Wilson,0,0,48099048,48099048
26696,tt5151570,Mrs. Harris Goes to Paris,03-04-2022,nm0933727,Lambert Wilson,0,0,48099048,68712925.71
26750,tt5209042,Temptation,09-18-2015,nm6924219,Lance Blea,0,0,0,0
26749,tt4678654,The Miller Prediction,05-18-2016,nm6924219,Lance Blea,0,0,0,0
26751,tt5891298,Supercells,08-23-2014,nm6825013,Landen James,0,0,0,0
26752,tt5008786,A Lethal History,08-24-2015,nm6825013,Landen James,0,0,0,0
26754,tt5774076,None,11-28-2015,nm6825013,Landen James,0,0,0,0
26753,tt7632298,Anonymous,10-26-2017,nm6825013,Landen James,0,0,0,0
26756,tt2375093,Last Hours in Suburbia,09-22-2012,nm0020143,Landry Allbright,0,0,0,0
26755,tt6263490,Getaway,04-14-2020,nm0020143,Landry Allbright,0,0,0,0
26760,tt0208167,4 Faces,12-30-1899,nm1460812,Lane Garrison,0,0,0,0
26761,tt2136401,Crime Share,12-30-1899,nm1460812,Lane Garrison,0,0,0,0
26757,tt0382255,Quality of Life,06-11-2004,nm1460812,Lane Garrison,0,0,0,0
26758,tt2994190,Camp X-Ray,10-17-2014,nm1460812,Lane Garrison,"$13,302",15266.7054,0,0
26759,tt0443474,Crazy,01-19-2017,nm1460812,Lane Garrison,0,0,13302,3665.535967
26762,tt8324550,Unfinished Business,06-19-2017,nm2103791,Lanre Hassan,0,0,0,0
26763,tt10458466,Ife Aimo (unknown Love),06-21-2019,nm2103791,Lanre Hassan,0,0,0,0
26766,tt6568034,The Sunflowers,12-30-1899,nm5667377,Lanshan Luo,0,0,0,0
26764,tt2852400,Tian zhu ding,12-11-2013,nm5667377,Lanshan Luo,"$154,120",180135.456,0,0
26765,tt5465334,Dog Days,10-25-2016,nm5667377,Lanshan Luo,0,0,154120,30275.36609
26767,tt8870574,Resgate,07-18-2019,nm10795785,Laquino Fonseca,0,0,0,0
26769,tt1935201,Please Kill Mr. Know It All,04-14-2013,nm1892299,Lara Jean Chorostecki,0,0,0,0
26771,tt3103166,The Masked Saint,01-22-2016,nm1892299,Lara Jean Chorostecki,"$182,695",201969.3225,0,0
26768,tt5206098,Joseph and Mary,07-05-2016,nm1892299,Lara Jean Chorostecki,0,0,182695,33944.98403
26772,tt4057758,Renaissance,07-31-2016,nm1892299,Lara Jean Chorostecki,0,0,182695,30705.54865
26770,tt8272332,Nose to Tail,02-14-2020,nm1892299,Lara Jean Chorostecki,0,0,182695,127886.5
26777,tt1704232,Rise of Revelation,12-30-1899,nm3125923,Larry Greene,0,0,0,0
26778,tt1696514,Dark Shields,12-30-1899,nm3125923,Larry Greene,0,0,0,0
26774,tt1935169,Love Evaluated,06-11-2011,nm3125923,Larry Greene,0,0,0,0
26775,tt2079575,Sadistic,10-22-2011,nm3125923,Larry Greene,0,0,0,0
26776,tt2081335,Planet Dead,10-22-2011,nm3125923,Larry Greene,0,0,0,0
26773,tt2263520,Ride Along,08-11-2012,nm3125923,Larry Greene,0,0,0,0
26786,tt0462395,Larry the Cable Guy: Health Inspector,03-24-2006,nm1249256,Larry the Cable Guy,"$15,680,099",20642850.33,0,0
26781,tt0317219,Cars,06-09-2006,nm1249256,Larry the Cable Guy,"$244,082,982",321335245.8,15680099,98003.2017
26782,tt0800003,Delta Farce,05-11-2007,nm1249256,Larry the Cable Guy,"$8,130,530",10532288.56,259763081,2285715.827
26784,tt1001562,Witless Protection,02-22-2008,nm1249256,Larry the Cable Guy,"$4,161,625",5303158.738,267893611,2618865.087
26785,tt1216475,Cars 2,06-24-2011,nm1249256,Larry the Cable Guy,"$191,452,396",231848851.6,272055236,7717132.556
26780,tt2991610,Through These Gates,08-01-2013,nm1249256,Larry the Cable Guy,0,0,463507632,29049067.88
26783,tt2609758,A Madea Christmas,12-13-2013,nm1249256,Larry the Cable Guy,"$52,543,354",61412672.16,463507632,26720292.6
26779,tt1545106,Vamps,11-02-2012,nm0932831,Larry Wilmore,"$3,361",3999.2539,0,0
26810,tt8014896,Twins,12-30-1899,nm1955257,Lars Eidinger,0,0,0,0
26811,tt13153470,Joan Verra,12-30-1899,nm1955257,Lars Eidinger,0,0,0,0
26812,tt0464193,See You at Regis Debray,12-30-1899,nm1955257,Lars Eidinger,0,0,0,0
26813,tt9616622,Hells Bells,12-30-1899,nm1955257,Lars Eidinger,0,0,0,0
26796,tt1204773,Alle Anderen,06-18-2009,nm1955257,Lars Eidinger,"$102,042",127879.0344,0,0
26799,tt2271747,Video Nasty,01-21-2011,nm1955257,Lars Eidinger,0,0,102042,3612.266208
26807,tt1843880,Code Blue,09-29-2011,nm1955257,Lars Eidinger,0,0,102042,2882.433936
26787,tt1579944,Summer Window,11-03-2011,nm1955257,Lars Eidinger,0,0,102042,2882.433936
26808,tt1965131,Tabu: The Soul Is a Stranger on Earth,05-31-2012,nm1955257,Lars Eidinger,0,0,102042,4117.762765
26789,tt1643222,Hell,07-10-2012,nm1955257,Lars Eidinger,0,0,102042,4117.762765
26788,tt2180587,Was bleibt,09-06-2012,nm1955257,Lars Eidinger,0,0,102042,4117.762765
26798,tt2452254,Clouds of Sils Maria,08-20-2014,nm1955257,Lars Eidinger,"$1,851,517",2124986.061,102042,8403.597481
26797,tt3646344,Vergine giurata,03-19-2015,nm1955257,Lars Eidinger,"$4,636",5222.9176,1953559,262007.6243
26801,tt4265878,Dora oder Die sexuellen Neurosen unserer Eltern,05-21-2015,nm1955257,Lars Eidinger,0,0,1958195,230448.7338
26795,tt4966266,Familienfest,10-15-2015,nm1955257,Lars Eidinger,0,0,1958195,230379.6836
26793,tt3756046,Die Blumen von gestern,01-12-2017,nm1955257,Lars Eidinger,0,0,1958195,470162.6195
26790,tt4714782,Personal Shopper,03-10-2017,nm1955257,Lars Eidinger,"$1,305,195",1415353.458,1958195,470162.6195
26805,tt4419196,Matilda,10-26-2017,nm1955257,Lars Eidinger,0,0,3263390,809988.9848
26794,tt6575280,Dreigroschenfilm,09-13-2018,nm1955257,Lars Eidinger,0,0,3263390,1119342.77
26791,tt3645988,Abgeschnitten,10-11-2018,nm1955257,Lars Eidinger,0,0,3263390,1119342.77
26809,tt7225386,25 km/h,10-31-2018,nm1955257,Lars Eidinger,0,0,3263390,1119342.77
26803,tt11569310,Unheil,11-23-2018,nm1955257,Lars Eidinger,0,0,3263390,1119342.77
26800,tt8435932,Germany. A Winter's Tale,03-21-2019,nm1955257,Lars Eidinger,0,0,3263390,1599061.1
26802,tt8811474,All My Loving,05-23-2019,nm1955257,Lars Eidinger,0,0,3263390,1599061.1
26804,tt9738784,Persian Lessons,09-24-2020,nm1955257,Lars Eidinger,0,0,3263390,2284373
26806,tt10117768,Schwesterlein,10-29-2020,nm1955257,Lars Eidinger,0,0,3263390,2284373
26792,tt11460512,Nahschuss,08-12-2021,nm1955257,Lars Eidinger,0,0,3263390,3263390
26814,tt0456044,Before the Wall: Body & Being,12-30-1899,nm0005515,Lars Ulrich,0,0,0,0
26651,tt3696384,Creature,05-30-2014,nm6458176,LaToya Jane,0,0,0,0
26815,tt3696384,Creature,05-30-2014,nm6458175,Latoya Rodney,0,0,0,0
26817,tt1772317,Nerve,12-07-2011,nm2601911,Laura Alexandra Ramos,0,0,0,0
26816,tt2991532,The Bell Witch Haunting,11-05-2013,nm2601911,Laura Alexandra Ramos,0,0,0,0
26818,tt4076344,Feast of the Body,10-25-2016,nm2601911,Laura Alexandra Ramos,0,0,0,0
26850,tt14197858,Blue Velvet Lost Footage,12-30-1899,nm0000368,Laura Dern,0,0,0,0
26820,tt0082639,"Ladies and Gentlemen, the Fabulous Stains",10-01-1982,nm0000368,Laura Dern,"$25,728",46899.5712,0,0
26838,tt0090037,Smooth Talk,11-15-1985,nm0000368,Laura Dern,"$16,785",29534.886,25728,0.1243650396
26847,tt0090756,Blue Velvet,10-23-1986,nm0000368,Laura Dern,"$8,551,228",14866309.88,42513,0.2093461421
26824,tt0095280,Haunted Summer,04-07-1989,nm0000368,Laura Dern,"$9,911",16602.9072,8593741,164.6571658
26839,tt0100935,Wild at Heart,08-17-1990,nm0000368,Laura Dern,"$14,560,247",24084104.56,8603652,135.8500299
26844,tt0102753,Rambling Rose,09-20-1991,nm0000368,Laura Dern,"$6,266,621",10233392.09,23163899,736.7604685
26830,tt0107290,Jurassic Park,06-11-1993,nm0000368,Laura Dern,"$404,214,720",643024776.6,29430520,1536.230426
26848,tt0107808,A Perfect World,11-24-1993,nm0000368,Laura Dern,"$31,130,999",49523193.21,433645240,30932.03829
26833,tt0115906,Citizen Ruth,12-13-1996,nm0000368,Laura Dern,"$285,112",435508.58,464776239,64796.20238
